,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,55.991,56.9,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.417626,54.53,54.0,1.9,1.417626,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.4710370000000002,54.043,54.0,23.8,1.417626,0.0,1.471037,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.820797,56.965,56.9,84.7,1.34976,0.0,1.471037,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.8749160000000007,56.965,56.9,28.6,1.34976,0.0,1.403879,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.227793000000001,58.426,57.4,84.8,1.352877,0.0,1.403879,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.2814380000000005,57.452,56.9,27.3,1.352877,0.0,1.406522,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.634947,58.913,58.4,84.5,1.353509,0.0,1.406522,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.688852000000001,58.426,59.4,25.0,1.353509,0.0,1.407414,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,7.037064000000001,59.4,59.9,84.6,1.348212,0.0,1.407414,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,7.090984000000001,59.887,59.9,31.8,1.348212,0.0,1.402132,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.443963,60.861,61.8,84.7,1.352979,0.0,1.402132,efficientdet_lite3_detection_metadata_1,0.4196,NA
12,6,8.497605,60.861,59.9,20.0,1.352979,0.7842491016582778,1.406621,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
13,6,9.107127,62.322,61.3,78.9,0.609522,0.7842491016582778,1.406621,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
14,7,9.94575,58.913,59.4,1.5,0.609522,0.8181087534379952,1.448145,efficientdet_lite3_detection_metadata_1,0.40256,NA
15,7,10.554187,61.348,60.3,78.7,0.608437,0.8181087534379952,1.448145,efficientdet_lite3_detection_metadata_1,0.40256,NA
16,8,11.426563,59.4,58.9,1.7,0.608437,0.8536557064630945,1.480813,efficientdet_lite3_detection_metadata_1,0.39404,NA
17,8,12.042749,60.861,60.3,79.2,0.616186,0.8536557064630945,1.480813,efficientdet_lite3_detection_metadata_1,0.39404,NA
18,9,12.95105,58.913,58.9,1.7,0.616186,0.8910193064474523,1.524487,efficientdet_lite3_detection_metadata_1,0.38552,NA
19,9,13.55959,60.861,59.9,78.8,0.60854,0.8910193064474523,1.524487,efficientdet_lite3_detection_metadata_1,0.38552,NA
20,10,14.505138,57.452,57.4,1.3,0.60854,0.9303424663563569,1.554088,efficientdet_lite3_detection_metadata_1,0.377,NA
21,10,16.078033,60.374,59.9,81.0,1.572895,0.9303424663563569,1.554088,efficientdet_lite3_detection_metadata_1,0.377,NA
22,11,17.063248,58.913,58.9,1.3,1.572895,0.9303424663563569,2.55811,efficientdet_lite3_detection_metadata_1,0.377,NA
23,11,17.671904,61.348,59.4,79.5,0.608656,0.9303424663563569,2.55811,efficientdet_lite3_detection_metadata_1,0.377,NA
24,12,18.656974,58.913,57.4,1.3,0.608656,0.9303424663563569,1.593726,efficientdet_lite3_detection_metadata_1,0.377,NA
25,12,19.262463,60.374,59.9,79.1,0.605489,0.9303424663563569,1.593726,efficientdet_lite3_detection_metadata_1,0.377,NA
26,13,20.250190000000003,57.939,57.9,2.4,0.605489,0.9303424663563569,1.593216,efficientdet_lite3_detection_metadata_1,0.377,NA
27,13,20.862151000000004,60.374,59.4,78.1,0.611961,0.9303424663563569,1.593216,efficientdet_lite3_detection_metadata_1,0.377,NA
28,14,21.847665000000003,57.939,58.4,1.3,0.611961,0.9303424663563569,1.597475,efficientdet_lite3_detection_metadata_1,0.377,NA
