,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,53.0,0.0,0.0,0.5,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.356958,42.0,3.4,1.356958,0.5,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.357691,42.0,0.0,1.356958,0.0,1.357691,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.696373,42.5,86.2,1.338682,0.0,1.357691,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.697104,42.5,0.0,1.338682,0.0,1.339413,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.055287,42.5,85.3,1.358183,0.0,1.339413,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.05602,42.5,0.0,1.358183,0.0,1.358916,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.400581,42.5,85.8,1.344561,0.0,1.358916,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.401315,42.5,0.0,1.344561,0.0,1.345295,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.7539430000000005,42.0,85.6,1.352628,0.0,1.345295,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.75466,42.0,0.0,1.352628,0.0,1.353345,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.100792,42.5,85.6,1.346132,0.0,1.353345,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.101711,42.5,0.0,1.346132,0.0,1.347051,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.439024,43.0,86.2,1.337313,0.0,1.347051,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.439972,43.0,0.0,1.337313,0.0,1.338261,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.777334999999999,42.5,86.2,1.337363,0.0,1.338261,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.778248,42.5,0.0,1.337363,0.0,1.338276,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.123286,43.0,86.0,1.345038,0.0,1.338276,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.124212,43.0,0.0,1.345038,0.0,1.345964,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.465025,43.0,85.8,1.340813,0.0,1.345964,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.466007,43.0,0.0,1.340813,0.0,1.341795,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.81452,43.0,85.8,1.348513,0.0,1.341795,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.815445,43.0,0.0,1.348513,0.0,1.349438,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.169096,43.0,85.4,1.353651,0.0,1.349438,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.170006,43.0,0.0,1.353651,0.0,1.354561,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.514011,43.5,85.8,1.344005,0.0,1.354561,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.514931,43.5,0.0,1.344005,0.0,1.344925,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,18.860062,43.5,85.7,1.345131,0.0,1.344925,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,18.860972,43.0,0.0,1.345131,0.0,1.346041,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,20.201995,43.0,85.9,1.341023,0.0,1.346041,efficientdet_lite4_detection_metadata_2,0.4196,NA
30,15,20.202928,43.0,0.0,1.341023,0.0,1.341956,efficientdet_lite4_detection_metadata_2,0.4196,NA
31,15,21.546134,43.5,86.0,1.343206,0.0,1.341956,efficientdet_lite4_detection_metadata_2,0.4196,NA
32,16,21.547062,43.5,0.0,1.343206,0.0,1.344134,efficientdet_lite4_detection_metadata_2,0.4196,NA
33,16,22.917421,43.5,85.2,1.370359,0.0,1.344134,efficientdet_lite4_detection_metadata_2,0.4196,NA
34,17,22.918336,43.5,0.0,1.370359,0.0,1.371274,efficientdet_lite4_detection_metadata_2,0.4196,NA
35,17,24.260104,43.5,86.1,1.341768,0.0,1.371274,efficientdet_lite4_detection_metadata_2,0.4196,NA
36,18,24.261032999999998,43.5,0.0,1.341768,0.0,1.342697,efficientdet_lite4_detection_metadata_2,0.4196,NA
37,18,25.605722999999998,43.5,85.8,1.34469,0.0,1.342697,efficientdet_lite4_detection_metadata_2,0.4196,NA
38,19,25.606638999999998,43.5,0.0,1.34469,0.0,1.345606,efficientdet_lite4_detection_metadata_2,0.4196,NA
39,19,26.963106999999997,43.5,85.5,1.356468,0.0,1.345606,efficientdet_lite4_detection_metadata_2,0.4196,NA
40,20,26.964022999999997,43.5,0.0,1.356468,0.0,1.357384,efficientdet_lite4_detection_metadata_2,0.4196,NA
41,20,28.309637999999996,43.5,85.6,1.345615,0.0,1.357384,efficientdet_lite4_detection_metadata_2,0.4196,NA
42,21,28.310563999999996,43.5,0.0,1.345615,0.0,1.346541,efficientdet_lite4_detection_metadata_2,0.4196,NA
43,21,29.665834999999994,44.0,85.3,1.355271,0.0,1.346541,efficientdet_lite4_detection_metadata_2,0.4196,NA
44,22,29.666760999999997,44.0,0.0,1.355271,0.0,1.356197,efficientdet_lite4_detection_metadata_2,0.4196,NA
45,22,31.013275999999998,43.5,85.7,1.346515,0.0,1.356197,efficientdet_lite4_detection_metadata_2,0.4196,NA
46,23,31.0142,43.5,0.0,1.346515,0.0,1.347439,efficientdet_lite4_detection_metadata_2,0.4196,NA
47,23,32.363823,44.0,85.6,1.349623,0.0,1.347439,efficientdet_lite4_detection_metadata_2,0.4196,NA
48,24,32.364748999999996,44.0,0.0,1.349623,0.0,1.350549,efficientdet_lite4_detection_metadata_2,0.4196,NA
49,24,33.71482399999999,44.0,85.7,1.350075,0.0,1.350549,efficientdet_lite4_detection_metadata_2,0.4196,NA
50,25,33.715751,44.0,0.0,1.350075,0.0,1.351002,efficientdet_lite4_detection_metadata_2,0.4196,NA
51,25,35.052640999999994,44.0,86.0,1.33689,0.0,1.351002,efficientdet_lite4_detection_metadata_2,0.4196,NA
52,26,35.053563999999994,44.0,0.0,1.33689,0.0,1.337813,efficientdet_lite4_detection_metadata_2,0.4196,NA
53,26,36.404838999999996,44.5,85.7,1.351275,0.0,1.337813,efficientdet_lite4_detection_metadata_2,0.4196,NA
54,27,36.40575799999999,44.5,100.0,1.351275,0.0,1.352194,efficientdet_lite4_detection_metadata_2,0.4196,NA
55,27,37.75605199999999,44.0,85.4,1.350294,0.0,1.352194,efficientdet_lite4_detection_metadata_2,0.4196,NA
56,28,37.756981999999994,44.0,0.0,1.350294,0.0,1.351224,efficientdet_lite4_detection_metadata_2,0.4196,NA
57,28,39.098980999999995,44.5,86.0,1.341999,0.0,1.351224,efficientdet_lite4_detection_metadata_2,0.4196,NA
58,29,39.099909999999994,44.5,0.0,1.341999,0.0,1.342928,efficientdet_lite4_detection_metadata_2,0.4196,NA
59,29,40.442449999999994,44.5,85.8,1.34254,0.0,1.342928,efficientdet_lite4_detection_metadata_2,0.4196,NA
