,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,63.783,62.8,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.475964,54.53,54.5,1.6,1.475964,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.5296519999999998,54.53,54.0,27.3,1.475964,0.0,1.529652,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.8817369999999998,56.478,56.4,84.8,1.352085,0.0,1.529652,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.9359279999999996,56.478,56.4,25.0,1.352085,0.0,1.406276,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.287228,57.939,57.9,85.0,1.3513,0.0,1.406276,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.340860999999999,58.426,58.4,23.8,1.3513,0.0,1.404933,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.689452999999999,59.4,58.9,85.0,1.348592,0.0,1.404933,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.743116,59.4,59.4,27.3,1.348592,0.0,1.402255,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,7.093261999999999,60.374,60.8,84.9,1.350146,0.0,1.402255,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,7.147122999999999,60.861,60.3,28.6,1.350146,0.0,1.404007,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.496376999999999,61.348,61.3,84.8,1.349254,0.0,1.404007,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.550232,61.348,61.8,25.0,1.349254,0.0,1.403109,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.901413999999999,61.835,61.3,84.9,1.351182,0.0,1.403109,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.955428,61.348,61.8,23.8,1.351182,0.0,1.405196,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,11.308004,62.809,62.8,84.9,1.352576,0.0,1.405196,efficientdet_lite4_detection_metadata_2,0.4196,NA
