,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,64.27,62.3,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.414322,55.504,54.0,1.5,1.414322,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.467903,55.017,54.5,27.3,1.414322,0.0,1.467903,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.820431,56.965,56.9,85.0,1.352528,0.0,1.467903,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.8746380000000005,56.965,56.0,28.6,1.352528,0.0,1.406735,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.222561000000001,57.452,57.4,84.8,1.347923,0.0,1.406735,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.276677000000001,57.452,57.9,30.4,1.347923,0.0,1.402039,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.6228570000000015,59.887,58.4,85.0,1.34618,0.0,1.402039,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.676809000000002,58.426,58.9,27.3,1.34618,0.0,1.400132,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,7.026308000000002,59.887,60.3,85.1,1.349499,0.0,1.400132,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,7.080306000000002,60.374,59.4,27.3,1.349499,0.0,1.403497,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.425649000000002,60.374,61.3,85.0,1.345343,0.0,1.403497,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.479757000000003,61.348,59.9,23.8,1.345343,0.0,1.399451,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.828250000000002,60.861,61.8,85.1,1.348493,0.0,1.399451,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.882488000000002,61.835,60.8,28.6,1.348493,0.0,1.402731,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,11.229730000000002,61.348,62.8,84.7,1.347242,0.0,1.402731,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,11.283881000000003,62.809,62.3,25.0,1.347242,0.0,1.401393,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.631383000000003,63.296,61.8,84.9,1.347502,0.0,1.401393,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.685480000000004,61.835,62.3,28.6,1.347502,0.0,1.401599,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,14.032482000000003,62.809,62.8,85.0,1.347002,0.0,1.401599,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,14.086489000000004,62.809,62.3,30.4,1.347002,0.0,1.401009,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,15.431054000000003,63.783,62.8,84.9,1.344565,0.0,1.401009,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,15.484935000000004,62.809,64.2,21.1,1.344565,0.0,1.398446,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.829005000000002,63.783,63.3,85.0,1.34407,0.0,1.398446,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.882934000000002,63.296,64.7,23.8,1.34407,0.0,1.397999,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,18.236264000000002,64.27,64.2,85.0,1.35333,0.0,1.397999,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,18.290094000000003,64.27,63.3,27.3,1.35333,0.0,1.40716,efficientdet_lite4_detection_metadata_2,0.4196,NA
