,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,65.731,66.7,0.0,0.0,1.5,0.0,efficientdet_lite4_detection_metadata_2,41.96
1,0,4.10248,54.043,54.5,0.6,4.10248,1.5,0.0,efficientdet_lite4_detection_metadata_2,41.96
2,1,4.152370000000001,54.53,53.0,22.2,4.10248,0.0,4.15237,efficientdet_lite4_detection_metadata_2,41.96
3,1,8.18486,55.504,56.0,25.6,4.03249,0.0,4.15237,efficientdet_lite4_detection_metadata_2,41.96
4,2,8.234650000000002,55.991,55.0,26.3,4.03249,0.0,4.08228,efficientdet_lite4_detection_metadata_2,41.96
5,2,12.283097000000001,55.991,55.5,25.5,4.048447,0.0,4.08228,efficientdet_lite4_detection_metadata_2,41.96
6,3,12.332843,55.504,56.0,31.8,4.048447,0.0,4.098193,efficientdet_lite4_detection_metadata_2,41.96
7,3,16.378017,56.965,57.4,25.8,4.045174,0.0,4.098193,efficientdet_lite4_detection_metadata_2,41.96
8,4,16.428087,57.452,56.9,26.3,4.045174,0.0,4.095244,efficientdet_lite4_detection_metadata_2,41.96
9,4,20.460032,56.478,57.4,25.4,4.031945,0.0,4.095244,efficientdet_lite4_detection_metadata_2,41.96
10,5,20.509934,56.965,56.4,25.0,4.031945,0.0,4.081847,efficientdet_lite4_detection_metadata_2,41.96
11,5,24.575811,57.452,57.9,25.5,4.065877,0.0,4.081847,efficientdet_lite4_detection_metadata_2,41.96
12,6,24.625714000000002,57.939,57.4,25.0,4.065877,0.0,4.11578,efficientdet_lite4_detection_metadata_2,41.96
13,6,28.647821,57.939,58.4,25.5,4.022107,0.0,4.11578,efficientdet_lite4_detection_metadata_2,41.96
14,7,28.698072000000003,58.426,58.4,25.0,4.022107,0.0,4.072358,efficientdet_lite4_detection_metadata_2,41.96
15,7,32.733028000000004,58.426,58.4,25.5,4.034956,0.0,4.072358,efficientdet_lite4_detection_metadata_2,41.96
16,8,32.783511000000004,58.426,58.4,28.6,4.034956,0.0,4.085439,efficientdet_lite4_detection_metadata_2,41.96
