,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,74.01,74.0,0.0,0.0,0.5,0.0,efficientdet_lite2_detection_metadata_1,41.96
1,0,0.405913,52.095,52.5,0.3,0.405913,0.5,0.0,efficientdet_lite2_detection_metadata_1,41.96
2,1,0.463257,52.582,51.6,26.1,0.405913,0.0,0.463257,efficientdet_lite2_detection_metadata_1,41.96
3,1,0.822719,52.582,52.5,70.9,0.359462,0.0,0.463257,efficientdet_lite2_detection_metadata_1,41.96
4,2,0.8800840000000001,52.582,53.5,27.3,0.359462,0.0,0.416827,efficientdet_lite2_detection_metadata_1,41.96
5,2,1.2329240000000001,55.017,52.5,70.3,0.35284,0.0,0.416827,efficientdet_lite2_detection_metadata_1,41.96
6,3,1.2901930000000001,52.582,53.0,27.3,0.35284,0.0,0.410109,efficientdet_lite2_detection_metadata_1,41.96
7,3,1.6353430000000002,55.017,53.5,70.8,0.34515,0.0,0.410109,efficientdet_lite2_detection_metadata_1,41.96
8,4,1.692721,53.556,53.5,23.8,0.34515,0.0,0.402528,efficientdet_lite2_detection_metadata_1,41.96
9,4,2.033139,53.556,53.5,71.3,0.340418,0.0,0.402528,efficientdet_lite2_detection_metadata_1,41.96
10,5,2.090639,53.556,54.0,23.8,0.340418,0.0,0.397918,efficientdet_lite2_detection_metadata_1,41.96
11,5,2.464811,55.017,55.0,69.2,0.374172,0.0,0.397918,efficientdet_lite2_detection_metadata_1,41.96
12,6,2.522294,54.043,54.5,22.7,0.374172,0.0,0.431655,efficientdet_lite2_detection_metadata_1,33.97
13,6,2.8704460000000003,55.017,55.0,70.4,0.348152,0.0,0.431655,efficientdet_lite2_detection_metadata_1,33.97
14,7,2.9280990000000005,55.504,54.5,27.3,0.348152,0.0,0.405805,efficientdet_lite2_detection_metadata_1,33.97
15,7,3.2663660000000005,55.504,55.5,71.3,0.338267,0.0,0.405805,efficientdet_lite2_detection_metadata_1,33.97
16,8,3.3250410000000006,55.504,54.5,29.2,0.338267,0.0,0.396942,efficientdet_lite2_detection_metadata_1,33.97
17,8,3.6645900000000005,56.965,55.0,71.9,0.339549,0.0,0.396942,efficientdet_lite2_detection_metadata_1,33.97
18,9,3.7222730000000004,55.017,56.4,23.8,0.339549,0.0,0.397232,efficientdet_lite2_detection_metadata_1,33.97
