,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,51.0,49.0,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.370187,51.5,48.5,49.9,1.370187,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.372563,51.5,48.5,0.0,1.370187,0.0,1.372563,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.7239389999999997,51.5,49.0,86.3,1.351376,0.0,1.372563,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.7264149999999994,51.5,49.0,0.0,1.351376,0.0,1.353852,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.0831919999999995,51.5,49.0,86.0,1.356777,0.0,1.353852,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.085691999999999,51.5,49.0,50.0,1.356777,0.0,1.359277,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.4381119999999985,51.5,49.0,86.1,1.35242,0.0,1.359277,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.440649999999998,51.5,49.0,0.0,1.35242,0.0,1.354958,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.802266999999998,52.0,49.0,85.7,1.361617,0.0,1.354958,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.804789999999998,52.0,49.0,0.0,1.361617,0.0,1.36414,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.163750999999998,51.5,49.5,85.9,1.358961,0.0,1.36414,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.166220999999997,51.5,49.5,0.0,1.358961,0.0,1.361431,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.525409999999997,51.5,49.5,85.9,1.359189,0.0,1.361431,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.527926999999996,52.0,49.5,0.0,1.359189,0.0,1.361706,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.879412999999996,52.0,49.5,86.2,1.351486,0.0,1.361706,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.881953999999997,52.0,49.5,0.0,1.351486,0.0,1.354027,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.232479999999997,52.0,49.5,86.2,1.350526,0.0,1.354027,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.234976999999997,52.0,49.5,0.0,1.350526,0.0,1.353023,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.584053999999997,51.5,49.5,86.3,1.349077,0.0,1.353023,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.586533999999997,51.5,49.5,0.0,1.349077,0.0,1.351557,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.949751999999997,53.5,48.0,86.1,1.363218,0.0,1.351557,efficientdet_lite3_detection_metadata_1,0.4196,NA
22,11,14.952291999999996,53.5,48.0,0.0,1.363218,0.7920809311915346,1.365758,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
23,11,15.554725999999997,54.0,50.0,83.1,0.602434,0.7920809311915346,1.365758,efficientdet_lite2_detection_metadata_1,0.41107999999999995,NA
24,12,16.361704999999997,50.5,48.0,3.1,0.602434,1.0846701087842163,1.409413,efficientdet_lite2_detection_metadata_1,0.39509999999999995,NA
25,12,16.700649999999996,51.5,49.5,76.9,0.338945,1.0846701087842163,1.409413,efficientdet_lite4_detection_metadata_2,0.39509999999999995,NA
26,13,17.799523999999998,50.0,48.0,3.0,0.338945,0.04772590878421634,1.437819,efficientdet_lite4_detection_metadata_2,0.39509999999999995,NA
27,13,19.156587,51.0,49.5,85.9,1.357063,0.04772590878421634,1.437819,efficientdet_lite4_detection_metadata_2,0.39509999999999995,NA
28,14,19.20894,51.0,49.0,5.3,1.357063,0.04772590878421612,1.409416,efficientdet_lite4_detection_metadata_2,0.3951,NA
29,14,20.560923,51.5,49.5,86.1,1.351983,0.04772590878421612,1.409416,efficientdet_lite4_detection_metadata_2,0.3951,NA
30,15,20.612814999999998,51.0,49.5,5.0,1.351983,0.04772590878421612,1.403875,efficientdet_lite4_detection_metadata_2,0.3951,NA
