,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,41.96,0.0,0,0.0,efficientdet_lite3_detection_metadata_1,0.5,0.0,55.0,0.0
1,41.96,9.2,0,0.0,efficientdet_lite3_detection_metadata_1,0.5,0.676959,52.0,0.676959
2,41.96,10.3,1,1.179112,efficientdet_lite3_detection_metadata_1,0.5,0.676959,51.0,1.179112
3,41.96,83.6,1,1.179112,efficientdet_lite3_detection_metadata_1,0.5,0.68888,54.0,1.867992
4,41.96,6.0,2,1.190521,efficientdet_lite3_detection_metadata_1,0.5,0.68888,50.5,2.369633
5,41.96,84.1,2,1.190521,efficientdet_lite3_detection_metadata_1,0.5,0.685229,53.0,3.054862
6,41.96,5.9,3,1.187177,efficientdet_lite3_detection_metadata_1,0.5,0.685229,50.5,3.55681
7,41.96,84.0,3,1.187177,efficientdet_lite3_detection_metadata_1,0.5,0.698843,54.5,4.255653
8,41.96,6.0,4,1.200434,efficientdet_lite3_detection_metadata_1,0.5,0.698843,51.0,4.757244
9,41.96,83.4,4,1.200434,efficientdet_lite3_detection_metadata_1,0.5,0.703914,53.0,5.461158
10,41.96,5.0,5,1.205465,efficientdet_lite3_detection_metadata_1,0.5,0.703914,51.0,5.962709
11,41.96,84.6,5,1.205465,efficientdet_lite3_detection_metadata_1,0.5,0.68922,54.0,6.651929
12,37.7,6.0,6,1.196059,efficientdet_lite3_detection_metadata_1,0.5,0.68922,50.5,7.158768
13,37.7,84.1,6,1.196059,efficientdet_lite3_detection_metadata_1,0.5,0.691027,52.0,7.849795
14,37.7,5.5,7,1.198807,efficientdet_lite3_detection_metadata_1,0.5,0.691027,51.0,8.357575
15,37.7,84.1,7,1.198807,efficientdet_lite3_detection_metadata_1,0.5,0.691855,51.5,9.049430000000001
16,37.7,5.9,8,1.19767,efficientdet_lite3_detection_metadata_1,0.5,0.691855,50.5,9.555245000000001
17,37.7,84.4,8,1.19767,efficientdet_lite3_detection_metadata_1,0.5,0.697221,53.5,10.252466000000002
18,37.7,4.0,9,1.204536,efficientdet_lite3_detection_metadata_1,0.5,0.697221,51.0,10.759781000000002
19,37.7,82.9,9,1.204536,efficientdet_lite3_detection_metadata_1,0.5,0.669127,52.0,11.428908000000002
20,37.7,5.5,10,1.175995,efficientdet_lite3_detection_metadata_1,0.5,0.669127,51.0,11.935776000000002
21,37.7,84.8,10,1.175995,efficientdet_lite3_detection_metadata_1,0.5,0.689139,52.5,12.624915000000001
22,37.7,6.0,11,1.194814,efficientdet_lite3_detection_metadata_1,0.5,0.689139,51.0,13.130590000000002
23,37.7,84.2,11,1.194814,efficientdet_lite3_detection_metadata_1,0.5,0.692258,52.0,13.822848000000002
24,37.7,6.4,12,1.198706,efficientdet_lite3_detection_metadata_1,0.5,0.692258,51.0,14.329296000000001
25,37.7,84.1,12,1.198706,efficientdet_lite3_detection_metadata_1,0.5,0.690433,52.5,15.019729000000002
26,37.7,5.9,13,1.198747,efficientdet_lite3_detection_metadata_1,0.5,0.690433,51.0,15.528043000000002
