,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,0.4196,0.0,0,0.0,efficientdet_lite4_detection_metadata_2,0.0,0.0,51.5,0.0
1,0.4196,9.7,0,0.0,efficientdet_lite4_detection_metadata_2,0.0,1.336636,52.0,1.336636
2,0.4196,0.0,1,1.337378,efficientdet_lite4_detection_metadata_2,0.0,1.336636,52.0,1.3373779999999997
3,0.4196,86.1,1,1.337378,efficientdet_lite4_detection_metadata_2,0.0,1.33321,52.0,2.6705879999999995
4,0.4196,0.0,2,1.333936,efficientdet_lite4_detection_metadata_2,0.0,1.33321,52.0,2.6713139999999997
5,0.4196,85.4,2,1.333936,efficientdet_lite4_detection_metadata_2,0.0,1.345413,52.0,4.0167269999999995
6,0.4196,0.0,3,1.346181,efficientdet_lite4_detection_metadata_2,0.0,1.345413,52.0,4.017494999999999
7,0.4196,86.0,3,1.346181,efficientdet_lite4_detection_metadata_2,0.0,1.33466,52.0,5.352155
8,0.4196,0.0,4,1.335442,efficientdet_lite4_detection_metadata_2,0.0,1.33466,52.0,5.352937000000001
9,0.4196,85.6,4,1.335442,efficientdet_lite4_detection_metadata_2,0.0,1.34027,52.5,6.693207000000001
10,0.4196,0.0,5,1.340999,efficientdet_lite4_detection_metadata_2,0.0,1.34027,52.5,6.693936000000001
11,0.4196,86.0,5,1.340999,efficientdet_lite4_detection_metadata_2,0.0,1.335348,52.5,8.029284
12,0.4196,0.0,6,1.337435,efficientdet_lite4_detection_metadata_2,0.0,1.335348,52.5,8.031371
13,0.4196,86.4,6,1.337435,efficientdet_lite4_detection_metadata_2,0.0,1.323769,52.5,9.35514
14,0.4196,0.0,7,1.325857,efficientdet_lite4_detection_metadata_2,0.0,1.323769,52.5,9.357228000000001
15,0.4196,86.1,7,1.325857,efficientdet_lite4_detection_metadata_2,0.0,1.329997,52.0,10.687225000000002
16,0.4196,0.0,8,1.332082,efficientdet_lite4_detection_metadata_2,0.0,1.329997,52.0,10.68931
17,0.4196,85.8,8,1.332082,efficientdet_lite4_detection_metadata_2,0.0,1.331653,52.5,12.020963
18,0.4196,100.0,9,1.333827,efficientdet_lite4_detection_metadata_2,0.0,1.331653,52.5,12.023137
19,0.4196,86.1,9,1.333827,efficientdet_lite4_detection_metadata_2,0.0,1.330287,52.5,13.353424
20,0.4196,0.0,10,1.332405,efficientdet_lite4_detection_metadata_2,0.0,1.330287,52.5,13.355542
21,0.4196,85.7,10,1.332405,efficientdet_lite4_detection_metadata_2,0.0,1.341916,53.0,14.697458
22,0.4196,0.0,11,1.344009,efficientdet_lite4_detection_metadata_2,0.0,1.341916,53.0,14.699551000000001
23,0.4196,85.7,11,1.344009,efficientdet_lite4_detection_metadata_2,0.0,1.337983,52.5,16.037534
24,0.4196,0.0,12,1.340059,efficientdet_lite4_detection_metadata_2,0.0,1.337983,52.5,16.03961
