,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,53.069,53.0,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.4444,52.582,53.5,7.9,1.4444,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.4989249999999998,53.556,53.0,27.3,1.4444,0.0,1.498925,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.8486529999999997,56.478,55.5,84.7,1.349728,0.0,1.498925,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.902201,55.504,55.5,27.3,1.349728,0.0,1.403276,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.257816,57.452,58.4,84.6,1.355615,0.0,1.403276,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.3113719999999995,56.478,56.9,30.4,1.355615,0.0,1.409171,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.65722,58.913,58.9,84.8,1.345848,0.0,1.409171,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.710862,58.913,57.9,25.0,1.345848,0.0,1.39949,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,7.061469,59.4,57.4,85.0,1.350607,0.0,1.39949,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,7.115155999999999,57.452,57.9,30.4,1.350607,0.0,1.404294,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.461486999999998,60.374,58.9,84.8,1.346331,0.0,1.404294,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.515272999999999,58.913,58.9,27.3,1.346331,0.0,1.400117,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.863947,60.861,59.9,85.0,1.348674,0.0,1.400117,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.917718,59.887,60.8,25.0,1.348674,0.0,1.402445,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,11.263263,60.861,60.3,85.0,1.345545,0.0,1.402445,efficientdet_lite4_detection_metadata_2,0.4196,NA
