,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,41.96,0.0,0,0.0,efficientdet_lite0_detection_metadata_1,0.0,0.0,52.0,0.0
1,41.96,9.4,0,0.0,efficientdet_lite0_detection_metadata_1,0.0,0.222512,53.0,0.222512
2,41.96,0.0,1,0.223295,efficientdet_lite0_detection_metadata_1,0.0,0.222512,53.0,0.22329499999999997
3,41.96,77.4,1,0.223295,efficientdet_lite0_detection_metadata_1,0.0,0.23709,52.5,0.46038499999999993
4,41.96,0.0,2,0.238043,efficientdet_lite0_detection_metadata_1,0.0,0.23709,52.5,0.4613379999999999
5,41.96,83.6,2,0.238043,efficientdet_lite0_detection_metadata_1,0.0,0.289295,53.5,0.7506329999999999
6,41.96,100.0,3,0.290115,efficientdet_lite0_detection_metadata_1,0.0,0.289295,53.5,0.7514529999999997
7,41.96,78.7,3,0.290115,efficientdet_lite0_detection_metadata_1,0.0,0.223038,54.5,0.9744909999999997
8,41.96,0.0,4,0.223856,efficientdet_lite0_detection_metadata_1,0.0,0.223038,54.5,0.9753089999999996
9,41.96,80.5,4,0.223856,efficientdet_lite0_detection_metadata_1,0.0,0.22266,55.0,1.1979689999999996
10,41.96,0.0,5,0.223454,efficientdet_lite0_detection_metadata_1,0.0,0.22266,55.0,1.1987629999999996
11,41.96,76.7,5,0.223454,efficientdet_lite0_detection_metadata_1,0.0,0.18169,54.5,1.3804529999999995
12,25.690000000000005,100.0,6,0.18298,efficientdet_lite0_detection_metadata_1,0.0,0.18169,54.5,1.3817429999999995
13,25.690000000000005,83.9,6,0.18298,efficientdet_lite0_detection_metadata_1,0.0,0.235272,54.5,1.6170149999999994
14,25.690000000000005,0.0,7,0.236533,efficientdet_lite0_detection_metadata_1,0.0,0.235272,54.5,1.6182759999999996
15,25.690000000000005,83.6,7,0.236533,efficientdet_lite0_detection_metadata_1,0.0,0.300985,55.0,1.9192609999999997
16,25.690000000000005,100.0,8,0.302221,efficientdet_lite0_detection_metadata_1,0.0,0.300985,55.0,1.9204969999999995
17,25.690000000000005,82.7,8,0.302221,efficientdet_lite0_detection_metadata_1,0.0,0.24685,55.0,2.1673469999999995
18,25.690000000000005,100.0,9,0.248125,efficientdet_lite0_detection_metadata_1,0.0,0.24685,55.0,2.168621999999999
