,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,47.0,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.363187,41.5,4.0,1.363187,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.3639130000000002,41.5,0.0,1.363187,0.0,1.363913,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.70881,41.5,85.8,1.344897,0.0,1.363913,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.709528,41.5,0.0,1.344897,0.0,1.345615,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.073180000000001,42.0,85.0,1.363652,0.0,1.345615,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.073898000000001,42.0,0.0,1.363652,0.0,1.36437,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.41769,42.0,85.9,1.343792,0.0,1.36437,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.418404000000001,42.0,0.0,1.343792,0.0,1.344506,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.769,41.5,85.6,1.350596,0.0,1.344506,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.7697150000000015,41.5,0.0,1.350596,0.0,1.351311,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.113531000000002,42.0,85.8,1.343816,0.0,1.351311,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.115960000000001,42.0,0.0,1.343816,0.0,1.346245,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.453142000000001,42.0,85.9,1.337182,0.0,1.346245,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.455540000000001,42.0,0.0,1.337182,0.0,1.33958,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.791968,42.5,86.1,1.336428,0.0,1.33958,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.794282,42.0,0.0,1.336428,0.0,1.338742,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.13611,42.5,85.9,1.341828,0.0,1.338742,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.138489,42.5,50.0,1.341828,0.0,1.344207,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.481021,42.5,85.9,1.342532,0.0,1.344207,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.48341,42.5,50.0,1.342532,0.0,1.344921,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.832242999999998,42.5,85.7,1.348833,0.0,1.344921,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.834623,42.5,0.0,1.348833,0.0,1.351213,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.188765,42.5,85.4,1.354142,0.0,1.351213,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.191088,42.5,0.0,1.354142,0.0,1.356465,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.532924,42.0,85.9,1.341836,0.0,1.356465,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.535236,42.0,0.0,1.341836,0.0,1.344148,efficientdet_lite4_detection_metadata_2,0.4196,NA
