,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,58.426,58.4,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196
1,0,1.577678,54.043,55.0,1.5,1.577678,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196
2,1,1.6281360000000002,55.017,54.5,28.6,1.577678,0.0,1.628136,efficientdet_lite4_detection_metadata_2,0.4196
3,1,2.9931870000000003,55.504,56.0,84.5,1.365051,0.0,1.628136,efficientdet_lite4_detection_metadata_2,0.4196
4,2,3.044093,56.478,56.4,30.0,1.365051,0.0,1.415957,efficientdet_lite4_detection_metadata_2,0.4196
5,2,4.410413,57.939,57.9,84.7,1.36632,0.0,1.415957,efficientdet_lite4_detection_metadata_2,0.4196
6,3,4.4611600000000005,57.939,56.9,22.2,1.36632,0.0,1.417067,efficientdet_lite4_detection_metadata_2,0.4196
7,3,5.828990000000001,59.4,59.4,84.7,1.36783,0.0,1.417067,efficientdet_lite4_detection_metadata_2,0.4196
8,4,5.879984,59.4,58.9,28.6,1.36783,0.0,1.418824,efficientdet_lite4_detection_metadata_2,0.4196
9,4,7.239765,59.887,58.9,85.2,1.359781,0.0,1.418824,efficientdet_lite4_detection_metadata_2,0.4196
10,5,7.291169,58.913,59.9,28.6,1.359781,0.0,1.411185,efficientdet_lite4_detection_metadata_2,0.4196
11,5,8.683712,60.861,59.9,83.8,1.392543,0.0,1.411185,efficientdet_lite3_detection_metadata_1,0.4196
12,6,8.73669,59.887,60.8,25.0,1.392543,0.7743831275252616,1.445521,efficientdet_lite3_detection_metadata_1,0.41107999999999995
13,6,9.342661,60.861,60.8,79.8,0.605971,0.7743831275252616,1.445521,efficientdet_lite3_detection_metadata_1,0.41107999999999995
14,7,10.170373,58.426,57.9,1.8,0.605971,0.7912666820253161,1.433683,efficientdet_lite3_detection_metadata_1,0.40256
15,7,10.772822,60.374,60.3,80.5,0.602449,0.7912666820253161,1.433683,efficientdet_lite3_detection_metadata_1,0.40256
16,8,11.617588,57.939,58.9,1.8,0.602449,0.8085626396752384,1.447215,efficientdet_lite3_detection_metadata_1,0.39404
17,8,12.222411,60.374,59.4,79.8,0.604823,0.8085626396752384,1.447215,efficientdet_lite3_detection_metadata_1,0.39404
18,9,13.084397,57.939,58.4,2.0,0.604823,0.8262862975391466,1.466809,efficientdet_lite3_detection_metadata_1,0.38552
19,9,13.702971,60.374,60.3,82.3,0.618574,0.8262862975391466,1.466809,efficientdet_lite3_detection_metadata_1,0.38552
20,10,14.593411,57.939,57.4,2.5,0.618574,0.8444537186940867,1.509014,efficientdet_lite3_detection_metadata_1,0.377
21,10,15.231443,59.4,59.9,79.3,0.638032,0.8444537186940867,1.509014,efficientdet_lite4_detection_metadata_2,0.377
22,11,16.129657,58.426,57.4,1.7,0.638032,0.06838889753914668,1.536246,efficientdet_lite4_detection_metadata_2,0.38552
