,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,44.0,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.359452,42.0,4.4,1.359452,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.3602790000000002,42.0,0.0,1.359452,0.0,1.360279,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.6995750000000003,42.0,85.9,1.339296,0.0,1.360279,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.7003779999999997,42.0,0.0,1.339296,0.0,1.340099,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.052678,42.5,85.4,1.3523,0.0,1.340099,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.053553000000001,42.5,0.0,1.3523,0.0,1.353175,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.4029370000000005,42.5,85.7,1.349384,0.0,1.353175,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.403757000000001,42.5,0.0,1.349384,0.0,1.350204,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.751136000000001,42.5,85.7,1.347379,0.0,1.350204,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.7519480000000005,42.5,0.0,1.347379,0.0,1.348191,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.093218,42.5,86.0,1.34127,0.0,1.348191,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.095531000000001,42.5,0.0,1.34127,0.0,1.343583,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.439233000000002,42.5,86.1,1.343702,0.0,1.343583,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.441592000000002,42.5,0.0,1.343702,0.0,1.346061,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.778070000000001,43.0,86.1,1.336478,0.0,1.346061,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.780445000000002,43.0,50.0,1.336478,0.0,1.338853,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.121116000000002,43.0,86.1,1.340671,0.0,1.338853,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.123503000000003,43.0,0.0,1.340671,0.0,1.343058,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.457373000000002,43.0,86.3,1.33387,0.0,1.343058,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.459781000000003,43.0,0.0,1.33387,0.0,1.336278,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.807577000000004,43.0,85.8,1.347796,0.0,1.336278,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.809967000000002,43.0,0.0,1.347796,0.0,1.350186,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.158588,43.0,85.5,1.348621,0.0,1.350186,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.160969,43.0,50.0,1.348621,0.0,1.351002,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.5107,43.0,85.6,1.349731,0.0,1.351002,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.513091000000003,43.0,100.0,1.349731,0.0,1.352122,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,18.853958000000002,43.0,85.9,1.340867,0.0,1.352122,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,18.856367000000002,43.0,0.0,1.340867,0.0,1.343276,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,20.195837,43.5,86.1,1.33947,0.0,1.343276,efficientdet_lite4_detection_metadata_2,0.4196,NA
30,15,20.198162000000004,43.5,0.0,1.33947,0.0,1.341795,efficientdet_lite4_detection_metadata_2,0.4196,NA
31,15,21.541111000000004,43.5,86.1,1.342949,0.0,1.341795,efficientdet_lite4_detection_metadata_2,0.4196,NA
32,16,21.543497000000002,43.5,0.0,1.342949,0.0,1.345335,efficientdet_lite4_detection_metadata_2,0.4196,NA
33,16,22.886926000000003,43.5,85.8,1.343429,0.0,1.345335,efficientdet_lite4_detection_metadata_2,0.4196,NA
34,17,22.889257,43.5,0.0,1.343429,0.0,1.34576,efficientdet_lite4_detection_metadata_2,0.4196,NA
35,17,24.230348,43.0,86.0,1.341091,0.0,1.34576,efficientdet_lite4_detection_metadata_2,0.4196,NA
36,18,24.232681,43.0,0.0,1.341091,0.0,1.343424,efficientdet_lite4_detection_metadata_2,0.4196,NA
37,18,25.577454,43.5,86.1,1.344773,0.0,1.343424,efficientdet_lite4_detection_metadata_2,0.4196,NA
38,19,25.579781999999998,43.5,0.0,1.344773,0.0,1.347101,efficientdet_lite4_detection_metadata_2,0.4196,NA
39,19,26.929232999999996,43.5,85.5,1.349451,0.0,1.347101,efficientdet_lite4_detection_metadata_2,0.4196,NA
40,20,26.931569999999997,44.0,0.0,1.349451,0.0,1.351788,efficientdet_lite4_detection_metadata_2,0.4196,NA
41,20,28.273137999999996,44.0,85.8,1.341568,0.0,1.351788,efficientdet_lite4_detection_metadata_2,0.4196,NA
42,21,28.275465999999998,43.5,50.0,1.341568,0.0,1.343896,efficientdet_lite4_detection_metadata_2,0.4196,NA
43,21,29.626084999999996,43.5,85.7,1.350619,0.0,1.343896,efficientdet_lite4_detection_metadata_2,0.4196,NA
44,22,29.628471999999995,43.5,0.0,1.350619,0.0,1.353006,efficientdet_lite4_detection_metadata_2,0.4196,NA
45,22,30.980486999999997,45.5,85.7,1.352015,0.0,1.353006,efficientdet_lite4_detection_metadata_2,0.4196,NA
46,23,30.982889999999998,45.5,0.0,1.352015,0.0,1.354418,efficientdet_lite4_detection_metadata_2,0.4196,NA
47,23,32.335724,45.5,85.5,1.352834,0.0,1.354418,efficientdet_lite4_detection_metadata_2,0.4196,NA
48,24,32.338116,45.5,0.0,1.352834,0.0,1.355226,efficientdet_lite4_detection_metadata_2,0.4196,NA
