,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,67.679,66.7,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.440922,55.504,54.5,1.3,1.440922,0.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196,NA
2,1,1.494548,54.53,54.5,23.8,1.440922,1.1602310891437617,1.494548,efficientdet_lite2_detection_metadata_1,0.3397,NA
3,1,1.845066,55.017,55.0,71.6,0.350518,1.1602310891437617,1.494548,efficientdet_lite2_detection_metadata_1,0.3397,NA
4,2,3.060254,53.069,54.0,1.2,0.350518,1.1602310891437617,1.565706,efficientdet_lite2_detection_metadata_1,0.3397,NA
5,2,3.408842,55.991,55.0,71.3,0.348588,1.1602310891437617,1.565706,efficientdet_lite2_detection_metadata_1,0.3397,NA
6,3,4.623590999999999,54.043,54.5,1.0,0.348588,1.1602310891437617,1.563337,efficientdet_lite2_detection_metadata_1,0.33969999999999995,NA
7,3,4.989033999999999,55.504,55.0,68.8,0.365443,1.1602310891437617,1.563337,efficientdet_lite2_detection_metadata_1,0.33969999999999995,NA
8,4,6.2138469999999995,54.043,53.5,1.0,0.365443,1.1602310891437617,1.590256,efficientdet_lite2_detection_metadata_1,0.3397,NA
9,4,6.562690999999999,55.991,55.0,71.1,0.348844,1.1602310891437617,1.590256,efficientdet_lite2_detection_metadata_1,0.3397,NA
10,5,7.777562999999999,54.53,53.5,1.4,0.348844,1.1602310891437617,1.563716,efficientdet_lite2_detection_metadata_1,0.3397,NA
11,5,8.125378999999999,56.965,55.0,71.3,0.347816,1.1602310891437617,1.563716,efficientdet_lite2_detection_metadata_1,0.3397,NA
12,6,9.340309999999999,54.043,54.0,1.0,0.347816,1.1602310891437617,1.562747,efficientdet_lite2_detection_metadata_1,0.3397,NA
13,6,9.688645,56.478,55.0,71.1,0.348335,1.1602310891437617,1.562747,efficientdet_lite2_detection_metadata_1,0.3397,NA
14,7,10.905729999999998,53.069,53.5,2.0,0.348335,1.1602310891437617,1.56542,efficientdet_lite2_detection_metadata_1,0.3397,NA
15,7,11.27536,55.991,55.5,68.9,0.36963,1.1602310891437617,1.56542,efficientdet_lite2_detection_metadata_1,0.3397,NA
16,8,12.490158999999998,53.556,54.0,1.0,0.36963,1.1602310891437617,1.584429,efficientdet_lite2_detection_metadata_1,0.3397,NA
