,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,58.913,58.4,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.496777,54.043,54.0,1.9,1.496777,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.550676,54.043,54.0,28.6,1.496777,0.0,1.550676,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.897509,56.478,56.4,84.8,1.346833,0.0,1.550676,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.951377,56.478,55.0,23.8,1.346833,0.0,1.400701,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.3065549999999995,58.913,56.4,85.1,1.355178,0.0,1.400701,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.360508999999999,56.478,58.4,27.3,1.355178,0.0,1.409132,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.710525999999999,59.4,58.4,84.8,1.350017,0.0,1.409132,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.764651999999999,58.426,59.4,25.0,1.350017,0.0,1.404143,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,7.115980999999999,59.887,59.4,85.0,1.351329,0.0,1.404143,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,7.170267999999998,59.4,58.9,27.3,1.351329,0.0,1.405616,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.516668,60.374,60.8,84.8,1.3464,0.0,1.405616,efficientdet_lite3_detection_metadata_1,0.4196,NA
12,6,8.570913999999998,60.861,59.9,25.0,1.3464,0.7679149114341801,1.400646,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
13,6,9.175041999999998,60.861,60.3,79.4,0.604128,0.7679149114341801,1.400646,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
14,7,9.997318999999997,59.4,59.4,1.5,0.604128,0.7842491016582778,1.426405,efficientdet_lite3_detection_metadata_1,0.40256,NA
15,7,10.599997999999998,60.861,60.3,79.4,0.602679,0.7842491016582778,1.426405,efficientdet_lite3_detection_metadata_1,0.40256,NA
16,8,11.438983999999998,58.426,58.4,1.8,0.602679,0.8009756135805626,1.441665,efficientdet_lite3_detection_metadata_1,0.39404,NA
17,8,12.045220999999998,60.861,59.9,79.5,0.606237,0.8009756135805626,1.441665,efficientdet_lite3_detection_metadata_1,0.39404,NA
18,9,12.900624999999998,57.452,58.9,2.0,0.606237,0.8181087534379952,1.461641,efficientdet_lite3_detection_metadata_1,0.38552,NA
19,9,13.517096999999998,59.887,59.9,79.9,0.616472,0.8181087534379952,1.461641,efficientdet_lite4_detection_metadata_2,0.38552,NA
20,10,14.389928999999999,57.452,58.4,1.4,0.616472,0.0661493534379951,1.489304,efficientdet_lite4_detection_metadata_2,0.38552,NA
21,10,15.77583,60.861,60.8,85.5,1.385901,0.0661493534379951,1.489304,efficientdet_lite3_detection_metadata_1,0.38552,NA
22,11,15.896239999999999,60.374,59.4,12.5,1.385901,0.8181087534379952,1.506311,efficientdet_lite3_detection_metadata_1,0.38552,NA
23,11,16.516761,61.835,61.8,80.7,0.620521,0.8181087534379952,1.506311,efficientdet_lite3_detection_metadata_1,0.38552,NA
24,12,17.393563999999998,57.939,59.9,26.6,0.620521,0.8181087534379952,1.497324,efficientdet_lite3_detection_metadata_1,0.38552,NA
25,12,18.33618,60.374,60.3,77.7,0.942616,0.8181087534379952,1.497324,efficientdet_lite3_detection_metadata_1,0.38552,NA
26,13,19.208726,58.426,58.9,1.4,0.942616,0.8181087534379952,1.815162,efficientdet_lite3_detection_metadata_1,0.38552,NA
27,13,19.818728999999998,61.348,61.3,79.5,0.610003,0.8181087534379952,1.815162,efficientdet_lite3_detection_metadata_1,0.38552,NA
28,14,20.691378,58.426,59.9,2.0,0.610003,0.8181087534379952,1.482652,efficientdet_lite3_detection_metadata_1,0.38552,NA
29,14,21.299954,60.861,59.4,79.1,0.608576,0.8181087534379952,1.482652,efficientdet_lite3_detection_metadata_1,0.38552,NA
30,15,22.172637,57.939,58.9,1.4,0.608576,0.8356635316067225,1.481259,efficientdet_lite3_detection_metadata_1,0.377,NA
31,15,22.777936,59.4,60.8,79.3,0.605299,0.8356635316067225,1.481259,efficientdet_lite4_detection_metadata_2,0.377,NA
32,16,23.668288,59.4,58.9,1.7,0.605299,0.0661493534379951,1.495651,efficientdet_lite4_detection_metadata_2,0.38552,NA
33,16,25.054121000000002,61.348,60.3,84.7,1.385833,0.0661493534379951,1.495651,efficientdet_lite3_detection_metadata_1,0.38552,NA
34,17,25.17438,60.374,60.3,10.6,1.385833,0.8181087534379952,1.506092,efficientdet_lite3_detection_metadata_1,0.38552,NA
35,17,25.778651,61.348,61.3,79.0,0.604271,0.8181087534379952,1.506092,efficientdet_lite3_detection_metadata_1,0.38552,NA
36,18,26.651111999999998,60.374,59.9,1.7,0.604271,0.8181087534379952,1.476732,efficientdet_lite3_detection_metadata_1,0.38552,NA
37,18,27.256496,61.348,60.8,79.4,0.605384,0.8181087534379952,1.476732,efficientdet_lite3_detection_metadata_1,0.38552,NA
38,19,28.129329999999996,59.4,59.4,1.7,0.605384,0.8181087534379952,1.478218,efficientdet_lite3_detection_metadata_1,0.38552,NA
