,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,51.5,0.0,0.0,0.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196,NA
1,0,0.346181,42.0,5.9,0.346181,0.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196,NA
2,1,0.346929,42.0,0.0,0.346181,0.0,0.346929,efficientdet_lite2_detection_metadata_1,0.4196,NA
3,1,0.6726639999999999,42.5,79.2,0.325735,0.0,0.346929,efficientdet_lite2_detection_metadata_1,0.4196,NA
4,2,0.6733589999999999,42.5,0.0,0.325735,0.0,0.32643,efficientdet_lite2_detection_metadata_1,0.4196,NA
5,2,1.001033,42.5,78.2,0.327674,0.0,0.32643,efficientdet_lite2_detection_metadata_1,0.4196,NA
6,3,1.001768,42.5,0.0,0.327674,0.0,0.328409,efficientdet_lite2_detection_metadata_1,0.4196,NA
7,3,1.326791,42.5,79.2,0.325023,0.0,0.328409,efficientdet_lite2_detection_metadata_1,0.4196,NA
8,4,1.327518,42.5,0.0,0.325023,0.0,0.32575,efficientdet_lite2_detection_metadata_1,0.4196,NA
9,4,1.653344,42.5,79.2,0.325826,0.0,0.32575,efficientdet_lite2_detection_metadata_1,0.4196,NA
10,5,1.6541219999999999,42.5,0.0,0.325826,0.0,0.326604,efficientdet_lite2_detection_metadata_1,0.4196,NA
11,5,1.9763499999999998,42.5,79.1,0.322228,0.0,0.326604,efficientdet_lite2_detection_metadata_1,0.4196,NA
12,6,1.977589,42.5,100.0,0.322228,0.0,0.323467,efficientdet_lite2_detection_metadata_1,0.3397,NA
13,6,2.297053,42.5,79.8,0.319464,0.0,0.323467,efficientdet_lite2_detection_metadata_1,0.3397,NA
14,7,2.297975,42.5,0.0,0.319464,0.0,0.320386,efficientdet_lite2_detection_metadata_1,0.3397,NA
15,7,2.6162,42.5,79.5,0.318225,0.0,0.320386,efficientdet_lite2_detection_metadata_1,0.3397,NA
16,8,2.6171510000000002,42.5,0.0,0.318225,0.0,0.319176,efficientdet_lite2_detection_metadata_1,0.3397,NA
17,8,2.940653,42.0,79.4,0.323502,0.0,0.319176,efficientdet_lite2_detection_metadata_1,0.3397,NA
18,9,2.941587,42.0,0.0,0.323502,0.0,0.324436,efficientdet_lite2_detection_metadata_1,0.3397,NA
19,9,3.264513,43.0,79.2,0.322926,0.0,0.324436,efficientdet_lite2_detection_metadata_1,0.3397,NA
20,10,3.265403,43.0,0.0,0.322926,0.0,0.323816,efficientdet_lite2_detection_metadata_1,0.3397,NA
21,10,3.58979,42.5,79.2,0.324387,0.0,0.323816,efficientdet_lite2_detection_metadata_1,0.3397,NA
22,11,3.5907210000000003,42.5,0.0,0.324387,0.0,0.325318,efficientdet_lite2_detection_metadata_1,0.3397,NA
23,11,3.9199780000000004,42.5,78.0,0.329257,0.0,0.325318,efficientdet_lite2_detection_metadata_1,0.3397,NA
24,12,3.9209050000000003,42.5,0.0,0.329257,0.0,0.330184,efficientdet_lite2_detection_metadata_1,0.3397,NA
25,12,4.2406950000000005,43.0,79.5,0.31979,0.0,0.330184,efficientdet_lite2_detection_metadata_1,0.3397,NA
26,13,4.241618,43.0,0.0,0.31979,0.0,0.320713,efficientdet_lite2_detection_metadata_1,0.3397,NA
27,13,4.565847,42.5,79.4,0.324229,0.0,0.320713,efficientdet_lite2_detection_metadata_1,0.3397,NA
28,14,4.56678,42.5,0.0,0.324229,0.0,0.325162,efficientdet_lite2_detection_metadata_1,0.3397,NA
29,14,4.9000129999999995,42.5,78.6,0.333233,0.0,0.325162,efficientdet_lite2_detection_metadata_1,0.3397,NA
30,15,4.900945999999999,42.5,100.0,0.333233,0.0,0.334166,efficientdet_lite2_detection_metadata_1,0.3397,NA
31,15,5.227620999999999,42.0,80.0,0.326675,0.0,0.334166,efficientdet_lite2_detection_metadata_1,0.3397,NA
32,16,5.228549999999999,42.0,0.0,0.326675,0.0,0.327604,efficientdet_lite2_detection_metadata_1,0.3397,NA
33,16,5.554983999999999,42.5,79.1,0.326434,0.0,0.327604,efficientdet_lite2_detection_metadata_1,0.3397,NA
34,17,5.555910999999999,42.5,0.0,0.326434,0.0,0.327361,efficientdet_lite2_detection_metadata_1,0.3397,NA
35,17,5.882594999999999,42.5,79.2,0.326684,0.0,0.327361,efficientdet_lite2_detection_metadata_1,0.3397,NA
36,18,5.883527999999999,42.5,50.0,0.326684,0.0,0.327617,efficientdet_lite2_detection_metadata_1,0.3397,NA
37,18,6.206785999999999,42.5,79.1,0.323258,0.0,0.327617,efficientdet_lite2_detection_metadata_1,0.3397,NA
38,19,6.207733999999999,42.5,0.0,0.323258,0.0,0.324206,efficientdet_lite2_detection_metadata_1,0.3397,NA
39,19,6.536593,42.5,78.4,0.328859,0.0,0.324206,efficientdet_lite2_detection_metadata_1,0.3397,NA
40,20,6.537519,42.5,0.0,0.328859,0.0,0.329785,efficientdet_lite2_detection_metadata_1,0.3397,NA
41,20,6.8646009999999995,42.5,79.1,0.327082,0.0,0.329785,efficientdet_lite2_detection_metadata_1,0.3397,NA
42,21,6.86553,42.5,0.0,0.327082,0.0,0.328011,efficientdet_lite2_detection_metadata_1,0.3397,NA
43,21,7.189076999999999,42.5,78.6,0.323547,0.0,0.328011,efficientdet_lite2_detection_metadata_1,0.3397,NA
44,22,7.190043999999999,42.5,100.0,0.323547,0.0,0.324514,efficientdet_lite2_detection_metadata_1,0.3397,NA
45,22,7.516617999999999,42.5,78.3,0.326574,0.0,0.324514,efficientdet_lite2_detection_metadata_1,0.3397,NA
46,23,7.517606999999999,42.5,100.0,0.326574,0.0,0.327563,efficientdet_lite2_detection_metadata_1,0.3397,NA
47,23,7.844700999999999,42.5,79.4,0.327094,0.0,0.327563,efficientdet_lite2_detection_metadata_1,0.3397,NA
48,24,7.8456269999999995,42.5,0.0,0.327094,0.0,0.32802,efficientdet_lite2_detection_metadata_1,0.3397,NA
49,24,8.169651,42.5,79.2,0.324024,0.0,0.32802,efficientdet_lite2_detection_metadata_1,0.3397,NA
50,25,8.170575000000001,42.5,0.0,0.324024,0.0,0.324948,efficientdet_lite2_detection_metadata_1,0.3397,NA
51,25,8.490190000000002,42.5,79.7,0.319615,0.0,0.324948,efficientdet_lite2_detection_metadata_1,0.3397,NA
52,26,8.491116000000002,42.5,0.0,0.319615,0.0,0.320541,efficientdet_lite2_detection_metadata_1,0.3397,NA
