,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,41.96,0.0,0,0.0,efficientdet_lite3_detection_metadata_1,1.0,0.0,52.5,0.0
1,41.96,30.8,0,0.0,efficientdet_lite3_detection_metadata_1,1.0,1.712768,49.5,1.712768
2,41.96,17.1,1,1.888812,efficientdet_lite3_detection_metadata_1,0.17499999999999982,1.712768,50.0,1.8888120000000002
3,41.96,30.6,1,1.888812,efficientdet_lite3_detection_metadata_1,0.17499999999999982,1.711991,49.5,3.600803
4,41.96,0.0,2,1.712748,efficientdet_lite3_detection_metadata_1,0.0,1.711991,49.5,3.60156
5,41.96,30.8,2,1.712748,efficientdet_lite3_detection_metadata_1,0.0,1.709733,50.0,5.311293
6,41.96,0.0,3,1.710538,efficientdet_lite3_detection_metadata_1,0.0,1.709733,50.0,5.312098
7,41.96,31.7,3,1.710538,efficientdet_lite3_detection_metadata_1,0.0,1.710056,50.0,7.022154
8,41.96,0.0,4,1.710809,efficientdet_lite3_detection_metadata_1,0.0,1.710056,50.0,7.022907
9,41.96,31.6,4,1.710809,efficientdet_lite3_detection_metadata_1,0.0,1.7087,50.0,8.731607
10,41.96,0.0,5,1.709445,efficientdet_lite3_detection_metadata_1,0.0,1.7087,50.0,8.732352
11,41.96,32.8,5,1.709445,efficientdet_lite3_detection_metadata_1,0.0,1.710038,49.5,10.44239
12,37.7,0.0,6,1.711228,efficientdet_lite3_detection_metadata_1,0.0,1.710038,49.5,10.44358
13,37.7,29.3,6,1.711228,efficientdet_lite3_detection_metadata_1,0.0,1.699911,49.5,12.143491000000001
14,37.7,0.0,7,1.701131,efficientdet_lite3_detection_metadata_1,0.0,1.699911,49.5,12.144711000000001
15,37.7,30.6,7,1.701131,efficientdet_lite3_detection_metadata_1,0.0,1.702987,50.0,13.847698000000001
16,37.7,100.0,8,1.704195,efficientdet_lite3_detection_metadata_1,0.0,1.702987,50.0,13.848906000000001
17,37.7,31.4,8,1.704195,efficientdet_lite3_detection_metadata_1,0.0,1.707603,50.0,15.556509000000002
18,37.7,0.0,9,1.708824,efficientdet_lite3_detection_metadata_1,0.0,1.707603,50.0,15.557730000000001
19,37.7,31.5,9,1.708824,efficientdet_lite3_detection_metadata_1,0.0,1.706888,50.0,17.264618000000002
20,37.7,0.0,10,1.708101,efficientdet_lite3_detection_metadata_1,0.0,1.706888,50.0,17.265831000000002
21,37.7,31.7,10,1.708101,efficientdet_lite3_detection_metadata_1,0.0,1.712115,50.0,18.977946000000003
22,37.7,50.0,11,1.713314,efficientdet_lite3_detection_metadata_1,0.0,1.712115,50.0,18.979145000000003
23,37.7,32.0,11,1.713314,efficientdet_lite3_detection_metadata_1,0.0,1.711491,50.5,20.690636
24,37.7,0.0,12,1.712736,efficientdet_lite3_detection_metadata_1,0.0,1.711491,50.5,20.691881000000002
25,37.7,31.1,12,1.712736,efficientdet_lite3_detection_metadata_1,0.0,1.712681,50.5,22.404562000000002
26,37.7,0.0,13,1.71394,efficientdet_lite3_detection_metadata_1,0.0,1.712681,50.5,22.405821000000003
27,37.7,28.9,13,1.71394,efficientdet_lite3_detection_metadata_1,0.0,1.705995,50.0,24.111816000000005
28,37.7,0.0,14,1.707211,efficientdet_lite3_detection_metadata_1,0.0,1.705995,50.0,24.113032000000004
29,37.7,31.5,14,1.707211,efficientdet_lite3_detection_metadata_1,0.0,1.711892,49.5,25.824924000000003
30,37.7,0.0,15,1.713109,efficientdet_lite3_detection_metadata_1,0.0,1.711892,49.5,25.826141000000003
31,37.7,32.8,15,1.713109,efficientdet_lite3_detection_metadata_1,0.0,1.706113,50.0,27.532254000000002
32,37.7,0.0,16,1.707358,efficientdet_lite3_detection_metadata_1,0.0,1.706113,50.0,27.533499000000003
33,37.7,32.2,16,1.707358,efficientdet_lite3_detection_metadata_1,0.0,1.710173,50.0,29.243672000000004
34,37.7,0.0,17,1.711415,efficientdet_lite3_detection_metadata_1,0.0,1.710173,50.0,29.244914
35,37.7,32.3,17,1.711415,efficientdet_lite3_detection_metadata_1,0.0,1.709956,50.0,30.95487
36,37.7,0.0,18,1.711228,efficientdet_lite3_detection_metadata_1,0.0,1.709956,50.0,30.956142
37,37.7,31.7,18,1.711228,efficientdet_lite3_detection_metadata_1,0.0,1.705437,50.0,32.661579
38,37.7,0.0,19,1.706711,efficientdet_lite3_detection_metadata_1,0.0,1.705437,50.0,32.662853
39,37.7,31.6,19,1.706711,efficientdet_lite3_detection_metadata_1,0.0,1.736909,51.5,34.399761999999996
40,37.7,0.0,20,1.73815,efficientdet_lite3_detection_metadata_1,0.0,1.736909,51.5,34.401002999999996
41,37.7,29.5,20,1.73815,efficientdet_lite3_detection_metadata_1,0.0,1.704513,49.5,36.105515999999994
42,37.7,0.0,21,1.705714,efficientdet_lite3_detection_metadata_1,0.0,1.704513,49.5,36.106716999999996
43,37.7,30.6,21,1.705714,efficientdet_lite3_detection_metadata_1,0.0,1.707104,50.0,37.813821
44,37.7,0.0,22,1.708324,efficientdet_lite3_detection_metadata_1,0.0,1.707104,50.0,37.815040999999994
45,37.7,31.4,22,1.708324,efficientdet_lite3_detection_metadata_1,0.0,1.71169,50.0,39.52673099999999
46,37.7,0.0,23,1.712912,efficientdet_lite3_detection_metadata_1,0.0,1.71169,50.0,39.527953
47,37.7,31.8,23,1.712912,efficientdet_lite3_detection_metadata_1,0.0,1.709828,50.0,41.237781
48,37.7,0.0,24,1.711024,efficientdet_lite3_detection_metadata_1,0.0,1.709828,50.0,41.238977
49,37.7,31.9,24,1.711024,efficientdet_lite3_detection_metadata_1,0.0,1.708975,50.0,42.947952
50,37.7,0.0,25,1.710177,efficientdet_lite3_detection_metadata_1,0.0,1.708975,50.0,42.949154
51,37.7,31.6,25,1.710177,efficientdet_lite3_detection_metadata_1,0.0,1.704014,50.0,44.653168
52,37.7,0.0,26,1.705233,efficientdet_lite3_detection_metadata_1,0.0,1.704014,50.0,44.654387
53,37.7,31.2,26,1.705233,efficientdet_lite3_detection_metadata_1,0.0,1.72801,50.5,46.382397
54,37.7,0.0,27,1.729239,efficientdet_lite3_detection_metadata_1,0.0,1.72801,50.5,46.383626
55,37.7,29.6,27,1.729239,efficientdet_lite3_detection_metadata_1,0.0,1.709535,49.5,48.093161
56,37.7,0.0,28,1.710789,efficientdet_lite3_detection_metadata_1,0.0,1.709535,49.5,48.094415
57,37.7,30.6,28,1.710789,efficientdet_lite3_detection_metadata_1,0.0,1.706982,50.0,49.801396999999994
58,37.7,0.0,29,1.708182,efficientdet_lite3_detection_metadata_1,0.0,1.706982,50.0,49.80259699999999
59,37.7,31.5,29,1.708182,efficientdet_lite3_detection_metadata_1,0.0,1.711585,50.0,51.51418199999999
60,37.7,0.0,30,1.712801,efficientdet_lite3_detection_metadata_1,0.0,1.711585,50.0,51.51539799999999
61,37.7,31.8,30,1.712801,efficientdet_lite3_detection_metadata_1,0.0,1.706323,49.5,53.22172099999999
62,37.7,0.0,31,1.707537,efficientdet_lite3_detection_metadata_1,0.0,1.706323,49.5,53.22293499999999
63,37.7,32.0,31,1.707537,efficientdet_lite3_detection_metadata_1,0.0,1.708031,49.5,54.93096599999999
64,37.7,0.0,32,1.709259,efficientdet_lite3_detection_metadata_1,0.0,1.708031,49.5,54.932193999999996
65,37.7,32.3,32,1.709259,efficientdet_lite3_detection_metadata_1,0.0,1.710564,50.0,56.64275799999999
66,37.7,0.0,33,1.711774,efficientdet_lite3_detection_metadata_1,0.0,1.710564,50.0,56.643967999999994
67,37.7,31.9,33,1.711774,efficientdet_lite3_detection_metadata_1,0.0,1.732686,50.0,58.376653999999995
68,37.7,100.0,34,1.733924,efficientdet_lite3_detection_metadata_1,0.0,1.732686,50.0,58.377891999999996
69,37.7,29.6,34,1.733924,efficientdet_lite3_detection_metadata_1,0.0,1.711444,49.5,60.089335999999996
70,37.7,0.0,35,1.712687,efficientdet_lite3_detection_metadata_1,0.0,1.711444,49.5,60.090579
71,37.7,30.5,35,1.712687,efficientdet_lite3_detection_metadata_1,0.0,1.702595,50.0,61.793174
72,37.7,0.0,36,1.703806,efficientdet_lite3_detection_metadata_1,0.0,1.702595,50.0,61.794385
73,37.7,31.7,36,1.703806,efficientdet_lite3_detection_metadata_1,0.0,1.715969,50.0,63.510354
74,37.7,0.0,37,1.717168,efficientdet_lite3_detection_metadata_1,0.0,1.715969,50.0,63.51155299999999
75,37.7,31.8,37,1.717168,efficientdet_lite3_detection_metadata_1,0.0,1.710044,50.0,65.22159699999999
76,37.7,0.0,38,1.711263,efficientdet_lite3_detection_metadata_1,0.0,1.710044,50.0,65.222816
77,37.7,31.8,38,1.711263,efficientdet_lite3_detection_metadata_1,0.0,1.707572,50.0,66.930388
78,37.7,0.0,39,1.708828,efficientdet_lite3_detection_metadata_1,0.0,1.707572,50.0,66.93164399999999
79,37.7,31.6,39,1.708828,efficientdet_lite3_detection_metadata_1,0.0,1.708678,50.5,68.640322
80,37.7,0.0,40,1.709892,efficientdet_lite3_detection_metadata_1,0.0,1.708678,50.5,68.64153599999999
81,37.7,33.6,40,1.709892,efficientdet_lite3_detection_metadata_1,0.0,1.730699,50.5,70.37223499999999
82,37.7,0.0,41,1.731936,efficientdet_lite3_detection_metadata_1,0.0,1.730699,50.5,70.37347199999999
