,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,42.0,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.368909,42.0,4.6,1.368909,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.3696290000000002,42.0,0.0,1.368909,0.0,1.369629,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.7128300000000003,42.0,85.9,1.343201,0.0,1.369629,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.713549,42.0,0.0,1.343201,0.0,1.34392,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.071425,42.5,85.3,1.357876,0.0,1.34392,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.072143,42.5,0.0,1.357876,0.0,1.358594,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.416211,42.5,85.6,1.344068,0.0,1.358594,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.416973,42.5,100.0,1.344068,0.0,1.34483,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.771612999999999,43.5,85.4,1.35464,0.0,1.34483,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.772320000000001,43.5,50.0,1.35464,0.0,1.355347,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.129147,44.0,85.4,1.356827,0.0,1.355347,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.131492000000001,44.0,0.0,1.356827,0.0,1.359172,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.478591000000002,44.5,85.9,1.347099,0.0,1.359172,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.480984000000001,44.5,50.0,1.347099,0.0,1.349492,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.82417,44.5,85.9,1.343186,0.0,1.349492,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.826473000000002,44.5,0.0,1.343186,0.0,1.345489,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.176977,44.0,85.6,1.350504,0.0,1.345489,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.179342000000002,44.0,0.0,1.350504,0.0,1.352869,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.524604000000002,44.0,85.9,1.345262,0.0,1.352869,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.527016000000001,44.0,0.0,1.345262,0.0,1.347674,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.880390000000002,44.0,85.4,1.353374,0.0,1.347674,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.882768,44.0,0.0,1.353374,0.0,1.355752,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.23835,44.5,85.5,1.355582,0.0,1.355752,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.240738,44.5,0.0,1.355582,0.0,1.35797,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.581866,44.5,86.0,1.341128,0.0,1.35797,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.584294,44.5,0.0,1.341128,0.0,1.343556,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,18.928482,44.5,85.8,1.344188,0.0,1.343556,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,18.930807,44.5,0.0,1.344188,0.0,1.346513,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,20.274877,44.5,85.9,1.34407,0.0,1.346513,efficientdet_lite4_detection_metadata_2,0.4196,NA
