,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,79.854,79.8,0.0,0.0,0,0.0,InceptionV2SSD,0.739
1,0,1.83565,56.965,56.9,0.9,1.83565,0,0.0,InceptionV2FasterRCNN,0.739
2,1,1.8971409999999997,56.965,56.4,25.0,1.83565,0,1.897141,InceptionV2FasterRCNN,0.739
3,1,7.335222999999999,63.783,62.8,93.7,5.438082,0,1.897141,InceptionV2MaskRCNN,0.739
4,2,7.397629,62.809,61.8,25.0,5.438082,0,5.500488,InceptionV2MaskRCNN,0.739
5,2,37.53883,75.471,73.0,92.2,30.141201,0,5.500488,InceptionV2MaskRCNN,0.739
6,3,37.62056,73.036,72.5,28.1,30.141201,0,30.222931,InceptionV2MaskRCNN,0.739
7,3,66.81545299999999,80.341,79.8,93.3,29.194893,0,30.222931,MobileNetV2SSD,0.739
8,4,66.896333,79.854,78.4,23.3,29.194893,0,29.275773,MobileNetV2SSD,0.739
9,4,67.797899,79.367,78.4,74.9,0.901566,0,29.275773,InceptionV2MaskRCNN,0.739
10,5,67.879425,78.393,76.9,25.0,0.901566,0,0.983092,InceptionV2MaskRCNN,0.739
11,5,99.197348,82.289,80.8,93.1,31.317923,0,0.983092,MobileNetV2SSD,0.739
12,6,99.29844499999999,80.828,80.3,25.0,31.317923,0,31.41902,MobileNetV2SSD,0.739
13,6,100.16231699999999,81.802,79.8,79.8,0.863872,0,31.41902,MobileNetV2SSD,0.739
14,7,100.24440099999998,79.854,79.8,25.0,0.863872,0,0.945956,MobileNetV2SSD,0.739
15,7,101.07125899999998,80.828,80.3,80.1,0.826858,0,0.945956,MobileNetV2SSD,0.739
16,8,101.15396699999998,80.341,78.4,25.0,0.826858,0,0.909566,MobileNetV2SSD,0.739
17,8,101.94763099999999,81.802,79.3,79.8,0.793664,0,0.909566,MobileNetV2SSD,0.739
18,9,102.02811399999997,79.367,78.8,25.0,0.793664,0,0.874147,MobileNetV2SSD,0.739
19,9,102.89222799999997,80.341,78.8,79.8,0.864114,0,0.874147,MobileNetV2SSD,0.739
20,10,102.97432099999997,78.88,78.8,25.0,0.864114,0,0.946207,MobileNetV2SSD,0.739
21,10,103.76876899999998,80.828,79.3,80.1,0.794448,0,0.946207,MobileNetV2SSD,0.739
22,11,103.84968499999998,79.367,79.3,27.3,0.794448,0,0.875364,MobileNetV2SSD,0.739
23,11,104.63543599999998,79.854,79.8,80.1,0.785751,0,0.875364,InceptionV2MaskRCNN,0.739
24,12,104.71709399999997,79.854,78.8,25.8,0.785751,0,0.867409,InceptionV2MaskRCNN,0.739
25,12,139.64736399999998,83.263,81.3,94.0,34.93027,0,0.867409,MobileNetV2SSD,0.739
26,13,139.768241,81.315,80.3,27.3,34.93027,0,35.051147,MobileNetV2SSD,0.739
27,13,140.88087299999998,82.289,80.3,89.4,1.112632,0,35.051147,MobileNetV2SSD,0.739
28,14,140.976731,80.341,80.3,53.8,1.112632,0,1.20849,MobileNetV2SSD,0.739
29,14,141.899699,81.315,81.8,79.9,0.922968,0,1.20849,MobileNetV2SSD,0.739
30,15,141.985049,80.828,81.3,28.6,0.922968,0,1.008318,MobileNetV2SSD,0.739
