,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,58.913,58.9,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.517529,54.043,54.0,1.9,1.517529,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.57114,54.043,54.0,28.6,1.517529,0.0,1.57114,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.921061,57.452,56.9,84.8,1.349921,0.0,1.57114,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.9749869999999996,56.965,56.9,23.8,1.349921,0.0,1.403847,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.327935,57.939,57.4,84.8,1.352948,0.0,1.403847,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.381660999999999,56.965,57.9,27.3,1.352948,0.0,1.406674,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.7395119999999995,59.4,59.4,84.8,1.357851,0.0,1.406674,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.7934779999999995,59.4,59.4,27.3,1.357851,0.0,1.411817,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,7.146596,60.374,60.3,84.7,1.353118,0.0,1.411817,efficientdet_lite3_detection_metadata_1,0.4196,NA
10,5,7.200600999999999,60.374,60.8,23.8,1.353118,0.7519594000000001,1.407123,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
11,5,7.809475999999999,60.861,60.8,79.8,0.608875,0.7519594000000001,1.407123,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
12,6,8.615839,57.939,58.9,2.5,0.608875,0.7519594000000001,1.415238,efficientdet_lite3_detection_metadata_1,0.40256,NA
13,6,9.250162,59.4,59.4,78.5,0.634323,0.7519594000000001,1.415238,efficientdet_lite4_detection_metadata_2,0.40256,NA
14,7,10.0567,58.913,58.4,1.6,0.634323,0.0,1.440861,efficientdet_lite4_detection_metadata_2,0.40256,NA
15,7,11.995204999999999,59.887,60.3,85.8,1.938505,0.0,1.440861,efficientdet_lite4_detection_metadata_2,0.40256,NA
16,8,12.052826,60.374,60.3,41.7,1.938505,0.0,1.996126,efficientdet_lite4_detection_metadata_2,0.40256,NA
17,8,13.409558,61.835,61.3,84.7,1.356732,0.0,1.996126,efficientdet_lite3_detection_metadata_1,0.40256,NA
18,9,13.463618,61.348,60.3,31.8,1.356732,0.7519594000000001,1.410792,efficientdet_lite3_detection_metadata_1,0.39404,NA
19,9,14.067783,62.809,61.3,79.4,0.604165,0.7519594000000001,1.410792,efficientdet_lite3_detection_metadata_1,0.39404,NA
20,10,14.874048,60.374,60.3,1.9,0.604165,0.7519594000000001,1.41043,efficientdet_lite3_detection_metadata_1,0.39404,NA
21,10,15.477899,61.348,61.3,79.4,0.603851,0.7519594000000001,1.41043,efficientdet_lite3_detection_metadata_1,0.39404,NA
