,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,51.608,51.1,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.442598,54.043,54.5,10.0,1.442598,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.5219829999999999,53.069,53.5,39.5,1.442598,0.0,1.521983,efficientdet_lite4_detection_metadata_2,0.4196,3
3,1,2.886393,56.478,56.0,84.5,1.36441,0.0,1.521983,efficientdet_lite4_detection_metadata_2,0.4196,3
4,2,2.95971,56.478,55.5,38.2,1.36441,0.0,1.437727,efficientdet_lite4_detection_metadata_2,0.4196,5
5,2,4.327028,57.452,57.9,84.6,1.367318,0.0,1.437727,efficientdet_lite4_detection_metadata_2,0.4196,5
6,3,4.4017550000000005,57.939,57.4,36.4,1.367318,0.0,1.442045,efficientdet_lite4_detection_metadata_2,0.4196,6
7,3,5.768204000000001,58.913,58.4,84.5,1.366449,0.0,1.442045,efficientdet_lite4_detection_metadata_2,0.4196,6
8,4,5.845341,57.452,57.9,36.1,1.366449,0.0,1.443586,efficientdet_lite4_detection_metadata_2,0.4196,5
9,4,7.200861000000001,59.4,58.9,85.0,1.35552,0.0,1.443586,efficientdet_lite3_detection_metadata_1,0.4196,5
10,5,7.279458,58.913,58.9,32.4,1.35552,0.7303141999999999,1.434117,efficientdet_lite3_detection_metadata_1,0.4196,4
11,5,7.90222,59.4,59.4,78.0,0.622762,0.7303141999999999,1.434117,efficientdet_lite3_detection_metadata_1,0.4196,4
12,6,8.710113999999999,57.939,57.9,3.7,0.622762,0.7303141999999999,1.430656,efficientdet_lite3_detection_metadata_1,0.4196,3
13,6,9.313977999999999,57.939,59.4,79.2,0.603864,0.7303141999999999,1.430656,efficientdet_lite3_detection_metadata_1,0.4196,3
14,7,10.125191,57.452,56.9,3.1,0.603864,0.7303141999999999,1.415077,efficientdet_lite3_detection_metadata_1,0.40256,3
15,7,10.735118,58.426,57.9,78.5,0.609927,0.7303141999999999,1.415077,efficientdet_lite3_detection_metadata_1,0.40256,3
16,8,11.539347999999999,57.452,56.9,3.4,0.609927,0.7303141999999999,1.414157,efficientdet_lite3_detection_metadata_1,0.39404,3
17,8,12.146142999999999,57.939,59.4,79.2,0.606795,0.7303141999999999,1.414157,efficientdet_lite3_detection_metadata_1,0.39404,3
18,9,12.949345,56.965,56.9,3.4,0.606795,0.7303141999999999,1.409997,efficientdet_lite3_detection_metadata_1,0.38552,3
19,9,13.552370999999999,58.426,57.4,79.5,0.603026,0.7303141999999999,1.409997,efficientdet_lite3_detection_metadata_1,0.38552,3
20,10,14.355806,56.965,56.4,3.4,0.603026,0.7303141999999999,1.406461,efficientdet_lite3_detection_metadata_1,0.377,3
21,10,14.993564,58.913,57.9,79.7,0.637758,0.7303141999999999,1.406461,efficientdet_lite3_detection_metadata_1,0.377,3
22,11,15.796746999999998,56.478,56.0,3.4,0.637758,0.7303141999999999,1.440941,efficientdet_lite3_detection_metadata_1,0.377,3
23,11,16.404836,59.4,57.9,79.2,0.608089,0.7303141999999999,1.440941,efficientdet_lite3_detection_metadata_1,0.377,3
24,12,17.207546,56.478,57.4,3.4,0.608089,0.7303141999999999,1.410799,efficientdet_lite3_detection_metadata_1,0.377,3
25,12,17.816454,57.939,58.9,78.9,0.608908,0.7303141999999999,1.410799,efficientdet_lite3_detection_metadata_1,0.377,3
26,13,18.62244,57.452,56.9,3.1,0.608908,0.7303141999999999,1.414894,efficientdet_lite3_detection_metadata_1,0.377,3
27,13,19.225839,59.4,58.4,79.6,0.603399,0.7303141999999999,1.414894,efficientdet_lite3_detection_metadata_1,0.377,3
28,14,20.032466,56.965,56.4,4.7,0.603399,0.7303141999999999,1.410026,efficientdet_lite3_detection_metadata_1,0.377,3
29,14,20.629970999999998,58.426,58.9,80.2,0.597505,0.7303141999999999,1.410026,efficientdet_lite3_detection_metadata_1,0.377,3
30,15,21.437916,55.991,57.4,3.1,0.597505,0.7303141999999999,1.40545,efficientdet_lite3_detection_metadata_1,0.377,3
31,15,22.046207000000003,58.426,58.4,79.2,0.608291,0.7303141999999999,1.40545,efficientdet_lite3_detection_metadata_1,0.377,3
32,16,22.850786000000003,56.965,56.9,3.1,0.608291,0.7303141999999999,1.41287,efficientdet_lite3_detection_metadata_1,0.377,3
33,16,23.446356,58.913,58.4,80.1,0.59557,0.7303141999999999,1.41287,efficientdet_lite4_detection_metadata_2,0.377,3
34,17,24.248944,55.991,56.9,3.1,0.59557,0.0,1.398158,efficientdet_lite4_detection_metadata_2,0.377,5
35,17,25.652505,58.426,59.4,84.9,1.403561,0.0,1.398158,efficientdet_lite4_detection_metadata_2,0.377,5
