,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,41.96,0.0,0,0.0,efficientdet_lite3_detection_metadata_1,1.0,0.0,55.0,0.0
1,41.96,8.8,0,0.0,efficientdet_lite3_detection_metadata_1,1.0,0.679502,52.5,0.679502
2,41.96,7.3,1,1.306216,efficientdet_lite3_detection_metadata_1,0.625,0.679502,51.0,1.306216
3,41.96,83.7,1,1.306216,efficientdet_lite3_detection_metadata_1,0.625,0.702899,54.0,2.009115
4,41.96,9.0,2,1.179366,efficientdet_lite3_detection_metadata_1,0.475,0.702899,51.0,2.485582
5,41.96,83.8,2,1.179366,efficientdet_lite3_detection_metadata_1,0.475,0.726989,53.5,3.212571
6,41.96,4.9,3,0.978322,efficientdet_lite3_detection_metadata_1,0.24999999999999994,0.726989,51.0,3.463904
7,41.96,83.7,3,0.978322,efficientdet_lite3_detection_metadata_1,0.24999999999999994,0.696543,51.5,4.160447
8,41.96,0.0,4,0.697309,efficientdet_lite3_detection_metadata_1,0.0,0.696543,51.5,4.161212999999999
9,41.96,84.4,4,0.697309,efficientdet_lite3_detection_metadata_1,0.0,0.680493,51.5,4.841705999999999
10,41.96,0.0,5,0.681275,efficientdet_lite3_detection_metadata_1,0.0,0.680493,51.5,4.8424879999999995
11,41.96,84.7,5,0.681275,efficientdet_lite3_detection_metadata_1,0.0,0.735642,52.0,5.57813
12,37.7,0.0,6,0.736865,efficientdet_lite3_detection_metadata_1,0.0,0.735642,52.0,5.579352999999999
13,37.7,83.3,6,0.736865,efficientdet_lite3_detection_metadata_1,0.0,0.719356,52.0,6.298709
14,37.7,0.0,7,0.720588,efficientdet_lite3_detection_metadata_1,0.0,0.719356,52.0,6.299941
15,37.7,84.6,7,0.720588,efficientdet_lite3_detection_metadata_1,0.0,0.696219,54.0,6.99616
16,37.7,0.0,8,0.697449,efficientdet_lite3_detection_metadata_1,0.0,0.696219,54.0,6.997389999999999
17,37.7,84.3,8,0.697449,efficientdet_lite3_detection_metadata_1,0.0,0.702729,54.0,7.700118999999999
18,37.7,0.0,9,0.70396,efficientdet_lite3_detection_metadata_1,0.0,0.702729,54.0,7.70135
19,37.7,82.7,9,0.70396,efficientdet_lite3_detection_metadata_1,0.0,0.682198,52.0,8.383548
20,37.7,0.0,10,0.683427,efficientdet_lite3_detection_metadata_1,0.0,0.682198,52.0,8.384777
21,37.7,84.4,10,0.683427,efficientdet_lite3_detection_metadata_1,0.0,0.695449,53.5,9.080226
22,37.7,0.0,11,0.696686,efficientdet_lite3_detection_metadata_1,0.0,0.695449,53.0,9.081463
23,37.7,84.3,11,0.696686,efficientdet_lite3_detection_metadata_1,0.0,0.713946,52.0,9.795409
24,37.7,0.0,12,0.715174,efficientdet_lite3_detection_metadata_1,0.0,0.713946,52.0,9.796636999999999
25,37.7,85.3,12,0.715174,efficientdet_lite3_detection_metadata_1,0.0,0.702965,52.0,10.499602
26,37.7,0.0,13,0.704181,efficientdet_lite3_detection_metadata_1,0.0,0.702965,52.0,10.500817999999999
27,37.7,84.2,13,0.704181,efficientdet_lite3_detection_metadata_1,0.0,0.69855,52.0,11.199368
28,37.7,0.0,14,0.699825,efficientdet_lite3_detection_metadata_1,0.0,0.69855,52.0,11.200643
29,37.7,84.3,14,0.699825,efficientdet_lite3_detection_metadata_1,0.0,0.692481,52.5,11.893124
30,37.7,0.0,15,0.693716,efficientdet_lite3_detection_metadata_1,0.0,0.692481,52.5,11.894359
31,37.7,85.1,15,0.693716,efficientdet_lite3_detection_metadata_1,0.0,0.708452,52.0,12.602810999999999
32,37.7,100.0,16,0.709741,efficientdet_lite3_detection_metadata_1,0.0,0.708452,52.0,12.604099999999999
33,37.7,84.2,16,0.709741,efficientdet_lite3_detection_metadata_1,0.0,0.719725,52.0,13.323825
34,37.7,0.0,17,0.720951,efficientdet_lite3_detection_metadata_1,0.0,0.719725,52.0,13.325050999999998
35,37.7,84.0,17,0.720951,efficientdet_lite3_detection_metadata_1,0.0,0.697434,54.5,14.022484999999998
36,37.7,0.0,18,0.698668,efficientdet_lite3_detection_metadata_1,0.0,0.697434,54.5,14.023718999999998
37,37.7,84.2,18,0.698668,efficientdet_lite3_detection_metadata_1,0.0,0.696992,54.5,14.720710999999998
38,37.7,100.0,19,0.698282,efficientdet_lite3_detection_metadata_1,0.0,0.696992,54.5,14.722000999999999
39,37.7,82.3,19,0.698282,efficientdet_lite3_detection_metadata_1,0.0,0.679017,54.0,15.401017999999999
40,37.7,0.0,20,0.680279,efficientdet_lite3_detection_metadata_1,0.0,0.679017,54.0,15.40228
41,37.7,83.9,20,0.680279,efficientdet_lite3_detection_metadata_1,0.0,0.694557,53.5,16.096837
42,37.7,0.0,21,0.69579,efficientdet_lite3_detection_metadata_1,0.0,0.694557,53.5,16.09807
43,37.7,84.6,21,0.69579,efficientdet_lite3_detection_metadata_1,0.0,0.722837,53.0,16.820907
44,37.7,0.0,22,0.724074,efficientdet_lite3_detection_metadata_1,0.0,0.722837,53.0,16.822144
45,37.7,83.8,22,0.724074,efficientdet_lite3_detection_metadata_1,0.0,0.708247,52.5,17.530391
46,37.7,50.0,23,0.709553,efficientdet_lite3_detection_metadata_1,0.0,0.708247,52.5,17.531697
47,37.7,85.0,23,0.709553,efficientdet_lite3_detection_metadata_1,0.0,0.706576,53.0,18.238273
48,37.7,100.0,24,0.707867,efficientdet_lite3_detection_metadata_1,0.0,0.706576,53.0,18.239564
49,37.7,84.3,24,0.707867,efficientdet_lite3_detection_metadata_1,0.0,0.693941,53.0,18.933505
50,37.7,0.0,25,0.695232,efficientdet_lite3_detection_metadata_1,0.0,0.693941,53.0,18.934796000000002
51,37.7,84.4,25,0.695232,efficientdet_lite3_detection_metadata_1,0.0,0.655446,54.5,19.590242000000003
52,37.7,0.0,26,0.656679,efficientdet_lite3_detection_metadata_1,0.0,0.655446,54.5,19.591475000000003
53,37.7,82.8,26,0.656679,efficientdet_lite3_detection_metadata_1,0.0,0.70418,54.0,20.295655000000004
54,37.7,0.0,27,0.705417,efficientdet_lite3_detection_metadata_1,0.0,0.70418,54.0,20.296892000000003
55,37.7,84.4,27,0.705417,efficientdet_lite3_detection_metadata_1,0.0,0.710233,55.0,21.007125000000002
56,37.7,0.0,28,0.711621,efficientdet_lite3_detection_metadata_1,0.0,0.710233,55.0,21.008513000000004
57,37.7,84.8,28,0.711621,efficientdet_lite3_detection_metadata_1,0.0,0.707111,53.0,21.715624000000005
58,37.7,0.0,29,0.708365,efficientdet_lite3_detection_metadata_1,0.0,0.707111,53.0,21.716878000000005
59,37.7,84.8,29,0.708365,efficientdet_lite3_detection_metadata_1,0.0,0.697905,52.5,22.414783000000003
60,37.7,0.0,30,0.699192,efficientdet_lite3_detection_metadata_1,0.0,0.697905,52.5,22.416070000000005
61,37.7,84.8,30,0.699192,efficientdet_lite3_detection_metadata_1,0.0,0.68171,53.5,23.097780000000004
62,37.7,100.0,31,0.683015,efficientdet_lite3_detection_metadata_1,0.0,0.68171,53.5,23.099085000000006
63,37.7,85.9,31,0.683015,efficientdet_lite3_detection_metadata_1,0.0,0.708445,52.5,23.807530000000007
64,37.7,0.0,32,0.709673,efficientdet_lite3_detection_metadata_1,0.0,0.708445,52.5,23.808758000000005
65,37.7,86.1,32,0.709673,efficientdet_lite3_detection_metadata_1,0.0,0.729022,53.0,24.537780000000005
66,37.7,0.0,33,0.730313,efficientdet_lite3_detection_metadata_1,0.0,0.729022,53.0,24.539071000000003
