,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,43.5,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.35886,43.5,4.5,1.35886,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.359579,43.5,0.0,1.35886,0.0,1.359579,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.706979,43.5,85.8,1.3474,0.0,1.359579,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.707697,43.5,0.0,1.3474,0.0,1.348118,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.064925000000001,44.0,85.3,1.357228,0.0,1.348118,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.065642,44.0,0.0,1.357228,0.0,1.357945,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.415360000000001,44.0,85.6,1.349718,0.0,1.357945,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.416073,44.0,100.0,1.349718,0.0,1.350431,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.772484,44.0,85.4,1.356411,0.0,1.350431,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.773194,44.0,0.0,1.356411,0.0,1.357121,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.119551,44.0,85.8,1.346357,0.0,1.357121,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.12187,44.0,0.0,1.346357,0.0,1.348676,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.473352,44.0,85.5,1.351482,0.0,1.348676,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.475735,44.0,0.0,1.351482,0.0,1.353865,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.821538,44.0,85.8,1.345803,0.0,1.353865,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.823897,44.0,50.0,1.345803,0.0,1.348162,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.170444,44.5,85.9,1.346547,0.0,1.348162,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.172759000000001,44.5,0.0,1.346547,0.0,1.348862,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.523203,44.0,85.8,1.350444,0.0,1.348862,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.525597000000001,44.5,0.0,1.350444,0.0,1.352838,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.879432000000001,44.5,85.5,1.353835,0.0,1.352838,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.881807000000002,44.5,0.0,1.353835,0.0,1.35621,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.246944000000003,44.5,85.1,1.365137,0.0,1.35621,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.249311000000002,44.5,0.0,1.365137,0.0,1.367504,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.599727,44.5,85.8,1.350416,0.0,1.367504,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.602024000000004,44.5,0.0,1.350416,0.0,1.352713,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,18.948894000000003,44.5,85.8,1.34687,0.0,1.352713,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,18.951279000000003,44.5,100.0,1.34687,0.0,1.349255,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,20.302966000000005,44.5,85.6,1.351687,0.0,1.349255,efficientdet_lite4_detection_metadata_2,0.4196,NA
30,15,20.305293000000006,44.5,0.0,1.351687,0.0,1.354014,efficientdet_lite4_detection_metadata_2,0.4196,NA
31,15,21.655643000000005,44.5,85.9,1.35035,0.0,1.354014,efficientdet_lite4_detection_metadata_2,0.4196,NA
32,16,21.658000000000005,44.5,0.0,1.35035,0.0,1.352707,efficientdet_lite4_detection_metadata_2,0.4196,NA
33,16,23.010062000000005,45.0,85.6,1.352062,0.0,1.352707,efficientdet_lite4_detection_metadata_2,0.4196,NA
34,17,23.012362000000007,45.0,0.0,1.352062,0.0,1.354362,efficientdet_lite4_detection_metadata_2,0.4196,NA
35,17,24.360819000000006,44.5,85.7,1.348457,0.0,1.354362,efficientdet_lite4_detection_metadata_2,0.4196,NA
36,18,24.363144000000005,44.5,0.0,1.348457,0.0,1.350782,efficientdet_lite4_detection_metadata_2,0.4196,NA
37,18,25.714484000000006,44.5,85.7,1.35134,0.0,1.350782,efficientdet_lite4_detection_metadata_2,0.4196,NA
38,19,25.716855000000006,44.5,50.0,1.35134,0.0,1.353711,efficientdet_lite4_detection_metadata_2,0.4196,NA
39,19,27.074931000000007,45.0,85.3,1.358076,0.0,1.353711,efficientdet_lite4_detection_metadata_2,0.4196,NA
40,20,27.077305000000006,45.0,0.0,1.358076,0.0,1.36045,efficientdet_lite4_detection_metadata_2,0.4196,NA
41,20,28.425879000000005,45.0,85.6,1.348574,0.0,1.36045,efficientdet_lite4_detection_metadata_2,0.4196,NA
42,21,28.428255000000007,45.0,0.0,1.348574,0.0,1.35095,efficientdet_lite4_detection_metadata_2,0.4196,NA
43,21,29.785882000000008,45.0,85.7,1.357627,0.0,1.35095,efficientdet_lite4_detection_metadata_2,0.4196,NA
44,22,29.78823600000001,45.0,50.0,1.357627,0.0,1.359981,efficientdet_lite4_detection_metadata_2,0.4196,NA
45,22,31.13878900000001,45.5,85.5,1.350553,0.0,1.359981,efficientdet_lite4_detection_metadata_2,0.4196,NA
46,23,31.141102000000007,45.5,0.0,1.350553,0.0,1.352866,efficientdet_lite4_detection_metadata_2,0.4196,NA
47,23,32.498782000000006,45.0,85.5,1.35768,0.0,1.352866,efficientdet_lite4_detection_metadata_2,0.4196,NA
48,24,32.501091,45.0,0.0,1.35768,0.0,1.359989,efficientdet_lite4_detection_metadata_2,0.4196,NA
49,24,33.848510000000005,45.5,85.7,1.347419,0.0,1.359989,efficientdet_lite4_detection_metadata_2,0.4196,NA
50,25,33.85087,45.5,0.0,1.347419,0.0,1.349779,efficientdet_lite4_detection_metadata_2,0.4196,NA
51,25,35.195901,45.5,85.9,1.345031,0.0,1.349779,efficientdet_lite4_detection_metadata_2,0.4196,NA
52,26,35.198283,45.5,50.0,1.345031,0.0,1.347413,efficientdet_lite4_detection_metadata_2,0.4196,NA
53,26,36.560767000000006,45.5,85.3,1.362484,0.0,1.347413,efficientdet_lite4_detection_metadata_2,0.4196,NA
54,27,36.563067000000004,45.5,0.0,1.362484,0.0,1.364784,efficientdet_lite4_detection_metadata_2,0.4196,NA
55,27,37.909968000000006,46.0,85.6,1.346901,0.0,1.364784,efficientdet_lite4_detection_metadata_2,0.4196,NA
56,28,37.912352000000006,46.0,50.0,1.346901,0.0,1.349285,efficientdet_lite4_detection_metadata_2,0.4196,NA
57,28,39.26086900000001,45.5,85.7,1.348517,0.0,1.349285,efficientdet_lite4_detection_metadata_2,0.4196,NA
58,29,39.263229,45.5,100.0,1.348517,0.0,1.350877,efficientdet_lite4_detection_metadata_2,0.4196,NA
59,29,40.614011000000005,46.0,85.6,1.350782,0.0,1.350877,efficientdet_lite4_detection_metadata_2,0.4196,NA
60,30,40.616355000000006,46.0,0.0,1.350782,0.0,1.353126,efficientdet_lite4_detection_metadata_2,0.4196,NA
61,30,41.96559200000001,46.0,85.7,1.349237,0.0,1.353126,efficientdet_lite4_detection_metadata_2,0.4196,NA
62,31,41.967940000000006,46.0,0.0,1.349237,0.0,1.351585,efficientdet_lite4_detection_metadata_2,0.4196,NA
63,31,43.32872700000001,46.0,85.3,1.360787,0.0,1.351585,efficientdet_lite4_detection_metadata_2,0.4196,NA
64,32,43.331098000000004,46.0,0.0,1.360787,0.0,1.363158,efficientdet_lite4_detection_metadata_2,0.4196,NA
65,32,44.680539,46.0,85.7,1.349441,0.0,1.363158,efficientdet_lite4_detection_metadata_2,0.4196,NA
66,33,44.682871000000006,46.0,0.0,1.349441,0.0,1.351773,efficientdet_lite4_detection_metadata_2,0.4196,NA
67,33,46.03438200000001,46.0,85.6,1.351511,0.0,1.351773,efficientdet_lite4_detection_metadata_2,0.4196,NA
68,34,46.036770000000004,46.0,100.0,1.351511,0.0,1.353899,efficientdet_lite4_detection_metadata_2,0.4196,NA
69,34,47.38905200000001,46.5,85.5,1.352282,0.0,1.353899,efficientdet_lite4_detection_metadata_2,0.4196,NA
70,35,47.39136500000001,46.5,50.0,1.352282,0.0,1.354595,efficientdet_lite4_detection_metadata_2,0.4196,NA
71,35,48.754965000000006,44.5,85.8,1.3636,0.0,1.354595,efficientdet_lite4_detection_metadata_2,0.4196,NA
72,36,48.75731300000001,44.5,0.0,1.3636,0.0,1.365948,efficientdet_lite4_detection_metadata_2,0.4196,NA
73,36,50.11113000000001,44.5,85.4,1.353817,0.0,1.365948,efficientdet_lite4_detection_metadata_2,0.4196,NA
74,37,50.11345600000001,44.5,0.0,1.353817,0.0,1.356143,efficientdet_lite4_detection_metadata_2,0.4196,NA
75,37,51.48234100000001,45.5,85.4,1.368885,0.0,1.356143,efficientdet_lite4_detection_metadata_2,0.4196,NA
76,38,51.48461000000001,45.5,0.0,1.368885,0.0,1.371154,efficientdet_lite4_detection_metadata_2,0.4196,NA
77,38,52.83102600000001,45.5,85.9,1.346416,0.0,1.371154,efficientdet_lite4_detection_metadata_2,0.4196,NA
78,39,52.83334300000001,45.5,50.0,1.346416,0.0,1.348733,efficientdet_lite4_detection_metadata_2,0.4196,NA
79,39,54.179338000000016,45.0,86.0,1.345995,0.0,1.348733,efficientdet_lite4_detection_metadata_2,0.4196,NA
80,40,54.18173800000001,45.0,0.0,1.345995,0.0,1.348395,efficientdet_lite4_detection_metadata_2,0.4196,NA
81,40,55.54037700000001,45.5,85.7,1.358639,0.0,1.348395,efficientdet_lite4_detection_metadata_2,0.4196,NA
82,41,55.54268000000001,45.0,0.0,1.358639,0.0,1.360942,efficientdet_lite4_detection_metadata_2,0.4196,NA
83,41,56.90353600000001,45.5,85.2,1.360856,0.0,1.360942,efficientdet_lite4_detection_metadata_2,0.4196,NA
84,42,56.905873000000014,45.5,0.0,1.360856,0.0,1.363193,efficientdet_lite4_detection_metadata_2,0.4196,NA
85,42,58.25369700000002,45.5,85.7,1.347824,0.0,1.363193,efficientdet_lite4_detection_metadata_2,0.4196,NA
86,43,58.256084000000016,45.5,100.0,1.347824,0.0,1.350211,efficientdet_lite4_detection_metadata_2,0.4196,NA
87,43,59.60625200000001,45.5,85.8,1.350168,0.0,1.350211,efficientdet_lite4_detection_metadata_2,0.4196,NA
88,44,59.60863400000001,45.5,50.0,1.350168,0.0,1.35255,efficientdet_lite4_detection_metadata_2,0.4196,NA
89,44,60.95589600000001,45.5,85.9,1.347262,0.0,1.35255,efficientdet_lite4_detection_metadata_2,0.4196,NA
90,45,60.95827700000001,45.5,0.0,1.347262,0.0,1.349643,efficientdet_lite4_detection_metadata_2,0.4196,NA
91,45,62.31791600000001,45.5,85.3,1.359639,0.0,1.349643,efficientdet_lite4_detection_metadata_2,0.4196,NA
92,46,62.32021900000001,45.5,0.0,1.359639,0.0,1.361942,efficientdet_lite4_detection_metadata_2,0.4196,NA
93,46,63.671546000000006,45.5,85.4,1.351327,0.0,1.361942,efficientdet_lite4_detection_metadata_2,0.4196,NA
94,47,63.673918000000015,45.5,0.0,1.351327,0.0,1.353699,efficientdet_lite4_detection_metadata_2,0.4196,NA
95,47,65.01570700000002,46.0,86.0,1.341789,0.0,1.353699,efficientdet_lite4_detection_metadata_2,0.4196,NA
96,48,65.01806100000002,46.0,50.0,1.341789,0.0,1.344143,efficientdet_lite4_detection_metadata_2,0.4196,NA
97,48,66.37890000000002,46.0,85.3,1.360839,0.0,1.344143,efficientdet_lite4_detection_metadata_2,0.4196,NA
98,49,66.38129000000002,46.0,50.0,1.360839,0.0,1.363229,efficientdet_lite4_detection_metadata_2,0.4196,NA
99,49,67.73008200000002,45.5,85.7,1.348792,0.0,1.363229,efficientdet_lite4_detection_metadata_2,0.4196,NA
100,50,67.73244800000002,45.5,0.0,1.348792,0.0,1.351158,efficientdet_lite4_detection_metadata_2,0.4196,NA
101,50,69.07439300000001,45.5,85.8,1.341945,0.0,1.351158,efficientdet_lite4_detection_metadata_2,0.4196,NA
102,51,69.07677200000002,45.5,100.0,1.341945,0.0,1.344324,efficientdet_lite4_detection_metadata_2,0.4196,NA
103,51,70.42947200000002,46.0,85.6,1.3527,0.0,1.344324,efficientdet_lite4_detection_metadata_2,0.4196,NA
104,52,70.43186000000001,46.0,50.0,1.3527,0.0,1.355088,efficientdet_lite4_detection_metadata_2,0.4196,NA
105,52,71.79893800000002,46.0,85.0,1.367078,0.0,1.355088,efficientdet_lite4_detection_metadata_2,0.4196,NA
106,53,71.80124600000002,46.0,0.0,1.367078,0.0,1.369386,efficientdet_lite4_detection_metadata_2,0.4196,NA
107,53,73.14924500000002,46.0,85.5,1.347999,0.0,1.369386,efficientdet_lite4_detection_metadata_2,0.4196,NA
108,54,73.15158000000002,46.0,0.0,1.347999,0.0,1.350334,efficientdet_lite4_detection_metadata_2,0.4196,NA
109,54,74.50314900000002,46.0,85.6,1.351569,0.0,1.350334,efficientdet_lite4_detection_metadata_2,0.4196,NA
110,55,74.50554000000002,46.0,100.0,1.351569,0.0,1.35396,efficientdet_lite4_detection_metadata_2,0.4196,NA
111,55,75.85517000000003,46.0,85.6,1.34963,0.0,1.35396,efficientdet_lite4_detection_metadata_2,0.4196,NA
112,56,75.85753100000002,46.0,0.0,1.34963,0.0,1.351991,efficientdet_lite4_detection_metadata_2,0.4196,NA
113,56,77.20677900000003,46.5,85.7,1.349248,0.0,1.351991,efficientdet_lite4_detection_metadata_2,0.4196,NA
114,57,77.20915500000002,46.5,0.0,1.349248,0.0,1.351624,efficientdet_lite4_detection_metadata_2,0.4196,NA
115,57,78.56690000000002,46.5,85.7,1.357745,0.0,1.351624,efficientdet_lite4_detection_metadata_2,0.4196,NA
116,58,78.56924800000003,46.0,0.0,1.357745,0.0,1.360093,efficientdet_lite4_detection_metadata_2,0.4196,NA
117,58,79.91139200000003,46.5,85.8,1.342144,0.0,1.360093,efficientdet_lite4_detection_metadata_2,0.4196,NA
118,59,79.91371400000003,46.0,0.0,1.342144,0.0,1.344466,efficientdet_lite4_detection_metadata_2,0.4196,NA
119,59,81.28146400000003,46.0,84.9,1.36775,0.0,1.344466,efficientdet_lite4_detection_metadata_2,0.4196,NA
120,60,81.28382400000002,46.0,0.0,1.36775,0.0,1.37011,efficientdet_lite4_detection_metadata_2,0.4196,NA
121,60,82.63725500000002,46.5,85.6,1.353431,0.0,1.37011,efficientdet_lite4_detection_metadata_2,0.4196,NA
122,61,82.63961000000002,46.5,0.0,1.353431,0.0,1.355786,efficientdet_lite4_detection_metadata_2,0.4196,NA
123,61,83.99688000000002,47.0,85.4,1.35727,0.0,1.355786,efficientdet_lite4_detection_metadata_2,0.4196,NA
124,62,83.99921000000002,47.0,0.0,1.35727,0.0,1.3596,efficientdet_lite4_detection_metadata_2,0.4196,NA
125,62,85.34128900000002,46.5,85.9,1.342079,0.0,1.3596,efficientdet_lite4_detection_metadata_2,0.4196,NA
126,63,85.34393700000003,46.5,0.0,1.342079,0.0,1.344727,efficientdet_lite4_detection_metadata_2,0.4196,NA
127,63,86.68943000000003,47.0,86.1,1.345493,0.0,1.344727,efficientdet_lite4_detection_metadata_2,0.4196,NA
