,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,67.192,66.7,0.0,0.0,1.0,0.0,efficientdet_lite3_detection_metadata_1,41.96
1,0,1.740042,52.582,51.6,1.5,1.740042,1.0,0.0,efficientdet_lite3_detection_metadata_1,41.96
2,1,1.792692,51.608,53.0,25.0,1.740042,0.0,1.792692,efficientdet_lite3_detection_metadata_1,41.96
3,1,3.480403,53.069,54.0,28.6,1.687711,0.0,1.792692,efficientdet_lite3_detection_metadata_1,41.96
4,2,3.5332969999999992,54.043,54.0,27.3,1.687711,0.0,1.740605,efficientdet_lite3_detection_metadata_1,41.96
5,2,5.223812999999999,55.017,53.5,29.9,1.690516,0.0,1.740605,efficientdet_lite3_detection_metadata_1,41.96
6,3,5.276960999999999,53.556,55.0,25.0,1.690516,0.0,1.743664,efficientdet_lite3_detection_metadata_1,41.96
7,3,6.964478999999999,54.53,55.5,29.1,1.687518,0.0,1.743664,efficientdet_lite3_detection_metadata_1,41.96
8,4,7.017611999999999,55.504,54.5,28.6,1.687518,0.0,1.740651,efficientdet_lite3_detection_metadata_1,41.96
9,4,8.693959,55.504,55.0,29.3,1.676347,0.0,1.740651,efficientdet_lite3_detection_metadata_1,41.96
10,5,8.747217,55.017,55.5,27.3,1.676347,0.0,1.729605,efficientdet_lite3_detection_metadata_1,41.96
11,5,10.452407,55.504,56.0,28.5,1.70519,0.0,1.729605,efficientdet_lite3_detection_metadata_1,41.96
12,6,10.505909999999998,55.991,55.5,30.4,1.70519,0.0,1.758693,efficientdet_lite3_detection_metadata_1,37.7
13,6,12.191128999999998,56.965,56.4,28.0,1.685219,0.0,1.758693,efficientdet_lite3_detection_metadata_1,37.7
14,7,12.244439999999997,56.478,56.4,31.8,1.685219,0.0,1.73853,efficientdet_lite3_detection_metadata_1,37.7
15,7,13.931939999999997,56.965,56.0,28.6,1.6875,0.0,1.73853,efficientdet_lite3_detection_metadata_1,37.7
16,8,13.985205999999998,55.991,56.0,25.0,1.6875,0.0,1.740766,efficientdet_lite3_detection_metadata_1,37.7
17,8,15.672931999999998,55.504,56.4,28.0,1.687726,0.0,1.740766,efficientdet_lite3_detection_metadata_1,37.7
18,9,15.726403999999997,56.965,56.0,27.3,1.687726,0.0,1.741198,efficientdet_lite3_detection_metadata_1,37.7
19,9,17.418248,56.965,57.4,31.3,1.691844,0.0,1.741198,efficientdet_lite3_detection_metadata_1,37.7
20,10,17.485236999999998,57.452,56.4,43.5,1.691844,0.0,1.758833,efficientdet_lite3_detection_metadata_1,37.7
21,10,19.187490999999998,56.478,56.9,33.9,1.702254,0.0,1.758833,efficientdet_lite3_detection_metadata_1,37.7
22,11,19.254717999999997,56.965,56.4,23.8,1.702254,0.0,1.769481,efficientdet_lite3_detection_metadata_1,37.7
23,11,20.946082999999998,56.478,58.4,29.6,1.691365,0.0,1.769481,efficientdet_lite3_detection_metadata_1,37.7
24,12,20.999273999999996,58.426,57.4,27.3,1.691365,0.0,1.744556,efficientdet_lite3_detection_metadata_1,37.7
25,12,22.686941999999995,57.939,57.4,27.2,1.687668,0.0,1.744556,efficientdet_lite3_detection_metadata_1,37.7
26,13,22.740235999999996,57.452,57.4,25.0,1.687668,0.0,1.740962,efficientdet_lite3_detection_metadata_1,37.7
27,13,24.423827999999997,57.452,56.9,29.1,1.683592,0.0,1.740962,efficientdet_lite3_detection_metadata_1,37.7
28,14,24.477265999999997,56.965,57.4,25.0,1.683592,0.0,1.73703,efficientdet_lite3_detection_metadata_1,37.7
29,14,26.156027999999996,56.965,57.9,28.1,1.678762,0.0,1.73703,efficientdet_lite3_detection_metadata_1,37.7
30,15,26.209216999999995,57.939,57.4,25.0,1.678762,0.0,1.731951,efficientdet_lite3_detection_metadata_1,37.7
31,15,27.892157999999995,58.426,57.4,28.1,1.682941,0.0,1.731951,efficientdet_lite3_detection_metadata_1,37.7
32,16,27.945574999999995,57.452,58.4,27.3,1.682941,0.0,1.736358,efficientdet_lite3_detection_metadata_1,37.7
