,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,67.679,67.6,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196
1,0,1.580135,54.53,53.0,1.1,1.580135,0.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196
2,1,1.62964,53.069,53.5,26.3,1.580135,1.0049404,1.62964,efficientdet_lite2_detection_metadata_1,0.4196
3,1,1.983499,55.017,55.5,71.9,0.353859,1.0049404,1.62964,efficientdet_lite2_detection_metadata_1,0.4196
4,2,3.03843,53.556,52.5,1.4,0.353859,1.0049404,1.40879,efficientdet_lite2_detection_metadata_1,0.4196
5,2,3.388434,54.53,55.0,71.3,0.350004,1.0049404,1.40879,efficientdet_lite2_detection_metadata_1,0.4196
6,3,4.443536,53.069,53.5,1.4,0.350004,1.0049404,1.405106,efficientdet_lite2_detection_metadata_1,0.4196
7,3,4.786795,54.53,55.0,72.1,0.343259,1.0049404,1.405106,efficientdet_lite2_detection_metadata_1,0.4196
8,4,5.842339,53.069,53.5,2.3,0.343259,1.0049404,1.398803,efficientdet_lite2_detection_metadata_1,0.4196
9,4,6.187288,54.53,54.5,72.6,0.344949,1.0049404,1.398803,efficientdet_lite2_detection_metadata_1,0.4196
10,5,7.242349,54.043,53.5,1.4,0.344949,1.0049404,1.40001,efficientdet_lite2_detection_metadata_1,0.4196
11,5,7.59984,55.504,55.5,70.8,0.357491,1.0049404,1.40001,efficientdet_lite2_detection_metadata_1,0.4196
12,6,8.656658,54.043,53.5,3.8,0.357491,1.0049404,1.414309,efficientdet_lite2_detection_metadata_1,0.3397
13,6,9.004642,55.504,55.5,72.3,0.347984,1.0049404,1.414309,efficientdet_lite2_detection_metadata_1,0.3397
14,7,10.06108,54.043,54.0,1.4,0.347984,1.0049404,1.404422,efficientdet_lite2_detection_metadata_1,0.3397
15,7,10.401816,55.017,54.5,73.1,0.340736,1.0049404,1.404422,efficientdet_lite2_detection_metadata_1,0.3397
16,8,11.460443,54.043,53.5,2.1,0.340736,1.0049404,1.399363,efficientdet_lite2_detection_metadata_1,0.3397
17,8,11.827442999999999,55.991,55.5,72.9,0.367,1.0049404,1.399363,efficientdet_lite2_detection_metadata_1,0.3397
18,9,12.883920999999997,54.53,54.0,1.2,0.367,1.0049404,1.423478,efficientdet_lite2_detection_metadata_1,0.3397
19,9,13.229393999999997,55.504,56.0,72.4,0.345473,1.0049404,1.423478,efficientdet_lite2_detection_metadata_1,0.3397
20,10,14.285931999999997,55.017,53.0,1.0,0.345473,1.0049404,1.402011,efficientdet_lite2_detection_metadata_1,0.3397
21,10,14.638394999999997,55.017,56.4,71.8,0.352463,1.0049404,1.402011,efficientdet_lite2_detection_metadata_1,0.3397
22,11,15.694903999999998,55.504,55.5,1.2,0.352463,1.0049404,1.408972,efficientdet_lite2_detection_metadata_1,0.3397
23,11,16.042516,55.991,55.5,72.0,0.347612,1.0049404,1.408972,efficientdet_lite2_detection_metadata_1,0.3397
24,12,17.101325999999997,54.043,53.5,2.3,0.347612,1.0049404,1.406422,efficientdet_lite2_detection_metadata_1,0.3397
25,12,17.448905999999997,55.017,56.4,72.2,0.34758,1.0049404,1.406422,efficientdet_lite2_detection_metadata_1,0.3397
26,13,18.505379999999995,53.556,55.5,1.2,0.34758,1.0049404,1.404054,efficientdet_lite2_detection_metadata_1,0.3397
27,13,18.849479999999996,55.504,56.0,72.4,0.3441,1.0049404,1.404054,efficientdet_lite2_detection_metadata_1,0.3397
28,14,19.906168999999995,55.017,54.5,1.2,0.3441,1.0049404,1.400789,efficientdet_lite2_detection_metadata_1,0.3397
29,14,20.245994999999994,55.504,56.4,73.2,0.339826,1.0049404,1.400789,efficientdet_lite2_detection_metadata_1,0.3397
30,15,21.302760999999993,54.53,54.5,1.4,0.339826,1.0049404,1.396592,efficientdet_lite2_detection_metadata_1,0.3397
31,15,21.643845999999993,55.504,56.0,72.9,0.341085,1.0049404,1.396592,efficientdet_lite2_detection_metadata_1,0.3397
