,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,39.0,0.0,0.0,2.0,0.0,efficientdet_lite3_detection_metadata_1,0.4196,NA
1,0,0.589743,40.5,83.4,0.589743,2.0,0.0,efficientdet_lite3_detection_metadata_1,0.4196,NA
2,1,1.8675380000000001,39.0,2.2,0.589743,1.275,1.867538,efficientdet_lite3_detection_metadata_1,0.4196,NA
3,1,2.4585920000000003,40.0,82.8,0.591054,1.275,1.867538,efficientdet_lite3_detection_metadata_1,0.4196,NA
4,2,2.9855870000000007,39.5,2.4,0.591054,0.5249999999999999,1.118049,efficientdet_lite3_detection_metadata_1,0.4196,NA
5,2,3.5823670000000005,40.5,82.6,0.59678,0.5249999999999999,1.118049,efficientdet_lite3_detection_metadata_1,0.4196,NA
6,3,3.5830990000000007,40.5,0.0,0.59678,0.0,0.597512,efficientdet_lite3_detection_metadata_1,0.4196,NA
7,3,4.165172000000001,40.5,83.9,0.582073,0.0,0.597512,efficientdet_lite3_detection_metadata_1,0.4196,NA
8,4,4.165900000000001,40.5,0.0,0.582073,0.0,0.582801,efficientdet_lite3_detection_metadata_1,0.4196,NA
9,4,4.751762,41.0,83.6,0.585862,0.0,0.582801,efficientdet_lite3_detection_metadata_1,0.4196,NA
10,5,4.752491000000001,41.0,0.0,0.585862,0.0,0.586591,efficientdet_lite3_detection_metadata_1,0.4196,NA
11,5,5.332167000000001,41.5,84.3,0.579676,0.0,0.586591,efficientdet_lite3_detection_metadata_1,0.4196,NA
12,6,5.333089000000001,41.5,0.0,0.579676,0.0,0.580598,efficientdet_lite3_detection_metadata_1,0.377,NA
13,6,5.9110260000000014,41.5,84.0,0.577937,0.0,0.580598,efficientdet_lite3_detection_metadata_1,0.377,NA
14,7,5.911939000000001,41.5,0.0,0.577937,0.0,0.57885,efficientdet_lite3_detection_metadata_1,0.377,NA
15,7,6.486720000000001,41.0,84.3,0.574781,0.0,0.57885,efficientdet_lite3_detection_metadata_1,0.377,NA
16,8,6.487647000000001,41.0,0.0,0.574781,0.0,0.575708,efficientdet_lite3_detection_metadata_1,0.377,NA
17,8,7.067936000000001,41.5,84.2,0.580289,0.0,0.575708,efficientdet_lite3_detection_metadata_1,0.377,NA
18,9,7.068924000000001,41.5,0.0,0.580289,0.0,0.581277,efficientdet_lite3_detection_metadata_1,0.377,NA
19,9,7.649761000000001,41.5,83.8,0.580837,0.0,0.581277,efficientdet_lite3_detection_metadata_1,0.377,NA
20,10,7.650683000000002,41.5,0.0,0.580837,0.0,0.581759,efficientdet_lite3_detection_metadata_1,0.377,NA
21,10,8.234028000000002,41.5,83.5,0.583345,0.0,0.581759,efficientdet_lite3_detection_metadata_1,0.377,NA
22,11,8.234968000000002,41.5,0.0,0.583345,0.0,0.584285,efficientdet_lite3_detection_metadata_1,0.377,NA
23,11,8.818006000000002,41.0,83.9,0.583038,0.0,0.584285,efficientdet_lite3_detection_metadata_1,0.377,NA
24,12,8.818933000000001,41.0,0.0,0.583038,0.0,0.583965,efficientdet_lite3_detection_metadata_1,0.377,NA
25,12,9.397973,41.5,84.0,0.57904,0.0,0.583965,efficientdet_lite3_detection_metadata_1,0.377,NA
26,13,9.398949000000002,41.5,100.0,0.57904,0.0,0.580016,efficientdet_lite3_detection_metadata_1,0.377,NA
27,13,9.979366000000002,41.5,84.3,0.580417,0.0,0.580016,efficientdet_lite3_detection_metadata_1,0.377,NA
28,14,9.980300000000002,41.5,0.0,0.580417,0.0,0.581351,efficientdet_lite3_detection_metadata_1,0.377,NA
29,14,10.564266000000002,41.5,83.9,0.583966,0.0,0.581351,efficientdet_lite3_detection_metadata_1,0.377,NA
30,15,10.565193,41.5,0.0,0.583966,0.0,0.584893,efficientdet_lite3_detection_metadata_1,0.377,NA
31,15,11.144034000000001,41.5,84.1,0.578841,0.0,0.584893,efficientdet_lite3_detection_metadata_1,0.377,NA
32,16,11.144966,41.5,0.0,0.578841,0.0,0.579773,efficientdet_lite3_detection_metadata_1,0.377,NA
33,16,11.727756,42.0,83.9,0.58279,0.0,0.579773,efficientdet_lite3_detection_metadata_1,0.377,NA
34,17,11.728687,42.0,0.0,0.58279,0.0,0.583721,efficientdet_lite3_detection_metadata_1,0.377,NA
35,17,12.309648000000001,42.0,84.3,0.580961,0.0,0.583721,efficientdet_lite3_detection_metadata_1,0.377,NA
36,18,12.310571000000001,42.0,0.0,0.580961,0.0,0.581884,efficientdet_lite3_detection_metadata_1,0.377,NA
37,18,12.891531,42.0,83.8,0.58096,0.0,0.581884,efficientdet_lite3_detection_metadata_1,0.377,NA
38,19,12.892469000000002,42.0,0.0,0.58096,0.0,0.581898,efficientdet_lite3_detection_metadata_1,0.377,NA
39,19,13.480957000000002,41.5,83.7,0.588488,0.0,0.581898,efficientdet_lite3_detection_metadata_1,0.377,NA
40,20,13.481887000000002,41.5,0.0,0.588488,0.0,0.589418,efficientdet_lite3_detection_metadata_1,0.377,NA
41,20,14.063052000000003,41.5,84.1,0.581165,0.0,0.589418,efficientdet_lite3_detection_metadata_1,0.377,NA
42,21,14.064005000000002,41.5,0.0,0.581165,0.0,0.582118,efficientdet_lite3_detection_metadata_1,0.377,NA
43,21,14.645423000000001,42.0,84.3,0.581418,0.0,0.582118,efficientdet_lite3_detection_metadata_1,0.377,NA
44,22,14.646352000000002,42.0,0.0,0.581418,0.0,0.582347,efficientdet_lite3_detection_metadata_1,0.377,NA
45,22,15.230539000000002,42.0,83.9,0.584187,0.0,0.582347,efficientdet_lite3_detection_metadata_1,0.377,NA
46,23,15.231467000000002,42.0,0.0,0.584187,0.0,0.585115,efficientdet_lite3_detection_metadata_1,0.377,NA
47,23,15.813280000000002,42.0,83.8,0.581813,0.0,0.585115,efficientdet_lite3_detection_metadata_1,0.377,NA
48,24,15.814262000000003,42.0,0.0,0.581813,0.0,0.582795,efficientdet_lite3_detection_metadata_1,0.377,NA
49,24,16.39655,42.0,83.9,0.582288,0.0,0.582795,efficientdet_lite3_detection_metadata_1,0.377,NA
50,25,16.397584000000002,42.0,0.0,0.582288,0.0,0.583322,efficientdet_lite3_detection_metadata_1,0.377,NA
51,25,16.973783,42.0,83.8,0.576199,0.0,0.583322,efficientdet_lite3_detection_metadata_1,0.377,NA
52,26,16.974715000000003,42.0,0.0,0.576199,0.0,0.577131,efficientdet_lite3_detection_metadata_1,0.377,NA
53,26,17.559530000000002,42.0,83.9,0.584815,0.0,0.577131,efficientdet_lite3_detection_metadata_1,0.377,NA
54,27,17.560504,42.0,0.0,0.584815,0.0,0.585789,efficientdet_lite3_detection_metadata_1,0.377,NA
55,27,18.143794000000003,42.0,83.5,0.58329,0.0,0.585789,efficientdet_lite3_detection_metadata_1,0.377,NA
56,28,18.144719000000002,42.0,0.0,0.58329,0.0,0.584215,efficientdet_lite3_detection_metadata_1,0.377,NA
57,28,18.725014,42.0,83.8,0.580295,0.0,0.584215,efficientdet_lite3_detection_metadata_1,0.377,NA
