,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,41.96,0.0,0,0.0,efficientdet_lite4_detection_metadata_2,0.0,0.0,53.5,0.0
1,41.96,10.0,0,0.0,efficientdet_lite0_detection_metadata_1,0.0,1.494338,53.5,1.494338
2,41.96,0.0,1,1.495121,efficientdet_lite0_detection_metadata_1,0.0,1.494338,53.0,1.4951210000000001
3,41.96,78.7,1,1.495121,efficientdet_lite0_detection_metadata_1,0.0,0.232153,54.0,1.7272740000000002
4,41.96,0.0,2,0.232903,efficientdet_lite0_detection_metadata_1,0.0,0.232153,54.0,1.7280240000000002
5,41.96,83.1,2,0.232903,efficientdet_lite1_detection_metadata_1,0.0,0.220567,52.5,1.9485910000000002
6,41.96,0.0,3,0.22132,efficientdet_lite1_detection_metadata_1,0.0,0.220567,52.5,1.9493440000000004
7,41.96,78.6,3,0.22132,efficientdet_lite1_detection_metadata_1,0.0,0.328452,52.5,2.2777960000000004
8,41.96,0.0,4,0.329207,efficientdet_lite1_detection_metadata_1,0.0,0.328452,52.5,2.2785510000000007
9,41.96,83.3,4,0.329207,efficientdet_lite1_detection_metadata_1,0.0,0.370894,52.5,2.6494450000000005
10,41.96,0.0,5,0.371649,efficientdet_lite1_detection_metadata_1,0.0,0.370894,52.5,2.6502000000000008
11,41.96,79.8,5,0.371649,efficientdet_lite0_detection_metadata_1,0.0,0.30318,53.5,2.953380000000001
12,28.606,0.0,6,0.30543,efficientdet_lite0_detection_metadata_1,1.228621,0.30318,53.5,2.955630000000001
13,28.606,80.4,6,0.30543,efficientdet_lite0_detection_metadata_1,1.228621,0.230785,53.5,3.186415000000001
14,28.606,8.5,7,1.468784,efficientdet_lite0_detection_metadata_1,1.228621,0.230785,51.0,4.424414000000001
15,28.606,77.5,7,1.468784,efficientdet_lite0_detection_metadata_1,1.228621,0.226252,55.0,4.650666000000001
16,27.634000000000004,8.2,8,1.467957,efficientdet_lite0_detection_metadata_1,1.228621,0.226252,51.0,5.892371000000002
17,27.634000000000004,79.3,8,1.467957,efficientdet_lite0_detection_metadata_1,1.228621,0.149273,54.5,6.041644000000002
18,26.662,9.4,9,1.381697,efficientdet_lite0_detection_metadata_1,1.228621,0.149273,53.0,7.2740680000000015
19,26.662,80.4,9,1.381697,efficientdet_lite0_detection_metadata_1,1.228621,0.230642,54.5,7.504710000000001
20,25.690000000000005,8.4,10,1.47121,efficientdet_lite0_detection_metadata_1,1.228621,0.230642,50.5,8.745278
21,25.690000000000005,76.1,10,1.47121,efficientdet_lite0_detection_metadata_1,1.228621,0.220117,53.5,8.965395000000001
22,25.690000000000005,8.2,11,1.461223,efficientdet_lite0_detection_metadata_1,1.228621,0.220117,50.5,10.206501000000001
23,25.690000000000005,72.0,11,1.461223,efficientdet_lite1_detection_metadata_1,1.228621,0.191636,52.5,10.398137000000002
24,26.662,7.0,12,1.433357,efficientdet_lite1_detection_metadata_1,1.1317016,0.191636,50.5,11.639858000000002
25,26.662,78.7,12,1.433357,efficientdet_lite1_detection_metadata_1,1.1317016,0.322578,52.5,11.962436000000002
26,27.634000000000004,8.9,13,1.466046,efficientdet_lite1_detection_metadata_1,1.1317016,0.322578,50.5,13.105904000000002
27,27.634000000000004,80.0,13,1.466046,efficientdet_lite0_detection_metadata_1,1.1317016,0.314212,54.0,13.420116000000002
28,27.634000000000004,7.7,14,1.45811,efficientdet_lite0_detection_metadata_1,1.228621,0.314212,50.5,14.564014000000002
29,27.634000000000004,80.5,14,1.45811,efficientdet_lite0_detection_metadata_1,1.228621,0.285262,54.0,14.849276000000001
30,27.634000000000004,8.7,15,1.525942,efficientdet_lite0_detection_metadata_1,1.228621,0.285262,50.5,16.089956
31,27.634000000000004,74.7,15,1.525942,efficientdet_lite2_detection_metadata_1,1.228621,0.234328,52.0,16.324284000000002
32,29.29,7.9,16,1.476631,efficientdet_lite2_detection_metadata_1,1.003544,0.234328,50.5,17.566587000000002
