,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,55.0,0.0,0.0,0.5,0.0,efficientdet_lite3_detection_metadata_1,0.4196,NA
1,0,0.598932,43.5,3.2,0.598932,0.5,0.0,efficientdet_lite3_detection_metadata_1,0.4196,NA
2,1,0.5996700000000001,43.5,0.0,0.598932,0.0,0.59967,efficientdet_lite3_detection_metadata_1,0.4196,NA
3,1,1.1812650000000002,43.5,84.2,0.581595,0.0,0.59967,efficientdet_lite3_detection_metadata_1,0.4196,NA
4,2,1.181994,43.5,0.0,0.581595,0.0,0.582324,efficientdet_lite3_detection_metadata_1,0.4196,NA
5,2,1.767096,44.0,83.8,0.585102,0.0,0.582324,efficientdet_lite3_detection_metadata_1,0.4196,NA
6,3,1.767833,44.0,0.0,0.585102,0.0,0.585839,efficientdet_lite3_detection_metadata_1,0.4196,NA
7,3,2.350872,44.0,83.9,0.583039,0.0,0.585839,efficientdet_lite3_detection_metadata_1,0.4196,NA
8,4,2.351589,44.0,0.0,0.583039,0.0,0.583756,efficientdet_lite3_detection_metadata_1,0.4196,NA
9,4,2.9319800000000003,44.0,84.0,0.580391,0.0,0.583756,efficientdet_lite3_detection_metadata_1,0.4196,NA
10,5,2.932703,44.0,0.0,0.580391,0.0,0.581114,efficientdet_lite3_detection_metadata_1,0.4196,NA
11,5,3.5120750000000003,44.0,84.5,0.579372,0.0,0.581114,efficientdet_lite3_detection_metadata_1,0.4196,NA
12,6,3.513,44.0,0.0,0.579372,0.0,0.580297,efficientdet_lite3_detection_metadata_1,0.377,NA
13,6,4.088381,44.5,84.4,0.575381,0.0,0.580297,efficientdet_lite3_detection_metadata_1,0.377,NA
14,7,4.089357,44.5,100.0,0.575381,0.0,0.576357,efficientdet_lite3_detection_metadata_1,0.377,NA
15,7,4.667809,44.5,84.5,0.578452,0.0,0.576357,efficientdet_lite3_detection_metadata_1,0.377,NA
16,8,4.668785,44.5,100.0,0.578452,0.0,0.579428,efficientdet_lite3_detection_metadata_1,0.377,NA
