,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,53.556,53.5,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.614467,54.53,54.5,6.7,1.614467,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.693135,54.043,54.0,48.6,1.614467,0.0,1.693135,efficientdet_lite4_detection_metadata_2,0.4196,6
3,1,3.561461,57.452,56.0,84.1,1.868326,0.0,1.693135,efficientdet_lite3_detection_metadata_1,0.4196,6
4,2,3.6356580000000003,55.991,56.9,47.1,1.868326,0.7651728000000001,1.942523,efficientdet_lite3_detection_metadata_1,0.4196,4
5,2,4.336361,57.939,56.9,79.2,0.700703,0.7651728000000001,1.942523,efficientdet_lite3_detection_metadata_1,0.4196,4
6,3,5.182743,56.478,56.4,7.4,0.700703,0.0,1.547085,efficientdet_lite3_detection_metadata_1,0.4196,6
7,3,5.802955000000001,57.939,57.4,78.0,0.620212,0.0,1.547085,efficientdet_lite3_detection_metadata_1,0.4196,6
8,4,5.8819230000000005,56.478,56.9,45.9,0.620212,0.0,0.69918,efficientdet_lite3_detection_metadata_1,0.4196,6
9,4,6.580732,57.939,57.4,76.6,0.698809,0.0,0.69918,efficientdet_lite3_detection_metadata_1,0.4196,6
10,5,6.659088000000001,57.939,56.9,47.4,0.698809,0.0,0.777165,efficientdet_lite3_detection_metadata_1,0.4196,6
11,5,7.334228,59.4,58.4,78.2,0.67514,0.0,0.777165,efficientdet_lite3_detection_metadata_1,0.4196,6
12,6,7.407375000000001,58.426,57.9,45.5,0.67514,0.0,0.748287,efficientdet_lite3_detection_metadata_1,0.4196,6
13,6,8.081082,59.887,59.4,78.4,0.673707,0.0,0.748287,efficientdet_lite4_detection_metadata_2,0.4196,6
14,7,8.155598,58.426,56.9,43.7,0.673707,0.0,0.748223,efficientdet_lite4_detection_metadata_2,0.377,5
