,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,56.478,56.4,0.0,0.0,0,0.0,4,0.739
1,0,1.911915,56.965,57.4,3.3,1.911915,0,0.0,4,0.739
2,1,1.945979,57.452,55.5,28.6,1.911915,0,1.945979,4,0.739
3,1,3.707349,60.374,58.9,90.6,1.76137,0,1.945979,4,0.739
4,2,3.741649999999999,58.913,58.4,33.3,1.76137,0,1.795671,4,0.739
5,2,5.502155999999999,61.348,61.8,90.4,1.760506,0,1.795671,4,0.739
6,3,5.536069999999999,61.835,59.9,23.1,1.760506,0,1.79442,4,0.739
7,3,7.306034999999999,62.809,61.8,90.4,1.769965,0,1.79442,4,0.739
8,4,7.3401179999999995,61.835,61.8,23.1,1.769965,0,1.804048,4,0.739
9,4,9.102338999999999,64.27,63.3,90.5,1.762221,0,1.804048,4,0.739
10,5,9.136538999999999,63.296,63.7,23.1,1.762221,0,1.796421,4,0.739
11,5,10.979180999999999,63.783,63.7,90.1,1.842642,0,1.796421,4,0.739
12,6,11.016511999999999,63.783,63.3,53.3,1.842642,0,1.879973,4,0.739
13,6,12.918050999999998,65.244,64.2,90.0,1.901539,0,1.879973,4,0.739
14,7,12.965760999999999,64.27,64.7,30.0,1.901539,0,1.949249,4,0.739
15,7,14.73397,66.705,66.7,90.0,1.768209,0,1.949249,4,0.739
16,8,14.779413999999997,66.705,66.2,27.8,1.768209,0,1.813653,4,0.739
17,8,16.547942999999997,67.192,66.2,90.5,1.768529,0,1.813653,4,0.739
18,9,16.592293999999995,66.218,66.7,25.0,1.768529,0,1.81288,4,0.739
19,9,18.553196999999997,68.166,67.2,86.5,1.960903,0,1.81288,4,0.739
20,10,18.592884999999995,67.192,66.7,26.7,1.960903,0,2.000591,4,0.739
21,10,20.353502999999996,68.653,68.1,90.3,1.760618,0,2.000591,4,0.739
22,11,20.393462999999997,68.166,66.2,25.0,1.760618,0,1.800578,4,0.739
23,11,22.149366999999998,68.653,69.6,90.6,1.755904,0,1.800578,4,0.739
24,12,22.189499999999995,67.679,68.1,26.7,1.755904,0,1.796037,4,0.739
25,12,23.947112999999995,70.601,69.1,90.6,1.757613,0,1.796037,4,0.739
26,13,23.987123999999994,69.14,69.1,25.0,1.757613,0,1.797624,4,0.739
27,13,25.749797999999995,70.114,70.1,90.2,1.762674,0,1.797624,4,0.739
28,14,25.789809999999996,70.114,68.6,25.0,1.762674,0,1.802686,4,0.739
29,14,27.552094999999994,71.088,70.1,90.7,1.762285,0,1.802686,4,0.739
30,15,27.592002999999995,69.14,69.1,25.0,1.762285,0,1.802193,4,0.739
31,15,29.355310999999993,71.088,70.6,90.3,1.763308,0,1.802193,4,0.739
32,16,29.395507999999996,70.601,69.6,26.7,1.763308,0,1.803505,4,0.739
33,16,31.155758999999996,71.575,70.6,90.3,1.760251,0,1.803505,4,0.739
34,17,31.195690999999993,70.114,70.1,31.2,1.760251,0,1.800183,4,0.739
35,17,32.98744099999999,72.062,71.5,89.8,1.79175,0,1.800183,4,0.739
36,18,33.027700999999986,71.575,70.1,26.7,1.79175,0,1.83201,4,0.739
37,18,34.78438999999999,72.062,72.5,90.5,1.756689,0,1.83201,4,0.739
38,19,34.824429999999985,70.601,71.1,25.0,1.756689,0,1.796729,4,0.739
39,19,36.64470099999998,71.088,71.5,89.9,1.820271,0,1.796729,4,0.739
40,20,36.68629199999999,71.575,70.6,26.7,1.820271,0,1.861862,4,0.739
41,20,38.44941199999999,72.549,71.5,90.4,1.76312,0,1.861862,4,0.739
42,21,38.489626999999984,71.575,71.5,26.7,1.76312,0,1.803335,4,0.739
43,21,40.25148699999998,74.01,72.0,90.3,1.76186,0,1.803335,4,0.739
44,22,40.291659999999986,71.088,72.5,29.4,1.76186,0,1.802033,4,0.739
45,22,42.05425099999999,73.036,73.0,90.4,1.762591,0,1.802033,4,0.739
46,23,42.09450799999998,73.036,72.0,26.7,1.762591,0,1.802848,4,0.739
47,23,43.85935099999998,73.523,73.0,90.3,1.764843,0,1.802848,4,0.739
48,24,43.89947499999998,73.036,73.5,25.0,1.764843,0,1.804967,4,0.739
49,24,45.65977899999998,74.01,73.5,90.3,1.760304,0,1.804967,4,0.739
50,25,45.70056299999998,73.523,72.0,31.3,1.760304,0,1.801088,4,0.739
