,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,41.96,0.0,0,0.0,efficientdet_lite1_detection_metadata_1,0.0,0.0,51.5,0.0
1,41.96,12.8,0,0.0,efficientdet_lite1_detection_metadata_1,0.0,0.568647,51.0,0.568647
2,41.96,0.0,1,0.569429,efficientdet_lite1_detection_metadata_1,0.0,0.568647,51.0,0.5694289999999999
3,41.96,33.2,1,0.569429,efficientdet_lite1_detection_metadata_1,0.0,0.561087,51.0,1.1305159999999999
4,41.96,0.0,2,0.561851,efficientdet_lite1_detection_metadata_1,0.0,0.561087,51.0,1.1312799999999998
5,41.96,32.9,2,0.561851,efficientdet_lite1_detection_metadata_1,0.0,0.564588,51.0,1.695868
6,41.96,0.0,3,0.565407,efficientdet_lite1_detection_metadata_1,0.0,0.564588,51.0,1.6966869999999998
7,41.96,35.9,3,0.565407,efficientdet_lite1_detection_metadata_1,0.0,0.562564,51.0,2.259251
8,41.96,100.0,4,0.563371,efficientdet_lite1_detection_metadata_1,0.0,0.562564,51.0,2.260058
9,41.96,35.5,4,0.563371,efficientdet_lite1_detection_metadata_1,0.0,0.562797,51.0,2.8228549999999997
10,41.96,0.0,5,0.563617,efficientdet_lite1_detection_metadata_1,0.0,0.562797,51.0,2.8236749999999997
11,41.96,37.3,5,0.563617,efficientdet_lite1_detection_metadata_1,0.0,0.561973,51.0,3.3856479999999998
12,30.55,0.0,6,0.563268,efficientdet_lite1_detection_metadata_1,0.0,0.561973,51.0,3.3869429999999996
13,30.55,36.6,6,0.563268,efficientdet_lite1_detection_metadata_1,0.0,0.559471,51.0,3.946414
14,30.55,0.0,7,0.560686,efficientdet_lite1_detection_metadata_1,0.0,0.559471,51.0,3.947628999999999
15,30.55,37.1,7,0.560686,efficientdet_lite1_detection_metadata_1,0.0,0.557389,51.5,4.505017999999999
16,30.55,0.0,8,0.558653,efficientdet_lite1_detection_metadata_1,0.0,0.557389,51.5,4.506281999999999
17,30.55,37.7,8,0.558653,efficientdet_lite1_detection_metadata_1,0.0,0.562704,51.0,5.068985999999999
18,30.55,0.0,9,0.563945,efficientdet_lite1_detection_metadata_1,0.0,0.562704,51.0,5.070226999999999
19,30.55,36.2,9,0.563945,efficientdet_lite1_detection_metadata_1,0.0,0.562372,51.5,5.632598999999999
20,30.55,0.0,10,0.563616,efficientdet_lite1_detection_metadata_1,0.0,0.562372,51.5,5.633842999999999
21,30.55,36.2,10,0.563616,efficientdet_lite1_detection_metadata_1,0.0,0.564704,51.5,6.198546999999999
22,30.55,100.0,11,0.565921,efficientdet_lite1_detection_metadata_1,0.0,0.564704,51.5,6.199763999999999
23,30.55,36.3,11,0.565921,efficientdet_lite1_detection_metadata_1,0.0,0.567971,51.0,6.767734999999999
24,30.55,0.0,12,0.569186,efficientdet_lite1_detection_metadata_1,0.0,0.567971,51.0,6.768949999999999
25,30.55,36.6,12,0.569186,efficientdet_lite1_detection_metadata_1,0.0,0.558707,51.0,7.327656999999999
26,30.55,0.0,13,0.559928,efficientdet_lite1_detection_metadata_1,0.0,0.558707,51.0,7.328878
27,30.55,36.3,13,0.559928,efficientdet_lite1_detection_metadata_1,0.0,0.56594,52.0,7.894818
28,30.55,0.0,14,0.567161,efficientdet_lite1_detection_metadata_1,0.0,0.56594,52.0,7.896038999999999
29,30.55,36.5,14,0.567161,efficientdet_lite1_detection_metadata_1,0.0,0.573297,51.5,8.469335999999998
30,30.55,0.0,15,0.57486,efficientdet_lite1_detection_metadata_1,0.0,0.573297,51.5,8.470898999999998
31,30.55,34.7,15,0.57486,efficientdet_lite1_detection_metadata_1,0.0,0.565173,51.5,9.036071999999997
32,30.55,100.0,16,0.566495,efficientdet_lite1_detection_metadata_1,0.0,0.565173,51.5,9.037393999999997
33,30.55,32.0,16,0.566495,efficientdet_lite1_detection_metadata_1,0.0,0.563249,51.0,9.600642999999998
34,30.55,0.0,17,0.564453,efficientdet_lite1_detection_metadata_1,0.0,0.563249,51.0,9.601846999999998
35,30.55,32.6,17,0.564453,efficientdet_lite1_detection_metadata_1,0.0,0.56229,51.0,10.164136999999997
36,30.55,0.0,18,0.563513,efficientdet_lite1_detection_metadata_1,0.0,0.56229,51.0,10.165359999999996
37,30.55,33.3,18,0.563513,efficientdet_lite1_detection_metadata_1,0.0,0.562346,51.0,10.727705999999996
38,30.55,0.0,19,0.563566,efficientdet_lite1_detection_metadata_1,0.0,0.562346,51.0,10.728925999999996
39,30.55,35.7,19,0.563566,efficientdet_lite1_detection_metadata_1,0.0,0.565781,51.0,11.294706999999995
40,30.55,0.0,20,0.567005,efficientdet_lite1_detection_metadata_1,0.0,0.565781,51.0,11.295930999999996
41,30.55,32.7,20,0.567005,efficientdet_lite1_detection_metadata_1,0.0,0.562017,51.0,11.857947999999997
42,30.55,0.0,21,0.563224,efficientdet_lite1_detection_metadata_1,0.0,0.562017,51.0,11.859154999999998
43,30.55,33.5,21,0.563224,efficientdet_lite1_detection_metadata_1,0.0,0.562227,51.0,12.421381999999998
44,30.55,0.0,22,0.563453,efficientdet_lite1_detection_metadata_1,0.0,0.562227,51.0,12.422607999999997
45,30.55,36.7,22,0.563453,efficientdet_lite1_detection_metadata_1,0.0,0.564609,51.0,12.987216999999998
46,30.55,0.0,23,0.56584,efficientdet_lite1_detection_metadata_1,0.0,0.564609,51.0,12.988447999999996
47,30.55,36.7,23,0.56584,efficientdet_lite1_detection_metadata_1,0.0,0.563318,50.5,13.551765999999997
48,30.55,0.0,24,0.564589,efficientdet_lite1_detection_metadata_1,0.0,0.563318,50.5,13.553036999999996
49,30.55,35.9,24,0.564589,efficientdet_lite1_detection_metadata_1,0.0,0.564009,51.0,14.117045999999997
