,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,69.14,69.6,0.0,0.0,2.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196
1,0,0.420805,52.095,53.0,0.6,0.420805,2.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196
2,1,0.481569,53.069,52.1,28.0,0.420805,0.0,0.481569,efficientdet_lite2_detection_metadata_1,0.4196
3,1,0.829432,54.043,53.0,71.2,0.347863,0.0,0.481569,efficientdet_lite2_detection_metadata_1,0.4196
4,2,0.8905909999999999,53.069,53.0,25.0,0.347863,0.0,0.409022,efficientdet_lite2_detection_metadata_1,0.4196
5,2,1.2465519999999999,53.069,53.5,70.7,0.355961,0.0,0.409022,efficientdet_lite2_detection_metadata_1,0.4196
6,3,1.307373,53.556,52.5,29.2,0.355961,0.0,0.416782,efficientdet_lite2_detection_metadata_1,0.4196
7,3,1.659822,53.556,55.0,69.7,0.352449,0.0,0.416782,efficientdet_lite2_detection_metadata_1,0.4196
8,4,1.7209729999999999,55.017,54.0,26.1,0.352449,0.0,0.4136,efficientdet_lite2_detection_metadata_1,0.4196
9,4,2.070813,55.991,55.0,70.6,0.34984,0.0,0.4136,efficientdet_lite2_detection_metadata_1,0.4196
10,5,2.1316349999999997,55.017,55.0,28.0,0.34984,0.0,0.410662,efficientdet_lite2_detection_metadata_1,0.4196
11,5,2.4963849999999996,55.017,56.4,69.0,0.36475,0.0,0.410662,efficientdet_lite2_detection_metadata_1,0.4196
12,6,2.5574969999999997,56.478,55.5,25.0,0.36475,0.0,0.425862,efficientdet_lite2_detection_metadata_1,0.3397
13,6,2.9088659999999997,55.991,56.4,70.1,0.351369,0.0,0.425862,efficientdet_lite2_detection_metadata_1,0.3397
14,7,2.9700749999999996,56.478,56.0,29.2,0.351369,0.0,0.412578,efficientdet_lite2_detection_metadata_1,0.3397
15,7,3.3150159999999995,55.991,56.9,71.0,0.344941,0.0,0.412578,efficientdet_lite2_detection_metadata_1,0.3397
16,8,3.3762119999999998,56.965,55.5,25.0,0.344941,0.0,0.406137,efficientdet_lite2_detection_metadata_1,0.3397
17,8,3.7244089999999996,56.965,56.4,70.6,0.348197,0.0,0.406137,efficientdet_lite2_detection_metadata_1,0.3397
18,9,3.786016,56.478,56.0,28.0,0.348197,0.0,0.409804,efficientdet_lite2_detection_metadata_1,0.3397
19,9,4.137851,56.478,56.4,70.3,0.351835,0.0,0.409804,efficientdet_lite2_detection_metadata_1,0.3397
