,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,54.0,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.349911,41.5,3.3,1.349911,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.3507289999999998,41.5,0.0,1.349911,0.0,1.350729,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.690254,41.5,86.0,1.339525,0.0,1.350729,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.691058,41.5,0.0,1.339525,0.0,1.340329,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.071632,41.5,85.5,1.380574,0.0,1.340329,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.072464,41.5,0.0,1.380574,0.0,1.381406,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.419005,41.5,85.7,1.346541,0.0,1.381406,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.419814000000001,41.5,0.0,1.346541,0.0,1.34735,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.7705280000000005,41.5,85.3,1.350714,0.0,1.34735,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.771348,41.5,0.0,1.350714,0.0,1.351534,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.11478,42.0,85.7,1.343432,0.0,1.351534,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.117205,42.0,50.0,1.343432,0.0,1.345857,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.460959,42.0,86.0,1.343754,0.0,1.345857,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.46336,42.0,50.0,1.343754,0.0,1.346155,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.800258,42.5,86.0,1.336898,0.0,1.346155,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.80265,42.5,50.0,1.336898,0.0,1.33929,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.144325,42.0,85.8,1.341675,0.0,1.33929,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.146726,42.0,0.0,1.341675,0.0,1.344076,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.486346,42.0,86.0,1.33962,0.0,1.344076,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.488698999999999,42.0,0.0,1.33962,0.0,1.341973,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.866457999999998,43.0,85.2,1.377759,0.0,1.341973,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.868840999999998,43.0,50.0,1.377759,0.0,1.380142,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.233693,43.0,84.9,1.364852,0.0,1.380142,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.236024,43.0,0.0,1.364852,0.0,1.367183,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.585686,43.0,85.3,1.349662,0.0,1.367183,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.588088,43.0,100.0,1.349662,0.0,1.352064,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,18.927563,43.0,85.8,1.339475,0.0,1.352064,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,18.929887,43.0,0.0,1.339475,0.0,1.341799,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,20.276925000000002,43.5,85.7,1.347038,0.0,1.341799,efficientdet_lite2_detection_metadata_1,0.4196,NA
30,15,20.279522,43.5,0.0,1.347038,1.0416402,1.349635,efficientdet_lite2_detection_metadata_1,0.40362,NA
31,15,20.605321,44.0,78.5,0.325799,1.0416402,1.349635,efficientdet_lite2_detection_metadata_1,0.40362,NA
32,16,21.661606,42.0,2.8,0.325799,1.0416402,1.382084,efficientdet_lite2_detection_metadata_1,0.38764,NA
33,16,21.98906,43.5,78.0,0.327454,1.0416402,1.382084,efficientdet_lite2_detection_metadata_1,0.38764,NA
34,17,23.046215999999998,42.0,3.1,0.327454,1.0416402,1.38461,efficientdet_lite2_detection_metadata_1,0.37166,NA
35,17,23.377079,43.5,78.0,0.330863,1.0416402,1.38461,efficientdet_lite2_detection_metadata_1,0.37166,NA
36,18,24.432553,42.0,5.7,0.330863,1.0416402,1.386337,efficientdet_lite2_detection_metadata_1,0.35568,NA
37,18,24.760116,43.5,78.0,0.327563,1.0416402,1.386337,efficientdet_lite2_detection_metadata_1,0.35568,NA
38,19,25.817201999999998,41.5,2.8,0.327563,1.0416402,1.384649,efficientdet_lite2_detection_metadata_1,0.3397,NA
39,19,26.148642,43.5,77.4,0.33144,1.0416402,1.384649,efficientdet_lite2_detection_metadata_1,0.3397,NA
40,20,27.206148,41.5,2.4,0.33144,1.0416402,1.388946,efficientdet_lite2_detection_metadata_1,0.3397,NA
41,20,27.536438,43.5,78.2,0.33029,1.0416402,1.388946,efficientdet_lite2_detection_metadata_1,0.3397,NA
42,21,28.59308,42.0,2.6,0.33029,1.0416402,1.386932,efficientdet_lite2_detection_metadata_1,0.3397,NA
43,21,28.919818,43.5,78.0,0.326738,1.0416402,1.386932,efficientdet_lite2_detection_metadata_1,0.3397,NA
44,22,29.976914,41.5,2.1,0.326738,1.0416402,1.383834,efficientdet_lite2_detection_metadata_1,0.3397,NA
45,22,30.307000000000002,43.0,78.0,0.330086,1.0416402,1.383834,efficientdet_lite4_detection_metadata_2,0.3397,NA
46,23,31.362931,42.0,3.3,0.330086,0.0,1.386017,efficientdet_lite4_detection_metadata_2,0.35568,NA
47,23,32.716214,44.0,85.4,1.353283,0.0,1.386017,efficientdet_lite2_detection_metadata_1,0.35568,NA
48,24,32.718603,44.0,0.0,1.353283,1.0416402,1.355672,efficientdet_lite2_detection_metadata_1,0.35568,NA
49,24,33.049521,43.5,77.4,0.330918,1.0416402,1.355672,efficientdet_lite2_detection_metadata_1,0.35568,NA
50,25,34.095882,42.0,3.1,0.330918,1.0416402,1.377279,efficientdet_lite2_detection_metadata_1,0.35568,NA
51,25,34.427954,43.5,80.7,0.332072,1.0416402,1.377279,efficientdet_lite2_detection_metadata_1,0.35568,NA
52,26,35.485695,41.5,2.1,0.332072,1.0416402,1.389813,efficientdet_lite2_detection_metadata_1,0.35568,NA
53,26,35.814893,43.0,77.7,0.329198,1.0416402,1.389813,efficientdet_lite4_detection_metadata_2,0.35568,NA
54,27,36.871579,41.5,2.8,0.329198,0.0,1.385884,efficientdet_lite4_detection_metadata_2,0.37166,NA
55,27,38.21631,43.0,85.7,1.344731,0.0,1.385884,efficientdet_lite4_detection_metadata_2,0.37166,NA
56,28,38.218709,43.0,100.0,1.344731,0.0,1.34713,efficientdet_lite4_detection_metadata_2,0.37166000000000005,NA
57,28,39.564009999999996,43.5,85.7,1.345301,0.0,1.34713,efficientdet_lite2_detection_metadata_1,0.37166000000000005,NA
58,29,39.566399,43.5,50.0,1.345301,1.0416402,1.34769,efficientdet_lite2_detection_metadata_1,0.37166000000000005,NA
59,29,39.898685,45.5,77.4,0.332286,1.0416402,1.34769,efficientdet_lite2_detection_metadata_1,0.37166000000000005,NA
60,30,40.955625999999995,42.0,3.3,0.332286,1.0416402,1.389227,efficientdet_lite2_detection_metadata_1,0.37166,NA
