,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,51.0,48.0,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.367212,52.0,48.0,49.9,1.367212,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.3695800000000002,52.0,48.0,0.0,1.367212,0.0,1.36958,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.721585,52.0,48.0,86.3,1.352005,0.0,1.36958,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.724049,51.5,47.5,0.0,1.352005,0.0,1.354469,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.077119,52.0,48.5,86.0,1.35307,0.0,1.354469,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.079568,52.0,48.5,0.0,1.35307,0.0,1.355519,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.436187,52.0,48.5,86.0,1.356619,0.0,1.355519,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.438738,52.0,48.5,0.0,1.356619,0.0,1.35917,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.794883,52.5,48.5,86.0,1.356145,0.0,1.35917,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.797407,52.5,48.5,50.0,1.356145,0.0,1.358669,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.154488,52.0,48.5,85.8,1.357081,0.0,1.358669,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.157109000000002,52.0,48.5,0.0,1.357081,0.0,1.359702,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.514962000000002,52.0,48.5,85.9,1.357853,0.0,1.359702,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.517447000000002,52.0,48.5,0.0,1.357853,0.0,1.360338,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.870248000000002,52.5,49.0,86.1,1.352801,0.0,1.360338,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.872738000000002,52.5,48.5,0.0,1.352801,0.0,1.355291,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.232885000000001,52.5,48.5,85.9,1.360147,0.0,1.355291,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.235423000000003,52.5,48.5,0.0,1.360147,0.0,1.362685,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.602664000000003,51.0,48.5,85.6,1.367241,0.0,1.362685,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.605183000000002,51.0,48.5,0.0,1.367241,0.0,1.36976,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.964280000000002,51.5,48.5,85.8,1.359097,0.0,1.36976,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.966760000000003,51.5,48.5,0.0,1.359097,0.0,1.361577,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.327527000000003,51.5,48.5,85.8,1.360767,0.0,1.361577,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.330010000000005,51.5,48.5,0.0,1.360767,0.0,1.36325,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.707689000000006,50.5,48.5,85.5,1.377679,0.0,1.36325,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.710162000000004,50.5,48.5,0.0,1.377679,0.0,1.380152,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,19.067471000000005,53.0,48.5,86.0,1.357309,0.0,1.380152,efficientdet_lite3_detection_metadata_1,0.4196,NA
28,14,19.069980000000005,53.0,48.5,50.0,1.357309,0.8086981681945707,1.359818,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
29,14,19.670471000000006,53.0,49.5,82.8,0.600491,0.8086981681945707,1.359818,efficientdet_lite3_detection_metadata_1,0.41107999999999995,NA
30,15,20.493784000000005,50.0,47.5,4.0,0.600491,0.8431553318389314,1.423804,efficientdet_lite3_detection_metadata_1,0.40256,NA
31,15,21.104703000000004,53.0,49.0,81.5,0.610919,0.8431553318389314,1.423804,efficientdet_lite3_detection_metadata_1,0.40256,NA
32,16,21.962014000000003,50.0,47.5,3.2,0.610919,0.8793452228039397,1.46823,efficientdet_lite3_detection_metadata_1,0.39404,NA
33,16,22.563171000000004,50.5,49.0,82.7,0.601157,0.8793452228039397,1.46823,efficientdet_lite4_detection_metadata_2,0.39404,NA
34,17,23.457569000000003,49.5,47.5,2.5,0.601157,0.10349302280393968,1.495555,efficientdet_lite4_detection_metadata_2,0.39404,NA
35,17,24.818445000000004,50.5,49.0,85.9,1.360876,0.10349302280393968,1.495555,efficientdet_lite4_detection_metadata_2,0.39404,NA
36,18,24.929436000000003,50.0,48.0,4.4,1.360876,0.10349302280393968,1.471867,efficientdet_lite4_detection_metadata_2,0.39404,NA
37,18,26.297889,50.5,49.0,85.4,1.368453,0.10349302280393968,1.471867,efficientdet_lite4_detection_metadata_2,0.39404,NA
38,19,26.408707000000003,50.5,48.5,4.7,1.368453,0.06730313183893144,1.479271,efficientdet_lite4_detection_metadata_2,0.40256,NA
39,19,27.764876000000005,50.5,49.0,86.0,1.356169,0.06730313183893144,1.479271,efficientdet_lite4_detection_metadata_2,0.40256,NA
40,20,27.837287000000003,50.5,48.5,3.4,1.356169,0.03284596819457075,1.42858,efficientdet_lite4_detection_metadata_2,0.41107999999999995,NA
41,20,29.193093000000005,51.0,49.0,85.9,1.355806,0.03284596819457075,1.42858,efficientdet_lite4_detection_metadata_2,0.41107999999999995,NA
42,21,29.235408000000003,51.0,49.0,27.8,1.355806,0.0,1.398121,efficientdet_lite4_detection_metadata_2,0.4196,NA
43,21,30.596489000000002,50.5,49.5,85.8,1.361081,0.0,1.398121,efficientdet_lite4_detection_metadata_2,0.4196,NA
44,22,30.599031000000004,50.5,49.5,50.0,1.361081,0.0,1.363623,efficientdet_lite4_detection_metadata_2,0.4196,NA
45,22,31.952632000000005,51.0,49.5,86.0,1.353601,0.0,1.363623,efficientdet_lite4_detection_metadata_2,0.4196,NA
