,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,53.5,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.358108,42.0,3.3,1.358108,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.3588239999999998,42.0,100.0,1.358108,0.0,1.358824,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.701644,42.0,86.0,1.34282,0.0,1.358824,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.702364,42.0,100.0,1.34282,0.0,1.34354,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.0600950000000005,42.0,85.2,1.357731,0.0,1.34354,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.0608070000000005,42.0,0.0,1.357731,0.0,1.358443,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.408585,42.5,85.8,1.347778,0.0,1.358443,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.4093,42.5,0.0,1.347778,0.0,1.348493,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.764824,42.0,85.3,1.355524,0.0,1.348493,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.765604000000001,42.0,0.0,1.355524,0.0,1.356304,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.113889,42.5,85.7,1.348285,0.0,1.356304,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.116199,42.5,0.0,1.348285,0.0,1.350595,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.467388,42.5,85.6,1.351189,0.0,1.350595,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.469814,42.5,100.0,1.351189,0.0,1.353615,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.822427999999999,43.0,85.8,1.352614,0.0,1.353615,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.824786,43.0,66.7,1.352614,0.0,1.354972,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.167683,42.5,86.1,1.342897,0.0,1.354972,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.169996999999999,42.5,0.0,1.342897,0.0,1.345211,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.519905999999999,43.0,85.7,1.349909,0.0,1.345211,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.522225999999998,42.5,0.0,1.349909,0.0,1.352229,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.876543999999997,43.0,85.5,1.354318,0.0,1.352229,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.878912999999997,43.0,100.0,1.354318,0.0,1.356687,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.244552,42.5,85.3,1.365639,0.0,1.356687,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.246916999999996,42.5,0.0,1.365639,0.0,1.368004,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.594769999999997,43.0,85.7,1.347853,0.0,1.368004,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.597144999999998,42.5,50.0,1.347853,0.0,1.350228,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,18.949326999999997,42.5,85.8,1.352182,0.0,1.350228,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,18.951648,42.5,0.0,1.352182,0.0,1.354503,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,20.300611,42.5,85.8,1.348963,0.0,1.354503,efficientdet_lite4_detection_metadata_2,0.4196,NA
30,15,20.302920999999998,42.5,0.0,1.348963,0.0,1.351273,efficientdet_lite4_detection_metadata_2,0.4196,NA
31,15,21.650115999999997,42.5,85.8,1.347195,0.0,1.351273,efficientdet_lite4_detection_metadata_2,0.4196,NA
32,16,21.652486999999997,42.5,0.0,1.347195,0.0,1.349566,efficientdet_lite4_detection_metadata_2,0.4196,NA
33,16,23.007977999999998,43.0,85.6,1.355491,0.0,1.349566,efficientdet_lite4_detection_metadata_2,0.4196,NA
34,17,23.010285999999997,43.0,0.0,1.355491,0.0,1.357799,efficientdet_lite4_detection_metadata_2,0.4196,NA
35,17,24.356772999999997,43.0,85.8,1.346487,0.0,1.357799,efficientdet_lite4_detection_metadata_2,0.4196,NA
36,18,24.359146999999997,43.0,0.0,1.346487,0.0,1.348861,efficientdet_lite4_detection_metadata_2,0.4196,NA
37,18,25.707050999999996,43.0,85.7,1.347904,0.0,1.348861,efficientdet_lite4_detection_metadata_2,0.4196,NA
38,19,25.709443999999998,43.0,0.0,1.347904,0.0,1.350297,efficientdet_lite4_detection_metadata_2,0.4196,NA
39,19,27.072563,43.0,85.2,1.363119,0.0,1.350297,efficientdet_lite4_detection_metadata_2,0.4196,NA
40,20,27.074903,43.0,0.0,1.363119,0.0,1.365459,efficientdet_lite4_detection_metadata_2,0.4196,NA
41,20,28.425219,42.5,85.7,1.350316,0.0,1.365459,efficientdet_lite4_detection_metadata_2,0.4196,NA
42,21,28.427525,42.5,0.0,1.350316,0.0,1.352622,efficientdet_lite4_detection_metadata_2,0.4196,NA
43,21,29.789694,43.0,85.1,1.362169,0.0,1.352622,efficientdet_lite4_detection_metadata_2,0.4196,NA
44,22,29.792063,43.0,50.0,1.362169,0.0,1.364538,efficientdet_lite4_detection_metadata_2,0.4196,NA
45,22,31.144420999999998,43.0,85.6,1.352358,0.0,1.364538,efficientdet_lite4_detection_metadata_2,0.4196,NA
46,23,31.146728999999997,43.0,0.0,1.352358,0.0,1.354666,efficientdet_lite4_detection_metadata_2,0.4196,NA
47,23,32.496021999999996,43.5,85.7,1.349293,0.0,1.354666,efficientdet_lite2_detection_metadata_1,0.4196,NA
48,24,32.498352999999994,43.5,0.0,1.349293,1.0724531918249518,1.351624,efficientdet_lite2_detection_metadata_1,0.40362,NA
49,24,32.829677,44.5,78.9,0.331324,1.0724531918249518,1.351624,efficientdet_lite2_detection_metadata_1,0.40362,NA
50,25,33.91729099999999,42.5,2.1,0.331324,1.1046806512752947,1.418938,efficientdet_lite2_detection_metadata_1,0.38764,NA
51,25,34.24860299999999,43.5,78.4,0.331312,1.1046806512752947,1.418938,efficientdet_lite2_detection_metadata_1,0.38764,NA
52,26,35.36710699999999,42.5,3.3,0.331312,1.138422262869641,1.449816,efficientdet_lite2_detection_metadata_1,0.37166,NA
53,26,35.70378599999999,43.0,77.0,0.336679,1.138422262869641,1.449816,efficientdet_lite4_detection_metadata_2,0.37166,NA
54,27,36.86011999999999,42.5,2.6,0.336679,0.09678206286964097,1.493013,efficientdet_lite4_detection_metadata_2,0.37166,NA
55,27,38.210689999999985,43.0,85.7,1.35057,0.09678206286964097,1.493013,efficientdet_lite4_detection_metadata_2,0.37166,NA
56,28,38.313788999999986,42.5,7.3,1.35057,0.09678206286964097,1.453669,efficientdet_lite4_detection_metadata_2,0.37166000000000005,NA
57,28,39.661242999999985,43.5,85.9,1.347454,0.09678206286964097,1.453669,efficientdet_lite2_detection_metadata_1,0.37166000000000005,NA
58,29,39.76442999999998,43.0,7.1,1.347454,1.138422262869641,1.450641,efficientdet_lite2_detection_metadata_1,0.37166000000000005,NA
59,29,40.101568999999984,44.0,77.6,0.337139,1.138422262869641,1.450641,efficientdet_lite2_detection_metadata_1,0.37166000000000005,NA
60,30,41.25493599999999,42.5,3.5,0.337139,1.138422262869641,1.490506,efficientdet_lite2_detection_metadata_1,0.37166,NA
61,30,41.581048999999986,43.5,78.5,0.326113,1.138422262869641,1.490506,efficientdet_lite2_detection_metadata_1,0.37166,NA
62,31,42.735497999999986,42.5,2.8,0.326113,1.138422262869641,1.480562,efficientdet_lite2_detection_metadata_1,0.37166,NA
63,31,43.06989999999998,43.5,80.0,0.334402,1.138422262869641,1.480562,efficientdet_lite2_detection_metadata_1,0.37166,NA
64,32,44.224550999999984,42.0,2.4,0.334402,1.1737873034805173,1.489053,efficientdet_lite2_detection_metadata_1,0.35568,NA
65,32,44.55404799999999,43.5,78.0,0.329497,1.1737873034805173,1.489053,efficientdet_lite2_detection_metadata_1,0.35568,NA
66,33,45.742710999999986,42.0,3.2,0.329497,1.2108958245811252,1.51816,efficientdet_lite2_detection_metadata_1,0.3397,NA
67,33,46.073498999999984,43.5,77.6,0.330788,1.2108958245811252,1.51816,efficientdet_lite2_detection_metadata_1,0.3397,NA
68,34,47.29976699999999,42.5,2.8,0.330788,1.2108958245811252,1.557056,efficientdet_lite2_detection_metadata_1,0.3397,NA
69,34,47.63275099999999,43.5,77.4,0.332984,1.2108958245811252,1.557056,efficientdet_lite2_detection_metadata_1,0.3397,NA
70,35,48.85762499999999,42.5,2.5,0.332984,1.2108958245811252,1.557858,efficientdet_lite2_detection_metadata_1,0.3397,NA
