,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,53.069,53.5,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,0
1,0,1.612679,53.556,53.5,9.5,1.612679,0.0,0.0,efficientdet_lite3_detection_metadata_1,0.4196,0
2,1,1.69713,54.043,54.5,46.2,1.612679,0.7661412000000001,1.69713,efficientdet_lite3_detection_metadata_1,0.4196,4
3,1,2.575827,54.53,55.5,74.5,0.878697,0.7661412000000001,1.69713,efficientdet_lite3_detection_metadata_1,0.4196,4
4,2,3.419709,52.582,54.0,9.0,0.878697,0.0,1.722579,efficientdet_lite3_detection_metadata_1,0.4196,6
5,2,4.168368,55.991,56.0,76.2,0.748659,0.0,1.722579,efficientdet_lite4_detection_metadata_2,0.4196,6
6,3,4.24681,55.504,55.0,44.1,0.748659,0.0,0.827101,efficientdet_lite4_detection_metadata_2,0.4196,5
7,3,5.767184,57.452,57.4,83.7,1.520374,0.0,0.827101,efficientdet_lite3_detection_metadata_1,0.4196,5
8,4,5.843921,56.965,57.4,50.0,1.520374,0.7661412000000001,1.597111,efficientdet_lite3_detection_metadata_1,0.4196,4
9,4,6.617566,57.939,57.9,76.7,0.773645,0.7661412000000001,1.597111,efficientdet_lite4_detection_metadata_2,0.4196,4
10,5,7.4636960000000006,55.991,56.4,8.3,0.773645,0.0,1.619775,efficientdet_lite4_detection_metadata_2,0.4196,5
11,5,8.962748000000001,56.965,58.9,82.7,1.499052,0.0,1.619775,efficientdet_lite4_detection_metadata_2,0.4196,5
12,6,9.039404000000001,57.939,57.9,44.1,1.499052,0.0,1.575708,efficientdet_lite4_detection_metadata_2,0.4196,6
13,6,10.555802000000002,59.887,59.4,83.2,1.516398,0.0,1.575708,efficientdet_lite3_detection_metadata_1,0.4196,6
14,7,10.639213000000002,59.4,58.9,50.0,1.516398,0.7661412000000001,1.599809,efficientdet_lite3_detection_metadata_1,0.40256,4
