,avg_accuracy_record,cpu_record,iterator_record,loop_duration_record,net_record,pause_duration_record,processing_duration_record,temp_record_CPU,time_record
0,0.4196,0.0,0,0.0,efficientdet_lite4_detection_metadata_2,0.0,0.0,54.5,0.0
1,0.4196,5.7,0,0.0,efficientdet_lite2_detection_metadata_1,0.0,1.356869,52.0,1.356869
2,0.4196,0.0,1,1.357839,efficientdet_lite2_detection_metadata_1,1.0238516,1.356869,52.0,1.3578389999999998
3,0.4196,79.1,1,1.357839,efficientdet_lite1_detection_metadata_1,1.0238516,0.327927,52.5,1.6857659999999999
4,0.4196,2.9,2,1.35684,efficientdet_lite1_detection_metadata_1,1.137726,0.327927,50.5,2.7146790000000003
5,0.4196,72.6,2,1.35684,efficientdet_lite1_detection_metadata_1,1.137726,0.230301,52.5,2.94498
6,0.4196,2.6,3,1.372864,efficientdet_lite1_detection_metadata_1,1.137726,0.230301,50.5,4.087543
7,0.4196,72.5,3,1.372864,efficientdet_lite2_detection_metadata_1,1.137726,0.228374,52.0,4.315917
8,0.4196,2.0,4,1.370985,efficientdet_lite2_detection_metadata_1,1.0238516,0.228374,50.0,5.458528
9,0.4196,77.5,4,1.370985,efficientdet_lite2_detection_metadata_1,1.0238516,0.338495,52.0,5.797023
10,0.4196,2.4,5,1.367133,efficientdet_lite2_detection_metadata_1,1.0238516,0.338495,50.0,6.825661
11,0.4196,77.4,5,1.367133,efficientdet_lite2_detection_metadata_1,1.0238516,0.336681,51.5,7.162342000000001
12,0.3260199999999999,3.4,6,1.37476,efficientdet_lite2_detection_metadata_1,1.0238516,0.336681,50.0,8.200421
13,0.3260199999999999,79.4,6,1.37476,efficientdet_lite2_detection_metadata_1,1.0238516,0.327438,52.0,8.527859000000001
14,0.33286,2.4,7,1.365214,efficientdet_lite2_detection_metadata_1,1.0238516,0.327438,50.0,9.565635
15,0.33286,79.4,7,1.365214,efficientdet_lite2_detection_metadata_1,1.0238516,0.324799,52.0,9.890434
16,0.3397,2.2,8,1.364153,efficientdet_lite2_detection_metadata_1,1.0238516,0.324799,50.0,10.929788
17,0.3397,78.2,8,1.364153,efficientdet_lite2_detection_metadata_1,1.0238516,0.330251,51.5,11.260039
18,0.3397,2.2,9,1.369299,efficientdet_lite2_detection_metadata_1,1.0238516,0.330251,50.0,12.299087
19,0.3397,78.4,9,1.369299,efficientdet_lite2_detection_metadata_1,1.0238516,0.330128,52.0,12.629215
20,0.3397,2.4,10,1.368909,efficientdet_lite2_detection_metadata_1,1.0238516,0.330128,50.0,13.667996
21,0.3397,77.6,10,1.368909,efficientdet_lite2_detection_metadata_1,1.0238516,0.333737,52.0,14.001733
22,0.3397,2.7,11,1.37007,efficientdet_lite2_detection_metadata_1,1.0238516,0.333737,50.5,15.038066
23,0.3397,77.6,11,1.37007,efficientdet_lite2_detection_metadata_1,1.0238516,0.334819,52.0,15.372885
24,0.3397,3.6,12,1.372551,efficientdet_lite2_detection_metadata_1,1.0238516,0.334819,50.0,16.410617000000002
25,0.3397,78.5,12,1.372551,efficientdet_lite2_detection_metadata_1,1.0238516,0.327207,51.5,16.737824000000003
26,0.3397,2.9,13,1.365688,efficientdet_lite2_detection_metadata_1,1.0238516,0.327207,50.0,17.776305
27,0.3397,77.9,13,1.365688,efficientdet_lite2_detection_metadata_1,1.0238516,0.331941,52.0,18.108246
28,0.3397,3.8,14,1.368943,efficientdet_lite2_detection_metadata_1,1.0238516,0.331941,50.0,19.145248000000002
29,0.3397,78.2,14,1.368943,efficientdet_lite2_detection_metadata_1,1.0238516,0.333778,52.0,19.479026
30,0.3397,2.7,15,1.372343,efficientdet_lite2_detection_metadata_1,1.0238516,0.333778,49.5,20.517591000000003
31,0.3397,78.9,15,1.372343,efficientdet_lite2_detection_metadata_1,1.0238516,0.329317,51.5,20.846908000000003
32,0.3397,1.9,16,1.368559,efficientdet_lite2_detection_metadata_1,1.0238516,0.329317,49.5,21.886150000000004
33,0.3397,78.1,16,1.368559,efficientdet_lite2_detection_metadata_1,1.0238516,0.334431,51.5,22.220581000000003
34,0.3397,2.7,17,1.37056,efficientdet_lite2_detection_metadata_1,1.0238516,0.334431,50.0,23.256710000000005
35,0.3397,78.2,17,1.37056,efficientdet_lite2_detection_metadata_1,1.0238516,0.33221,51.5,23.588920000000005
36,0.3397,2.9,18,1.368955,efficientdet_lite2_detection_metadata_1,1.0238516,0.33221,49.5,24.625665000000005
37,0.3397,77.9,18,1.368955,efficientdet_lite4_detection_metadata_2,1.0238516,0.330195,51.0,24.955860000000005
38,0.35568,2.9,19,1.368168,efficientdet_lite4_detection_metadata_2,0.0,0.330195,49.5,25.993833000000006
39,0.35568,85.4,19,1.368168,efficientdet_lite2_detection_metadata_1,0.0,1.355105,51.5,27.348938000000004
40,0.35568,0.0,20,1.357281,efficientdet_lite2_detection_metadata_1,1.0238516,1.355105,51.5,27.351114000000003
41,0.35568,78.5,20,1.357281,efficientdet_lite2_detection_metadata_1,1.0238516,0.333595,52.0,27.684709
42,0.35568,4.6,21,1.371756,efficientdet_lite2_detection_metadata_1,1.0238516,0.333595,49.5,28.722870000000004
43,0.35568,77.6,21,1.371756,efficientdet_lite2_detection_metadata_1,1.0238516,0.332726,51.5,29.055596000000005
44,0.35568,2.4,22,1.370801,efficientdet_lite2_detection_metadata_1,1.0238516,0.332726,49.5,30.093671000000004
45,0.35568,77.6,22,1.370801,efficientdet_lite2_detection_metadata_1,1.0238516,0.335663,51.5,30.429334000000004
46,0.35568,2.6,23,1.373453,efficientdet_lite2_detection_metadata_1,1.0238516,0.335663,49.5,31.467124000000005
47,0.35568,77.4,23,1.373453,efficientdet_lite2_detection_metadata_1,1.0238516,0.332826,51.5,31.799950000000006
48,0.3397,2.2,24,1.371287,efficientdet_lite2_detection_metadata_1,1.0238516,0.332826,49.5,32.83841100000001
49,0.3397,78.4,24,1.371287,efficientdet_lite1_detection_metadata_1,1.0238516,0.332752,53.0,33.17116300000001
50,0.33286,2.4,25,1.369828,efficientdet_lite1_detection_metadata_1,1.137726,0.332752,49.5,34.208239000000006
51,0.33286,75.0,25,1.369828,efficientdet_lite1_detection_metadata_1,1.137726,0.216834,53.0,34.425073000000005
52,0.32602000000000003,4.3,26,1.368778,efficientdet_lite1_detection_metadata_1,1.137726,0.216834,49.5,35.577017000000005
53,0.32602000000000003,75.0,26,1.368778,efficientdet_lite1_detection_metadata_1,1.137726,0.223503,53.0,35.800520000000006
54,0.31917999999999996,2.6,27,1.37645,efficientdet_lite1_detection_metadata_1,1.137726,0.223503,49.0,36.953467
55,0.31917999999999996,74.2,27,1.37645,efficientdet_lite1_detection_metadata_1,1.137726,0.222712,53.0,37.176179000000005
56,0.31234,2.4,28,1.373929,efficientdet_lite1_detection_metadata_1,1.137726,0.222712,49.0,38.327396
57,0.31234,75.9,28,1.373929,efficientdet_lite1_detection_metadata_1,1.137726,0.218039,53.0,38.545435
58,0.3055,2.4,29,1.369263,efficientdet_lite1_detection_metadata_1,1.137726,0.218039,49.0,39.696659
59,0.3055,74.2,29,1.369263,efficientdet_lite1_detection_metadata_1,1.137726,0.222553,53.0,39.919211999999995
60,0.3055,3.0,30,1.373538,efficientdet_lite1_detection_metadata_1,1.137726,0.222553,49.0,41.070197
61,0.3055,75.0,30,1.373538,efficientdet_lite1_detection_metadata_1,1.137726,0.218242,52.5,41.288439
62,0.3055,2.8,31,1.369368,efficientdet_lite1_detection_metadata_1,1.137726,0.218242,49.0,42.439565
63,0.3055,75.3,31,1.369368,efficientdet_lite1_detection_metadata_1,1.137726,0.217571,53.0,42.657136
64,0.3055,2.4,32,1.369372,efficientdet_lite1_detection_metadata_1,1.137726,0.217571,49.0,43.808937
65,0.3055,73.3,32,1.369372,efficientdet_lite1_detection_metadata_1,1.137726,0.221352,52.5,44.030289
66,0.3055,2.2,33,1.374988,efficientdet_lite1_detection_metadata_1,1.137726,0.221352,48.5,45.183925
67,0.3055,73.6,33,1.374988,efficientdet_lite1_detection_metadata_1,1.137726,0.225361,52.5,45.409286
68,0.3055,3.9,34,1.377414,efficientdet_lite1_detection_metadata_1,1.137726,0.225361,48.5,46.561339000000004
69,0.3055,72.8,34,1.377414,efficientdet_lite1_detection_metadata_1,1.137726,0.227742,52.5,46.789081
70,0.3055,3.4,35,1.379704,efficientdet_lite1_detection_metadata_1,1.137726,0.227742,48.5,47.941043
71,0.3055,75.0,35,1.379704,efficientdet_lite2_detection_metadata_1,1.137726,0.21858,52.0,48.159623
72,0.31234,2.6,36,1.371146,efficientdet_lite2_detection_metadata_1,1.0238516,0.21858,48.0,49.312189000000004
73,0.31234,76.8,36,1.371146,efficientdet_lite2_detection_metadata_1,1.0238516,0.340719,51.5,49.652908000000004
74,0.31917999999999996,2.4,37,1.377591,efficientdet_lite2_detection_metadata_1,1.0238516,0.340719,48.0,50.689780000000006
75,0.31917999999999996,77.4,37,1.377591,efficientdet_lite2_detection_metadata_1,1.0238516,0.332616,51.5,51.02239600000001
76,0.3260199999999999,4.7,38,1.371282,efficientdet_lite2_detection_metadata_1,1.0238516,0.332616,48.5,52.06106200000001
77,0.3260199999999999,78.4,38,1.371282,efficientdet_lite2_detection_metadata_1,1.0238516,0.332395,52.0,52.393457000000005
78,0.33286,1.9,39,1.369559,efficientdet_lite2_detection_metadata_1,1.0238516,0.332395,48.0,53.43062100000001
79,0.33286,78.4,39,1.369559,efficientdet_lite2_detection_metadata_1,1.0238516,0.33138,51.5,53.76200100000001
80,0.3397,2.7,40,1.368258,efficientdet_lite2_detection_metadata_1,1.0238516,0.33138,48.5,54.79887900000001
81,0.3397,77.6,40,1.368258,efficientdet_lite2_detection_metadata_1,1.0238516,0.332689,51.5,55.13156800000001
82,0.3397,2.7,41,1.37282,efficientdet_lite2_detection_metadata_1,1.0238516,0.332689,48.5,56.171699000000004
83,0.3397,78.2,41,1.37282,efficientdet_lite2_detection_metadata_1,1.0238516,0.331759,51.5,56.503458
84,0.3397,3.1,42,1.370245,efficientdet_lite2_detection_metadata_1,1.0238516,0.331759,48.5,57.541944
85,0.3397,77.4,42,1.370245,efficientdet_lite2_detection_metadata_1,1.0238516,0.331948,51.5,57.873892
86,0.3397,4.5,43,1.369197,efficientdet_lite2_detection_metadata_1,1.0238516,0.331948,48.5,58.911141
87,0.3397,78.0,43,1.369197,efficientdet_lite2_detection_metadata_1,1.0238516,0.331387,51.5,59.242528
88,0.3397,3.4,44,1.368282,efficientdet_lite2_detection_metadata_1,1.0238516,0.331387,48.5,60.279423
89,0.3397,78.2,44,1.368282,efficientdet_lite2_detection_metadata_1,1.0238516,0.330864,51.5,60.610287
90,0.3397,2.4,45,1.368118,efficientdet_lite2_detection_metadata_1,1.0238516,0.330864,48.5,61.647541000000004
91,0.3397,77.8,45,1.368118,efficientdet_lite2_detection_metadata_1,1.0238516,0.331469,51.5,61.97901
92,0.3397,2.7,46,1.365907,efficientdet_lite2_detection_metadata_1,1.0238516,0.331469,48.0,63.013448000000004
93,0.3397,78.8,46,1.365907,efficientdet_lite4_detection_metadata_2,1.0238516,0.327386,49.0,63.340834
94,0.35568,2.9,47,1.363279,efficientdet_lite4_detection_metadata_2,0.0,0.327386,48.0,64.376727
95,0.35568,86.1,47,1.363279,efficientdet_lite4_detection_metadata_2,0.0,1.347048,49.5,65.723775
96,0.37166000000000005,0.0,48,1.349142,efficientdet_lite4_detection_metadata_2,0.0,1.347048,49.5,65.725869
97,0.37166000000000005,85.9,48,1.349142,efficientdet_lite4_detection_metadata_2,0.0,1.342317,49.0,67.068186
98,0.38764000000000004,0.0,49,1.344423,efficientdet_lite4_detection_metadata_2,0.0,1.342317,49.0,67.07029200000001
99,0.38764000000000004,86.3,49,1.344423,efficientdet_lite4_detection_metadata_2,0.0,1.334485,49.0,68.40477700000001
100,0.40362,0.0,50,1.336678,efficientdet_lite4_detection_metadata_2,0.0,1.334485,49.0,68.40697000000002
101,0.40362,86.1,50,1.336678,efficientdet_lite4_detection_metadata_2,0.0,1.336767,49.5,69.74373700000001
102,0.4196,0.0,51,1.338915,efficientdet_lite4_detection_metadata_2,0.0,1.336767,49.5,69.74588500000002
103,0.4196,86.2,51,1.338915,efficientdet_lite4_detection_metadata_2,0.0,1.335425,49.5,71.08131000000002
104,0.4196,0.0,52,1.337519,efficientdet_lite4_detection_metadata_2,0.0,1.335425,49.5,71.08340400000002
105,0.4196,85.2,52,1.337519,efficientdet_lite4_detection_metadata_2,0.0,1.357647,49.5,72.44105100000002
106,0.4196,0.0,53,1.359745,efficientdet_lite4_detection_metadata_2,0.0,1.357647,49.5,72.44314900000002
107,0.4196,85.8,53,1.359745,efficientdet_lite4_detection_metadata_2,0.0,1.341146,49.5,73.78429500000001
108,0.4196,0.0,54,1.34324,efficientdet_lite4_detection_metadata_2,0.0,1.341146,49.5,73.78638900000001
109,0.4196,85.9,54,1.34324,efficientdet_lite4_detection_metadata_2,0.0,1.339695,50.0,75.12608400000002
110,0.4196,0.0,55,1.341853,efficientdet_lite4_detection_metadata_2,0.0,1.339695,50.0,75.12824200000001
111,0.4196,86.0,55,1.341853,efficientdet_lite4_detection_metadata_2,0.0,1.342021,50.0,76.47026300000002
112,0.4196,100.0,56,1.344168,efficientdet_lite4_detection_metadata_2,0.0,1.342021,50.0,76.47241000000001
113,0.4196,85.5,56,1.344168,efficientdet_lite4_detection_metadata_2,0.0,1.350554,50.0,77.82296400000001
114,0.4196,0.0,57,1.352653,efficientdet_lite4_detection_metadata_2,0.0,1.350554,50.0,77.82506300000001
115,0.4196,85.8,57,1.352653,efficientdet_lite4_detection_metadata_2,0.0,1.338585,50.0,79.16364800000001
