,iterator_record,time_record,temp_record_CPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,55.5,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.362579,43.5,3.4,1.362579,0.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196,NA
2,1,1.3633280000000003,43.5,0.0,1.362579,0.0,1.363328,efficientdet_lite2_detection_metadata_1,0.4196,NA
3,1,1.6926930000000002,42.0,77.9,0.329365,0.0,1.363328,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,1.693403,42.0,0.0,0.329365,0.0,0.330075,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,3.058146,42.0,85.0,1.364743,0.0,0.330075,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,3.058864,42.0,0.0,1.364743,0.0,1.365461,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,4.414203,42.0,85.6,1.355339,0.0,1.365461,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,4.41491,42.0,0.0,1.355339,0.0,1.356046,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,5.771408,42.0,85.4,1.356498,0.0,1.356046,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,5.7721219999999995,42.0,0.0,1.356498,0.0,1.357212,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,7.118543,42.0,85.8,1.346421,0.0,1.357212,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,7.120928999999999,42.0,0.0,1.346421,0.0,1.348807,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,8.467039999999999,42.5,85.9,1.346111,0.0,1.348807,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,8.469426999999998,42.5,100.0,1.346111,0.0,1.348498,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,9.812226999999998,42.5,85.9,1.3428,0.0,1.348498,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,9.814540999999998,42.0,0.0,1.3428,0.0,1.345114,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,11.165304999999998,42.5,85.9,1.350764,0.0,1.345114,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,11.167699999999998,42.5,0.0,1.350764,0.0,1.353159,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,12.519399999999997,42.5,85.7,1.3517,0.0,1.353159,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,12.521698999999998,42.5,0.0,1.3517,0.0,1.353999,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,13.870864999999998,42.5,85.9,1.349166,0.0,1.353999,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,13.873167999999998,42.5,0.0,1.349166,0.0,1.351469,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,15.230396999999998,42.5,85.3,1.357229,0.0,1.351469,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,15.232723999999997,42.5,0.0,1.357229,0.0,1.359556,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,16.585283999999998,43.0,85.6,1.35256,0.0,1.359556,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,16.587588999999998,43.0,0.0,1.35256,0.0,1.354865,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,17.933792999999998,43.0,85.8,1.346204,0.0,1.354865,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,17.936120999999996,43.0,50.0,1.346204,0.0,1.348532,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,19.284558999999998,42.5,86.0,1.348438,0.0,1.348532,efficientdet_lite4_detection_metadata_2,0.4196,NA
30,15,19.286867999999995,42.5,0.0,1.348438,0.0,1.350747,efficientdet_lite4_detection_metadata_2,0.4196,NA
31,15,20.644415999999996,43.0,86.0,1.357548,0.0,1.350747,efficientdet_lite4_detection_metadata_2,0.4196,NA
32,16,20.646728999999993,43.0,0.0,1.357548,0.0,1.359861,efficientdet_lite4_detection_metadata_2,0.4196,NA
33,16,22.001179999999994,43.0,85.6,1.354451,0.0,1.359861,efficientdet_lite4_detection_metadata_2,0.4196,NA
34,17,22.003545999999993,43.0,50.0,1.354451,0.0,1.356817,efficientdet_lite4_detection_metadata_2,0.4196,NA
35,17,23.353866999999994,43.0,85.7,1.350321,0.0,1.356817,efficientdet_lite4_detection_metadata_2,0.4196,NA
36,18,23.356212999999993,43.0,0.0,1.350321,0.0,1.352667,efficientdet_lite4_detection_metadata_2,0.4196,NA
37,18,24.712082999999993,43.0,85.4,1.35587,0.0,1.352667,efficientdet_lite4_detection_metadata_2,0.4196,NA
38,19,24.714455999999995,43.0,0.0,1.35587,0.0,1.358243,efficientdet_lite4_detection_metadata_2,0.4196,NA
39,19,26.083873999999994,43.5,85.1,1.369418,0.0,1.358243,efficientdet_lite2_detection_metadata_1,0.4196,NA
40,20,26.086271999999994,43.5,100.0,1.369418,0.0,1.371816,efficientdet_lite2_detection_metadata_1,0.40362,NA
41,20,26.419836999999994,46.0,77.3,0.333565,0.0,1.371816,efficientdet_lite2_detection_metadata_1,0.40362,NA
42,21,26.422194999999995,46.0,50.0,0.333565,0.0,0.335923,efficientdet_lite2_detection_metadata_1,0.38764,NA
43,21,26.745363999999995,46.0,78.9,0.323169,0.0,0.335923,efficientdet_lite2_detection_metadata_1,0.38764,NA
44,22,26.747673999999996,46.0,50.0,0.323169,0.0,0.325479,efficientdet_lite2_detection_metadata_1,0.37166,NA
45,22,27.074337999999997,46.0,78.5,0.326664,0.0,0.325479,efficientdet_lite2_detection_metadata_1,0.37166,NA
46,23,27.076711999999997,46.0,0.0,0.326664,0.0,0.329038,efficientdet_lite2_detection_metadata_1,0.35568,NA
47,23,27.400873999999998,46.0,78.5,0.324162,0.0,0.329038,efficientdet_lite2_detection_metadata_1,0.35568,NA
48,24,27.403252,46.0,0.0,0.324162,0.0,0.32654,efficientdet_lite2_detection_metadata_1,0.3397,NA
49,24,27.727773999999997,45.5,78.6,0.324522,0.0,0.32654,efficientdet_lite2_detection_metadata_1,0.3397,NA
50,25,27.730076999999994,45.5,0.0,0.324522,0.0,0.326825,efficientdet_lite2_detection_metadata_1,0.3397,NA
51,25,28.048929999999995,46.0,79.5,0.318853,0.0,0.326825,efficientdet_lite2_detection_metadata_1,0.3397,NA
