,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,56.5,52.5,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.379778,51.5,49.5,5.2,1.379778,0.0,0.0,efficientdet_lite2_detection_metadata_1,0.4196,NA
2,1,1.3821940000000001,51.5,49.5,0.0,1.379778,1.0369442,1.382194,efficientdet_lite2_detection_metadata_1,0.3397,NA
3,1,1.716884,51.5,50.0,77.8,0.33469,1.0369442,1.382194,efficientdet_lite2_detection_metadata_1,0.3397,NA
4,2,2.768619,50.5,48.5,3.3,0.33469,1.0369442,1.386425,efficientdet_lite2_detection_metadata_1,0.3397,NA
5,2,3.1013970000000004,51.5,49.5,78.5,0.332778,1.0369442,1.386425,efficientdet_lite2_detection_metadata_1,0.3397,NA
6,3,4.153271,50.5,48.5,2.9,0.332778,1.0369442,1.384652,efficientdet_lite2_detection_metadata_1,0.33969999999999995,NA
7,3,4.485145,51.0,50.0,77.6,0.331874,1.0369442,1.384652,efficientdet_lite4_detection_metadata_2,0.33969999999999995,NA
8,4,5.538028,50.5,48.5,3.1,0.331874,0.0,1.384757,efficientdet_lite4_detection_metadata_2,0.35967499999999997,NA
9,4,6.903243,51.5,49.5,85.7,1.365215,0.0,1.384757,efficientdet_lite2_detection_metadata_1,0.35967499999999997,NA
10,5,6.905793999999999,51.5,49.5,0.0,1.365215,1.0369442,1.367766,efficientdet_lite2_detection_metadata_1,0.35568,NA
11,5,7.244776999999999,52.0,50.0,77.4,0.338983,1.0369442,1.367766,efficientdet_lite2_detection_metadata_1,0.35568,NA
12,6,8.295560999999998,50.5,48.5,2.4,0.338983,1.0369442,1.389767,efficientdet_lite2_detection_metadata_1,0.35568,NA
13,6,8.635387999999997,52.0,50.0,77.0,0.339827,1.0369442,1.389767,efficientdet_lite2_detection_metadata_1,0.35568,NA
14,7,9.687764999999997,50.5,48.5,2.6,0.339827,1.0369442,1.392204,efficientdet_lite2_detection_metadata_1,0.35568,NA
15,7,10.021061999999997,51.5,50.0,78.2,0.333297,1.0369442,1.392204,efficientdet_lite2_detection_metadata_1,0.35568,NA
16,8,11.075490999999998,50.0,48.5,3.8,0.333297,1.0369442,1.387726,efficientdet_lite2_detection_metadata_1,0.35568,NA
