,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record,action_record
0,0,0.0,51.0,49.5,0.0,0.0,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
1,0,1.366938,51.5,49.0,28.6,1.366938,0.0,0.0,efficientdet_lite4_detection_metadata_2,0.4196,NA
2,1,1.3693450000000003,51.5,49.0,0.0,1.366938,0.0,1.369345,efficientdet_lite4_detection_metadata_2,0.4196,NA
3,1,2.72173,51.0,49.5,85.9,1.352385,0.0,1.369345,efficientdet_lite4_detection_metadata_2,0.4196,NA
4,2,2.724144,51.0,49.5,0.0,1.352385,0.0,1.354799,efficientdet_lite4_detection_metadata_2,0.4196,NA
5,2,4.083401,51.5,49.5,86.0,1.359257,0.0,1.354799,efficientdet_lite4_detection_metadata_2,0.4196,NA
6,3,4.085913,51.5,49.5,50.0,1.359257,0.0,1.361769,efficientdet_lite4_detection_metadata_2,0.4196,NA
7,3,5.4386019999999995,51.0,49.0,86.1,1.352689,0.0,1.361769,efficientdet_lite4_detection_metadata_2,0.4196,NA
8,4,5.441141,51.0,49.0,0.0,1.352689,0.0,1.355228,efficientdet_lite4_detection_metadata_2,0.4196,NA
9,4,6.79624,51.5,49.5,86.0,1.355099,0.0,1.355228,efficientdet_lite4_detection_metadata_2,0.4196,NA
10,5,6.798737,51.5,49.5,0.0,1.355099,0.0,1.357596,efficientdet_lite4_detection_metadata_2,0.4196,NA
11,5,8.161411,51.5,49.5,85.7,1.362674,0.0,1.357596,efficientdet_lite4_detection_metadata_2,0.4196,NA
12,6,8.163950999999999,51.5,49.5,100.0,1.362674,0.0,1.365214,efficientdet_lite4_detection_metadata_2,0.4196,NA
13,6,9.517214999999998,52.0,49.5,86.0,1.353264,0.0,1.365214,efficientdet_lite4_detection_metadata_2,0.4196,NA
14,7,9.519758,52.0,49.5,0.0,1.353264,0.0,1.355807,efficientdet_lite4_detection_metadata_2,0.4196,NA
15,7,10.878188999999999,52.0,49.5,86.0,1.358431,0.0,1.355807,efficientdet_lite4_detection_metadata_2,0.4196,NA
16,8,10.880669999999999,52.0,49.5,0.0,1.358431,0.0,1.360912,efficientdet_lite4_detection_metadata_2,0.4196,NA
17,8,12.236551999999998,52.0,49.5,85.9,1.355882,0.0,1.360912,efficientdet_lite4_detection_metadata_2,0.4196,NA
18,9,12.239075999999999,52.0,49.5,0.0,1.355882,0.0,1.358406,efficientdet_lite4_detection_metadata_2,0.4196,NA
19,9,13.594389,52.5,49.5,86.0,1.355313,0.0,1.358406,efficientdet_lite4_detection_metadata_2,0.4196,NA
20,10,13.596953999999998,52.5,49.5,0.0,1.355313,0.0,1.357878,efficientdet_lite4_detection_metadata_2,0.4196,NA
21,10,14.947938999999998,52.0,49.5,86.2,1.350985,0.0,1.357878,efficientdet_lite4_detection_metadata_2,0.4196,NA
22,11,14.950434999999997,52.0,49.5,0.0,1.350985,0.0,1.353481,efficientdet_lite4_detection_metadata_2,0.4196,NA
23,11,16.311812999999997,51.5,49.5,85.9,1.361378,0.0,1.353481,efficientdet_lite4_detection_metadata_2,0.4196,NA
24,12,16.314287999999998,51.5,49.5,0.0,1.361378,0.0,1.363853,efficientdet_lite4_detection_metadata_2,0.4196,NA
25,12,17.664354999999997,52.0,49.5,86.3,1.350067,0.0,1.363853,efficientdet_lite4_detection_metadata_2,0.4196,NA
26,13,17.666935999999996,52.0,49.5,0.0,1.350067,0.0,1.352648,efficientdet_lite4_detection_metadata_2,0.4196,NA
27,13,19.015820999999995,52.0,50.0,86.4,1.348885,0.0,1.352648,efficientdet_lite4_detection_metadata_2,0.4196,NA
28,14,19.018403999999997,52.0,50.0,0.0,1.348885,0.0,1.351468,efficientdet_lite4_detection_metadata_2,0.4196,NA
29,14,20.382769999999997,52.0,49.5,85.7,1.364366,0.0,1.351468,efficientdet_lite4_detection_metadata_2,0.4196,NA
30,15,20.385333999999997,52.0,49.5,50.0,1.364366,0.0,1.36693,efficientdet_lite4_detection_metadata_2,0.4196,NA
31,15,21.745533,52.0,50.0,86.0,1.360199,0.0,1.36693,efficientdet_lite4_detection_metadata_2,0.4196,NA
32,16,21.748079999999998,52.0,50.0,50.0,1.360199,0.0,1.362746,efficientdet_lite4_detection_metadata_2,0.4196,NA
33,16,23.104812999999996,52.0,50.0,86.2,1.356733,0.0,1.362746,efficientdet_lite4_detection_metadata_2,0.4196,NA
34,17,23.107377999999997,52.0,50.0,50.0,1.356733,0.0,1.359298,efficientdet_lite4_detection_metadata_2,0.4196,NA
35,17,24.465793999999995,52.0,50.0,86.0,1.358416,0.0,1.359298,efficientdet_lite4_detection_metadata_2,0.4196,NA
36,18,24.468345999999997,52.0,50.0,50.0,1.358416,0.0,1.360968,efficientdet_lite4_detection_metadata_2,0.4196,NA
