,iterator_record,time_record,temp_record_CPU,temp_record_GPU,cpu_record,processing_duration_record,pause_duration_record,loop_duration_record,net_record,avg_accuracy_record
0,0,0.0,65.731,65.2,0.0,0.0,2.0,0.0,efficientdet_lite4_detection_metadata_2,41.96
1,0,4.079462,53.556,54.5,0.6,4.079462,2.0,0.0,efficientdet_lite4_detection_metadata_2,41.96
2,1,4.129537,54.53,53.0,25.0,4.079462,0.0,4.129537,efficientdet_lite4_detection_metadata_2,41.96
3,1,8.175715,54.53,54.0,25.6,4.046178,0.0,4.129537,efficientdet_lite4_detection_metadata_2,41.96
4,2,8.225850000000001,54.043,55.5,21.1,4.046178,0.0,4.096313,efficientdet_lite4_detection_metadata_2,41.96
5,2,12.259513000000002,56.478,56.0,25.6,4.033663,0.0,4.096313,efficientdet_lite4_detection_metadata_2,41.96
6,3,12.309772000000002,55.991,56.0,26.3,4.033663,0.0,4.083922,efficientdet_lite4_detection_metadata_2,41.96
7,3,16.355117000000003,56.478,56.9,25.8,4.045345,0.0,4.083922,efficientdet_lite4_detection_metadata_2,41.96
8,4,16.405168000000003,56.965,56.4,25.0,4.045345,0.0,4.095396,efficientdet_lite4_detection_metadata_2,41.96
9,4,20.424496000000005,56.965,56.0,25.6,4.019328,0.0,4.095396,efficientdet_lite4_detection_metadata_2,41.96
10,5,20.474750000000007,55.991,56.4,26.3,4.019328,0.0,4.069582,efficientdet_lite4_detection_metadata_2,41.96
11,5,24.527168000000007,57.452,56.0,25.7,4.052418,0.0,4.069582,efficientdet_lite4_detection_metadata_2,41.96
12,6,24.577657000000006,55.991,57.4,26.3,4.052418,0.0,4.102907,efficientdet_lite4_detection_metadata_2,41.96
13,6,28.595064000000008,56.965,58.4,26.0,4.017407,0.0,4.102907,efficientdet_lite4_detection_metadata_2,41.96
14,7,28.645539000000007,56.965,57.4,25.0,4.017407,0.0,4.067882,efficientdet_lite4_detection_metadata_2,41.96
15,7,32.67283700000001,57.939,57.4,25.6,4.027298,0.0,4.067882,efficientdet_lite4_detection_metadata_2,41.96
16,8,32.72328400000001,57.452,57.9,25.0,4.027298,0.0,4.077745,efficientdet_lite4_detection_metadata_2,41.96
17,8,36.757248000000004,57.939,58.4,25.6,4.033964,0.0,4.077745,efficientdet_lite4_detection_metadata_2,41.96
18,9,36.80770600000001,58.426,58.4,21.1,4.033964,0.0,4.084422,efficientdet_lite4_detection_metadata_2,41.96
19,9,40.83438300000001,58.913,58.4,25.5,4.026677,0.0,4.084422,efficientdet_lite4_detection_metadata_2,41.96
20,10,40.88475800000001,58.426,57.9,28.6,4.026677,0.0,4.077052,efficientdet_lite4_detection_metadata_2,41.96
21,10,44.926141000000015,58.426,58.4,25.4,4.041383,0.0,4.077052,efficientdet_lite4_detection_metadata_2,41.96
22,11,44.97662200000002,58.426,58.4,26.3,4.041383,0.0,4.091864,efficientdet_lite4_detection_metadata_2,41.96
23,11,49.01783300000002,58.913,58.4,25.5,4.041211,0.0,4.091864,efficientdet_lite4_detection_metadata_2,41.96
24,12,49.06809900000002,58.426,57.9,30.0,4.041211,0.0,4.091477,efficientdet_lite4_detection_metadata_2,41.96
25,12,53.09841700000002,58.913,59.4,25.5,4.030318,0.0,4.091477,efficientdet_lite4_detection_metadata_2,41.96
26,13,53.14877900000002,59.4,58.9,22.2,4.030318,0.0,4.08068,efficientdet_lite4_detection_metadata_2,41.96
27,13,57.17798300000002,58.913,59.4,25.5,4.029204,0.0,4.08068,efficientdet_lite4_detection_metadata_2,41.96
28,14,57.228321000000015,59.4,58.9,25.0,4.029204,0.0,4.079542,efficientdet_lite4_detection_metadata_2,41.96
29,14,61.26248200000001,59.4,58.9,25.5,4.034161,0.0,4.079542,efficientdet_lite4_detection_metadata_2,41.96
30,15,61.31316100000002,58.913,59.4,33.3,4.034161,0.0,4.08484,efficientdet_lite4_detection_metadata_2,41.96
31,15,65.34243200000002,59.887,60.3,25.5,4.029271,0.0,4.08484,efficientdet_lite4_detection_metadata_2,41.96
32,16,65.39285200000002,60.374,58.9,26.3,4.029271,0.0,4.079691,efficientdet_lite4_detection_metadata_2,41.96
33,16,69.44056300000003,59.887,60.3,25.5,4.047711,0.0,4.079691,efficientdet_lite4_detection_metadata_2,41.96
34,17,69.49089700000002,60.374,60.8,26.3,4.047711,0.0,4.098045,efficientdet_lite4_detection_metadata_2,41.96
35,17,73.54756200000001,60.861,59.9,25.5,4.056665,0.0,4.098045,efficientdet_lite4_detection_metadata_2,41.96
36,18,73.59786200000002,59.887,60.3,30.0,4.056665,0.0,4.106965,efficientdet_lite4_detection_metadata_2,41.96
37,18,77.63584100000003,59.4,59.9,25.5,4.037979,0.0,4.106965,efficientdet_lite4_detection_metadata_2,41.96
38,19,77.68618100000003,59.887,61.3,28.6,4.037979,0.0,4.088319,efficientdet_lite4_detection_metadata_2,41.96
39,19,81.73921800000004,59.887,60.3,25.6,4.053037,0.0,4.088319,efficientdet_lite4_detection_metadata_2,41.96
40,20,81.78986000000003,60.374,59.9,26.3,4.053037,0.0,4.103679,efficientdet_lite4_detection_metadata_2,41.96
41,20,85.84847800000003,60.861,61.3,25.6,4.058618,0.0,4.103679,efficientdet_lite4_detection_metadata_2,41.96
42,21,85.89880800000003,61.348,59.9,25.0,4.058618,0.0,4.108948,efficientdet_lite4_detection_metadata_2,41.96
43,21,89.92670000000003,60.861,61.3,25.9,4.027892,0.0,4.108948,efficientdet_lite4_detection_metadata_2,41.96
44,22,89.97739600000003,61.348,60.3,30.0,4.027892,0.0,4.078588,efficientdet_lite4_detection_metadata_2,41.96
45,22,94.00532400000003,60.861,60.8,25.6,4.027928,0.0,4.078588,efficientdet_lite4_detection_metadata_2,41.96
46,23,94.05583100000003,60.861,61.3,26.3,4.027928,0.0,4.078435,efficientdet_lite4_detection_metadata_2,41.96
47,23,98.10537900000003,61.348,61.3,25.5,4.049548,0.0,4.078435,efficientdet_lite4_detection_metadata_2,41.96
48,24,98.15586600000003,61.348,61.3,25.0,4.049548,0.0,4.100035,efficientdet_lite4_detection_metadata_2,41.96
49,24,102.23424500000003,61.348,61.3,25.4,4.078379,0.0,4.100035,efficientdet_lite4_detection_metadata_2,41.96
50,25,102.28451900000003,61.348,59.9,28.6,4.078379,0.0,4.128653,efficientdet_lite4_detection_metadata_2,41.96
51,25,106.31348500000003,61.348,61.8,25.5,4.028966,0.0,4.128653,efficientdet_lite4_detection_metadata_2,41.96
52,26,106.36349600000003,61.835,60.8,25.0,4.028966,0.0,4.078977,efficientdet_lite4_detection_metadata_2,41.96
53,26,110.41982500000003,62.322,61.3,25.5,4.056329,0.0,4.078977,efficientdet_lite4_detection_metadata_2,41.96
54,27,110.47005000000003,61.348,60.8,26.3,4.056329,0.0,4.106554,efficientdet_lite4_detection_metadata_2,41.96
55,27,114.53224600000003,61.835,60.8,25.7,4.062196,0.0,4.106554,efficientdet_lite4_detection_metadata_2,41.96
